benchmark_population,run_id,method,formulation,budget,selected_set_diagnostic_only,bootstrap_resamples,valid_resamples,ci_low,median,ci_high,status
primary_common,primary_common__r01_f01,max_depth_randomized_straddle,max_depth,80,True,1000,1000,104.921585,108.14150000000001,113.80425,PASS
primary_common,primary_common__r01_f01,max_depth_expected_feasibility,max_depth,12,True,1000,1000,91.15071499999999,101.421515,103.01101499999999,PASS
primary_common,primary_common__r01_f01,max_depth_expected_feasibility,max_depth,20,True,1000,1000,95.16403500000001,101.421515,151.247865,PASS
primary_common,primary_common__r01_f01,max_depth_expected_feasibility,max_depth,40,True,1000,1000,99.44120000000001,105.26289500000001,123.635255,PASS
primary_common,primary_common__r01_f01,max_depth_expected_feasibility,max_depth,60,True,1000,1000,105.650990875,107.305025,109.26908499999999,PASS
primary_common,primary_common__r01_f01,max_depth_expected_feasibility,max_depth,80,True,1000,1000,103.044625,104.956025,108.930925,PASS
primary_common,primary_common__r01_f02,max_depth_random,max_depth,12,True,1000,1000,109.319225,123.267525,187.214225,PASS
primary_common,primary_common__r01_f02,max_depth_random,max_depth,20,True,1000,1000,97.47146,111.38377499999999,187.214225,PASS
primary_common,primary_common__r01_f02,max_depth_random,max_depth,40,True,1000,1000,107.318935,111.38377499999999,187.214225,PASS
primary_common,primary_common__r01_f02,max_depth_random,max_depth,60,True,1000,1000,111.30615499999999,113.29565,189.1261,PASS
primary_common,primary_common__r01_f02,max_depth_random,max_depth,80,True,1000,1000,107.506615,113.29565,186.58049999999997,PASS
primary_common,primary_common__r01_f02,max_depth_boundary_proximity,max_depth,12,True,1000,1000,109.319225,123.267525,187.214225,PASS
primary_common,primary_common__r01_f02,max_depth_boundary_proximity,max_depth,20,True,1000,1000,117.384015,123.267525,200.247675,PASS
primary_common,primary_common__r01_f02,max_depth_boundary_proximity,max_depth,40,True,1000,1000,105.38860500000001,109.1112,125.1794,PASS
primary_common,primary_common__r01_f02,max_depth_boundary_proximity,max_depth,60,True,1000,1000,105.38860500000001,109.1112,112.5395,PASS
primary_common,primary_common__r01_f02,max_depth_boundary_proximity,max_depth,80,True,1000,1000,104.878405,108.601,113.74000000000001,PASS
primary_common,primary_common__r01_f02,max_depth_straddle,max_depth,12,True,1000,1000,109.319225,123.267525,187.214225,PASS
primary_common,primary_common__r01_f02,max_depth_straddle,max_depth,20,True,1000,1000,97.33959999999999,112.9485,135.05315,PASS
primary_common,primary_common__r01_f02,max_depth_straddle,max_depth,40,True,1000,1000,107.305025,113.74000000000001,128.74185,PASS
primary_common,primary_common__r01_f02,max_depth_straddle,max_depth,60,True,1000,1000,107.3781,111.9012,115.3295,PASS
primary_common,primary_common__r01_f02,max_depth_straddle,max_depth,80,True,1000,1000,108.61986,111.9012,115.3295,PASS
primary_common,primary_common__r01_f02,max_depth_randomized_straddle,max_depth,12,True,1000,1000,109.319225,123.267525,187.214225,PASS
primary_common,primary_common__r01_f02,max_depth_randomized_straddle,max_depth,20,True,1000,1000,111.3036,123.267525,157.131375,PASS
primary_common,primary_common__r01_f02,max_depth_randomized_straddle,max_depth,40,True,1000,1000,107.227405,110.95,123.31532187499997,PASS
primary_common,primary_common__r01_f02,max_depth_randomized_straddle,max_depth,60,True,1000,1000,107.3781,111.9012,115.36590000000001,PASS
primary_common,primary_common__r01_f02,max_depth_randomized_straddle,max_depth,80,True,1000,1000,107.3781,111.9012,115.3295,PASS
primary_common,primary_common__r01_f02,max_depth_expected_feasibility,max_depth,12,True,1000,1000,109.27217350000001,123.267525,187.214225,PASS
primary_common,primary_common__r01_f02,max_depth_expected_feasibility,max_depth,20,True,1000,1000,97.45692,109.303525,131.408175,PASS
primary_common,primary_common__r01_f02,max_depth_expected_feasibility,max_depth,40,True,1000,1000,105.053765,112.1164,126.453,PASS
primary_common,primary_common__r01_f02,max_depth_expected_feasibility,max_depth,60,True,1000,1000,110.8064,115.3295,125.45965,PASS
primary_common,primary_common__r01_f02,max_depth_expected_feasibility,max_depth,80,True,1000,1000,110.8064,115.3295,117.66975,PASS
primary_common,primary_common__r01_f03,max_depth_random,max_depth,12,True,1000,0,,,,NA_fewer_than_two_per_class
primary_common,primary_common__r01_f03,max_depth_random,max_depth,20,True,1000,1000,111.11988,111.159235,132.855185,PASS
primary_common,primary_common__r01_f03,max_depth_random,max_depth,40,True,1000,1000,109.18603999999999,111.159235,133.12029112499977,PASS
primary_common,primary_common__r01_f03,max_depth_random,max_depth,60,True,1000,1000,111.13432499999999,125.45965,147.1556,PASS
primary_common,primary_common__r01_f03,max_depth_random,max_depth,80,True,1000,1000,113.076015,125.45965,159.7557,PASS
primary_common,primary_common__r01_f03,max_depth_boundary_proximity,max_depth,12,True,1000,0,,,,NA_fewer_than_two_per_class
primary_common,primary_common__r01_f03,max_depth_boundary_proximity,max_depth,20,True,1000,1000,109.16337999999999,113.037955,132.81583,PASS
primary_common,primary_common__r01_f03,max_depth_boundary_proximity,max_depth,40,True,1000,1000,113.141165,119.024675,129.492425,PASS
primary_common,primary_common__r01_f03,max_depth_boundary_proximity,max_depth,60,True,1000,1000,105.431785,109.1112,128.74185,PASS
primary_common,primary_common__r01_f03,max_depth_boundary_proximity,max_depth,80,True,1000,1000,104.878405,108.601,115.02875,PASS
primary_common,primary_common__r01_f03,max_depth_straddle,max_depth,12,True,1000,0,,,,NA_fewer_than_two_per_class
primary_common,primary_common__r01_f03,max_depth_straddle,max_depth,20,True,1000,1000,101.39873,115.73849999999999,134.97379999999998,PASS
primary_common,primary_common__r01_f03,max_depth_straddle,max_depth,40,True,1000,1000,109.303525,115.73849999999999,125.51089999999999,PASS
primary_common,primary_common__r01_f03,max_depth_straddle,max_depth,60,True,1000,1000,109.303525,115.73849999999999,125.45965,PASS
primary_common,primary_common__r01_f03,max_depth_straddle,max_depth,80,True,1000,1000,104.956025,108.601,117.81875,PASS
primary_common,primary_common__r01_f03,max_depth_randomized_straddle,max_depth,12,True,1000,0,,,,NA_fewer_than_two_per_class
primary_common,primary_common__r01_f03,max_depth_randomized_straddle,max_depth,20,True,1000,1000,105.238685,115.73849999999999,163.56635,PASS
primary_common,primary_common__r01_f03,max_depth_randomized_straddle,max_depth,40,True,1000,1000,104.921585,108.601,125.45965,PASS
primary_common,primary_common__r01_f03,max_depth_randomized_straddle,max_depth,60,True,1000,1000,104.956025,108.601,115.73849999999999,PASS
primary_common,primary_common__r01_f03,max_depth_randomized_straddle,max_depth,80,True,1000,1000,104.921585,108.601,115.73849999999999,PASS
primary_common,primary_common__r01_f03,max_depth_expected_feasibility,max_depth,12,True,1000,0,,,,NA_fewer_than_two_per_class
primary_common,primary_common__r01_f03,max_depth_expected_feasibility,max_depth,20,True,1000,1000,97.45692,101.39873,115.36273,PASS
primary_common,primary_common__r01_f03,max_depth_expected_feasibility,max_depth,40,True,1000,1000,109.262339125,115.73849999999999,129.7025,PASS
primary_common,primary_common__r01_f03,max_depth_expected_feasibility,max_depth,60,True,1000,1000,109.303525,115.73849999999999,126.9125,PASS
primary_common,primary_common__r01_f03,max_depth_expected_feasibility,max_depth,80,True,1000,1000,109.303525,115.73849999999999,125.51089999999999,PASS
primary_common,primary_common__r01_f04,max_depth_random,max_depth,12,True,1000,1000,107.304735,111.89886999999999,182.96822,PASS
primary_common,primary_common__r01_f04,max_depth_random,max_depth,20,True,1000,1000,111.89886999999999,131.40429999999998,202.47365,PASS
primary_common,primary_common__r01_f04,max_depth_random,max_depth,40,True,1000,1000,103.51385499999999,113.29565,189.96010487499987,PASS
primary_common,primary_common__r01_f04,max_depth_random,max_depth,60,True,1000,1000,109.10068999999999,113.29565,131.40429999999998,PASS
primary_common,primary_common__r01_f04,max_depth_random,max_depth,80,True,1000,1000,109.472375,113.29565,129.414805,PASS
primary_common,primary_common__r01_f04,max_depth_boundary_proximity,max_depth,12,True,1000,1000,107.304735,111.89886999999999,182.96822,PASS
primary_common,primary_common__r01_f04,max_depth_boundary_proximity,max_depth,20,True,1000,1000,121.60207499999999,125.427585,196.496935,PASS
primary_common,primary_common__r01_f04,max_depth_boundary_proximity,max_depth,40,True,1000,1000,107.01625675000001,112.5759,137.0165,PASS
primary_common,primary_common__r01_f04,max_depth_boundary_proximity,max_depth,60,True,1000,1000,107.27058500000001,110.95,112.9485,PASS
primary_common,primary_common__r01_f04,max_depth_boundary_proximity,max_depth,80,True,1000,1000,107.27058500000001,110.95,112.5759,PASS
primary_common,primary_common__r01_f04,max_depth_straddle,max_depth,12,True,1000,1000,107.304735,111.89886999999999,182.96822,PASS
primary_common,primary_common__r01_f04,max_depth_straddle,max_depth,20,True,1000,1000,117.50214625,133.13739999999999,190.85920000000002,PASS
primary_common,primary_common__r01_f04,max_depth_straddle,max_depth,40,True,1000,1000,106.88879500000002,112.5759,131.40429999999998,PASS
primary_common,primary_common__r01_f04,max_depth_straddle,max_depth,60,True,1000,1000,107.227405,110.95,114.56925,PASS
primary_common,primary_common__r01_f04,max_depth_straddle,max_depth,80,True,1000,1000,107.27058500000001,110.95,114.56925,PASS
primary_common,primary_common__r01_f04,max_depth_randomized_straddle,max_depth,12,True,1000,1000,107.304735,111.89886999999999,182.96822,PASS
primary_common,primary_common__r01_f04,max_depth_randomized_straddle,max_depth,20,True,1000,1000,111.89886999999999,127.60913,167.09248,PASS
primary_common,primary_common__r01_f04,max_depth_randomized_straddle,max_depth,40,True,1000,1000,107.42023,112.9485,133.13739999999999,PASS
primary_common,primary_common__r01_f04,max_depth_randomized_straddle,max_depth,60,True,1000,1000,107.04763,112.5759,129.18630000000002,PASS
primary_common,primary_common__r01_f04,max_depth_randomized_straddle,max_depth,80,True,1000,1000,107.27058500000001,110.95,112.9485,PASS
primary_common,primary_common__r01_f04,max_depth_expected_feasibility,max_depth,12,True,1000,1000,103.82128499999999,111.89886999999999,182.96822,PASS
primary_common,primary_common__r01_f04,max_depth_expected_feasibility,max_depth,20,True,1000,1000,89.47904,97.45692,117.64581999999999,PASS
primary_common,primary_common__r01_f04,max_depth_expected_feasibility,max_depth,40,True,1000,1000,107.01952500000002,112.5759,130.9194,PASS
primary_common,primary_common__r01_f04,max_depth_expected_feasibility,max_depth,60,True,1000,1000,108.853305,112.5759,132.1838,PASS
primary_common,primary_common__r01_f04,max_depth_expected_feasibility,max_depth,80,True,1000,1000,110.80237762500002,112.5759,129.21813999999998,PASS
primary_common,primary_common__r01_f05,max_depth_random,max_depth,12,True,1000,1000,99.14427,105.286315,187.02581500000002,PASS
primary_common,primary_common__r01_f05,max_depth_random,max_depth,20,True,1000,1000,103.051785,109.205105,190.94460500000002,PASS
primary_common,primary_common__r01_f05,max_depth_random,max_depth,40,True,1000,1000,97.645415,101.564205,143.227655,PASS
primary_common,primary_common__r01_f05,max_depth_random,max_depth,60,True,1000,1000,95.670865,107.3781,113.29565,PASS
primary_common,primary_common__r01_f05,max_depth_random,max_depth,80,True,1000,1000,99.11468500000001,106.86789999999999,113.29565,PASS
primary_common,primary_common__r01_f05,max_depth_boundary_proximity,max_depth,12,True,1000,1000,97.20355,105.286315,187.02581500000002,PASS
primary_common,primary_common__r01_f05,max_depth_boundary_proximity,max_depth,20,True,1000,1000,105.2853585,114.87975,196.88701500000002,PASS
primary_common,primary_common__r01_f05,max_depth_boundary_proximity,max_depth,40,True,1000,1000,107.3337555,111.01425,122.66964999999999,PASS
primary_common,primary_common__r01_f05,max_depth_boundary_proximity,max_depth,60,True,1000,1000,104.878405,108.601,110.95160625,PASS
primary_common,primary_common__r01_f05,max_depth_boundary_proximity,max_depth,80,True,1000,1000,104.878405,108.601,110.95160625,PASS
primary_common,primary_common__r01_f05,max_depth_straddle,max_depth,12,True,1000,1000,99.14427,105.286315,187.02581500000002,PASS
primary_common,primary_common__r01_f05,max_depth_straddle,max_depth,20,True,1000,1000,97.32889,110.95,122.66964999999999,PASS
primary_common,primary_common__r01_f05,max_depth_straddle,max_depth,40,True,1000,1000,107.227405,110.95,114.87975,PASS
primary_common,primary_common__r01_f05,max_depth_straddle,max_depth,60,True,1000,1000,105.38860500000001,109.1112,111.01425,PASS
primary_common,primary_common__r01_f05,max_depth_straddle,max_depth,80,True,1000,1000,105.38860500000001,109.1112,111.01425,PASS
primary_common,primary_common__r01_f05,max_depth_randomized_straddle,max_depth,12,True,1000,1000,99.14427,105.286315,187.02581500000002,PASS
primary_common,primary_common__r01_f05,max_depth_randomized_straddle,max_depth,20,True,1000,1000,99.72949375,105.26289500000001,116.982545,PASS
primary_common,primary_common__r01_f05,max_depth_randomized_straddle,max_depth,40,True,1000,1000,104.878405,108.601,111.01425,PASS
primary_common,primary_common__r01_f05,max_depth_randomized_straddle,max_depth,60,True,1000,1000,104.878405,108.601,111.01425,PASS
primary_common,primary_common__r01_f05,max_depth_randomized_straddle,max_depth,80,True,1000,1000,104.878405,108.601,110.95,PASS
primary_common,primary_common__r01_f05,max_depth_expected_feasibility,max_depth,12,True,1000,1000,99.14427,105.286315,187.02581500000002,PASS
primary_common,primary_common__r01_f05,max_depth_expected_feasibility,max_depth,20,True,1000,1000,95.192565,112.5759,126.9125,PASS
primary_common,primary_common__r01_f05,max_depth_expected_feasibility,max_depth,40,True,1000,1000,103.21089912500001,110.95,122.66964999999999,PASS
primary_common,primary_common__r01_f05,max_depth_expected_feasibility,max_depth,60,True,1000,1000,105.26289500000001,110.95,126.9125,PASS
primary_common,primary_common__r01_f05,max_depth_expected_feasibility,max_depth,80,True,1000,1000,105.26289500000001,110.95,115.02875,PASS
primary_common,primary_common__r02_f01,max_depth_random,max_depth,16,True,1000,0,,,,NA_fewer_than_two_per_class
primary_common,primary_common__r02_f01,max_depth_random,max_depth,20,True,1000,0,,,,NA_fewer_than_two_per_class
primary_common,primary_common__r02_f01,max_depth_random,max_depth,40,True,1000,1000,107.23028,115.02875,170.4307,PASS
primary_common,primary_common__r02_f01,max_depth_random,max_depth,60,True,1000,1000,107.23028,115.02875,132.1838,PASS
primary_common,primary_common__r02_f01,max_depth_random,max_depth,80,True,1000,1000,102.02918500000001,109.1112,128.461205,PASS
primary_common,primary_common__r02_f01,max_depth_boundary_proximity,max_depth,16,True,1000,0,,,,NA_fewer_than_two_per_class
primary_common,primary_common__r02_f01,max_depth_boundary_proximity,max_depth,20,True,1000,1000,114.92242999999999,118.99830499999999,200.584005,PASS
primary_common,primary_common__r02_f01,max_depth_boundary_proximity,max_depth,40,True,1000,1000,103.55482500000001,109.1112,114.87975,PASS
primary_common,primary_common__r02_f01,max_depth_boundary_proximity,max_depth,60,True,1000,1000,105.38860500000001,111.9012,113.80425,PASS
primary_common,primary_common__r02_f01,max_depth_boundary_proximity,max_depth,80,True,1000,1000,105.38860500000001,111.9012,113.80425,PASS
primary_common,primary_common__r02_f01,max_depth_straddle,max_depth,16,True,1000,0,,,,NA_fewer_than_two_per_class
primary_common,primary_common__r02_f01,max_depth_straddle,max_depth,20,True,1000,1000,126.627425,134.97379999999998,207.34545,PASS
primary_common,primary_common__r02_f01,max_depth_straddle,max_depth,40,True,1000,1000,107.24709,115.3295,127.25944737499995,PASS
primary_common,primary_common__r02_f01,max_depth_straddle,max_depth,60,True,1000,1000,107.227405,113.74000000000001,117.66975,PASS
primary_common,primary_common__r02_f01,max_depth_straddle,max_depth,80,True,1000,1000,105.38860500000001,111.9012,115.3295,PASS
primary_common,primary_common__r02_f01,max_depth_randomized_straddle,max_depth,16,True,1000,0,,,,NA_fewer_than_two_per_class
primary_common,primary_common__r02_f01,max_depth_randomized_straddle,max_depth,20,True,1000,1000,126.496695,134.97379999999998,207.34545,PASS
primary_common,primary_common__r02_f01,max_depth_randomized_straddle,max_depth,40,True,1000,1000,108.81690499999999,115.3295,129.7025,PASS
primary_common,primary_common__r02_f01,max_depth_randomized_straddle,max_depth,60,True,1000,1000,105.38860500000001,111.9012,113.80425,PASS
primary_common,primary_common__r02_f01,max_depth_randomized_straddle,max_depth,80,True,1000,1000,105.431785,111.9012,115.3295,PASS
primary_common,primary_common__r02_f01,max_depth_expected_feasibility,max_depth,16,True,1000,0,,,,NA_fewer_than_two_per_class
primary_common,primary_common__r02_f01,max_depth_expected_feasibility,max_depth,20,True,1000,1000,124.38533,128.461205,205.276905,PASS
primary_common,primary_common__r02_f01,max_depth_expected_feasibility,max_depth,40,True,1000,1000,107.18815962500001,113.74000000000001,130.9194,PASS
primary_common,primary_common__r02_f01,max_depth_expected_feasibility,max_depth,60,True,1000,1000,107.227405,113.74000000000001,121.64761024999999,PASS
primary_common,primary_common__r02_f01,max_depth_expected_feasibility,max_depth,80,True,1000,1000,107.227405,113.74000000000001,115.36590000000001,PASS
primary_common,primary_common__r02_f02,max_depth_random,max_depth,12,True,1000,1000,109.21463,117.164525,198.640475,PASS
primary_common,primary_common__r02_f02,max_depth_random,max_depth,20,True,1000,1000,107.323114875,117.164525,198.640475,PASS
primary_common,primary_common__r02_f02,max_depth_random,max_depth,40,True,1000,1000,108.895745,111.200335,119.041485,PASS
primary_common,primary_common__r02_f02,max_depth_random,max_depth,60,True,1000,1000,106.964495,109.26908499999999,118.429935,PASS
primary_common,primary_common__r02_f02,max_depth_random,max_depth,80,True,1000,1000,106.55549500000001,108.860085,116.552975,PASS
primary_common,primary_common__r02_f02,max_depth_boundary_proximity,max_depth,12,True,1000,1000,109.21463,117.164525,198.640475,PASS
primary_common,primary_common__r02_f02,max_depth_boundary_proximity,max_depth,20,True,1000,1000,108.90714612499998,113.14665,120.9878,PASS
primary_common,primary_common__r02_f02,max_depth_boundary_proximity,max_depth,40,True,1000,1000,105.46622500000001,109.1112,113.14665,PASS
primary_common,primary_common__r02_f02,max_depth_boundary_proximity,max_depth,60,True,1000,1000,104.956025,108.601,112.5395,PASS
primary_common,primary_common__r02_f02,max_depth_boundary_proximity,max_depth,80,True,1000,1000,105.419891,108.601,112.09148749999999,PASS
primary_common,primary_common__r02_f02,max_depth_straddle,max_depth,12,True,1000,1000,109.21463,117.164525,198.640475,PASS
primary_common,primary_common__r02_f02,max_depth_straddle,max_depth,20,True,1000,1000,107.02044,107.392125,121.356125,PASS
primary_common,primary_common__r02_f02,max_depth_straddle,max_depth,40,True,1000,1000,108.930925,112.5759,126.9125,PASS
primary_common,primary_common__r02_f02,max_depth_straddle,max_depth,60,True,1000,1000,108.930925,112.5759,122.7209,PASS
primary_common,primary_common__r02_f02,max_depth_straddle,max_depth,80,True,1000,1000,105.46622500000001,109.1112,112.5759,PASS
primary_common,primary_common__r02_f02,max_depth_randomized_straddle,max_depth,12,True,1000,1000,109.21463,117.164525,198.640475,PASS
primary_common,primary_common__r02_f02,max_depth_randomized_straddle,max_depth,20,True,1000,1000,107.02044,107.392125,121.356125,PASS
primary_common,primary_common__r02_f02,max_depth_randomized_straddle,max_depth,40,True,1000,1000,105.46622500000001,109.1112,122.7209,PASS
primary_common,primary_common__r02_f02,max_depth_randomized_straddle,max_depth,60,True,1000,1000,105.46622500000001,109.1112,114.42025,PASS
primary_common,primary_common__r02_f02,max_depth_randomized_straddle,max_depth,80,True,1000,1000,107.3781,109.1112,112.9485,PASS
primary_common,primary_common__r02_f02,max_depth_expected_feasibility,max_depth,12,True,1000,1000,109.21463,117.164525,198.640475,PASS
primary_common,primary_common__r02_f02,max_depth_expected_feasibility,max_depth,20,True,1000,1000,109.21463,117.164525,155.219975,PASS
primary_common,primary_common__r02_f02,max_depth_expected_feasibility,max_depth,40,True,1000,1000,106.88879500000002,112.5759,120.9878,PASS
primary_common,primary_common__r02_f02,max_depth_expected_feasibility,max_depth,60,True,1000,1000,108.930925,112.5759,122.7209,PASS
primary_common,primary_common__r02_f02,max_depth_expected_feasibility,max_depth,80,True,1000,1000,108.89452499999999,112.5395,114.87975,PASS
primary_common,primary_common__r02_f03,max_depth_random,max_depth,12,True,1000,1000,183.27058,191.19937,195.45012,PASS
primary_common,primary_common__r02_f03,max_depth_random,max_depth,20,True,1000,1000,107.254055,125.51089999999999,207.5364,PASS
primary_common,primary_common__r02_f03,max_depth_random,max_depth,40,True,1000,1000,99.007365,104.878405,125.51089999999999,PASS
primary_common,primary_common__r02_f03,max_depth_random,max_depth,60,True,1000,1000,102.913895,108.601,125.54834624999995,PASS
primary_common,primary_common__r02_f03,max_depth_random,max_depth,80,True,1000,1000,103.30859000000001,108.601,128.79850624999995,PASS
primary_common,primary_common__r02_f03,max_depth_boundary_proximity,max_depth,12,True,1000,1000,184.962695,191.19937,195.45012,PASS
primary_common,primary_common__r02_f03,max_depth_boundary_proximity,max_depth,20,True,1000,1000,101.33272,111.200335,131.373735,PASS
primary_common,primary_common__r02_f03,max_depth_boundary_proximity,max_depth,40,True,1000,1000,109.26908499999999,112.9485,127.961825,PASS
primary_common,primary_common__r02_f03,max_depth_boundary_proximity,max_depth,60,True,1000,1000,107.27058500000001,110.95,114.87975,PASS
primary_common,primary_common__r02_f03,max_depth_boundary_proximity,max_depth,80,True,1000,1000,107.27058500000001,110.95,114.42025,PASS
primary_common,primary_common__r02_f03,max_depth_straddle,max_depth,12,True,1000,1000,184.962695,191.19937,195.45012,PASS
primary_common,primary_common__r02_f03,max_depth_straddle,max_depth,20,True,1000,1000,113.35369499999999,132.1838,160.77635,PASS
primary_common,primary_common__r02_f03,max_depth_straddle,max_depth,40,True,1000,1000,108.89452499999999,112.5395,132.1838,PASS
primary_common,primary_common__r02_f03,max_depth_straddle,max_depth,60,True,1000,1000,107.27058500000001,110.95,112.9485,PASS
primary_common,primary_common__r02_f03,max_depth_straddle,max_depth,80,True,1000,1000,107.305025,110.95,114.87975,PASS
primary_common,primary_common__r02_f03,max_depth_randomized_straddle,max_depth,12,True,1000,1000,184.962695,191.19937,195.45012,PASS
primary_common,primary_common__r02_f03,max_depth_randomized_straddle,max_depth,20,True,1000,1000,117.55107999999998,119.59037,159.07371999999998,PASS
primary_common,primary_common__r02_f03,max_depth_randomized_straddle,max_depth,40,True,1000,1000,105.866485,112.9485,133.13739999999999,PASS
primary_common,primary_common__r02_f03,max_depth_randomized_straddle,max_depth,60,True,1000,1000,107.27058500000001,110.95,112.9485,PASS
primary_common,primary_common__r02_f03,max_depth_randomized_straddle,max_depth,80,True,1000,1000,107.305025,110.95,114.87975,PASS
primary_common,primary_common__r02_f03,max_depth_expected_feasibility,max_depth,12,True,1000,1000,184.962695,191.19937,195.45012,PASS
primary_common,primary_common__r02_f03,max_depth_expected_feasibility,max_depth,20,True,1000,1000,91.47268,99.40146999999999,147.22932,PASS
primary_common,primary_common__r02_f03,max_depth_expected_feasibility,max_depth,40,True,1000,1000,107.261395,112.9485,135.05315,PASS
primary_common,primary_common__r02_f03,max_depth_expected_feasibility,max_depth,60,True,1000,1000,105.65759,110.95,127.00874999999999,PASS
primary_common,primary_common__r02_f03,max_depth_expected_feasibility,max_depth,80,True,1000,1000,107.27058500000001,110.95,114.87975,PASS
primary_common,primary_common__r02_f04,max_depth_random,max_depth,12,True,1000,1000,91.01095000000001,99.27108000000001,194.99558000000002,PASS
primary_common,primary_common__r02_f04,max_depth_random,max_depth,20,True,1000,1000,93.06289,99.27108000000001,173.21152999999998,PASS
primary_common,primary_common__r02_f04,max_depth_random,max_depth,40,True,1000,1000,99.007365,99.27108000000001,147.43721499999998,PASS
primary_common,primary_common__r02_f04,max_depth_random,max_depth,60,True,1000,1000,99.007365,108.601,128.74185,PASS
primary_common,primary_common__r02_f04,max_depth_random,max_depth,80,True,1000,1000,99.26611587500001,108.601,137.0165,PASS
primary_common,primary_common__r02_f04,max_depth_boundary_proximity,max_depth,12,True,1000,1000,91.01095000000001,99.27108000000001,190.8670936249999,PASS
primary_common,primary_common__r02_f04,max_depth_boundary_proximity,max_depth,20,True,1000,1000,97.31784999999999,108.601,182.54145,PASS
primary_common,primary_common__r02_f04,max_depth_boundary_proximity,max_depth,40,True,1000,1000,101.518985,108.601,115.3295,PASS
primary_common,primary_common__r02_f04,max_depth_boundary_proximity,max_depth,60,True,1000,1000,103.30859000000001,108.601,113.80425,PASS
primary_common,primary_common__r02_f04,max_depth_boundary_proximity,max_depth,80,True,1000,1000,104.878405,108.601,113.74160625,PASS
primary_common,primary_common__r02_f04,max_depth_straddle,max_depth,12,True,1000,1000,91.01095000000001,99.27108000000001,190.761235,PASS
primary_common,primary_common__r02_f04,max_depth_straddle,max_depth,20,True,1000,1000,99.16522137500002,108.601,172.62075,PASS
primary_common,primary_common__r02_f04,max_depth_straddle,max_depth,40,True,1000,1000,102.616995,108.601,115.73849999999999,PASS
primary_common,primary_common__r02_f04,max_depth_straddle,max_depth,60,True,1000,1000,103.30859000000001,108.601,115.3295,PASS
primary_common,primary_common__r02_f04,max_depth_straddle,max_depth,80,True,1000,1000,104.878405,108.601,113.74000000000001,PASS
primary_common,primary_common__r02_f04,max_depth_randomized_straddle,max_depth,12,True,1000,1000,91.01095000000001,99.27108000000001,194.99558000000002,PASS
primary_common,primary_common__r02_f04,max_depth_randomized_straddle,max_depth,20,True,1000,1000,95.036735,108.601,185.33145,PASS
primary_common,primary_common__r02_f04,max_depth_randomized_straddle,max_depth,40,True,1000,1000,102.616995,108.601,122.4915037499999,PASS
primary_common,primary_common__r02_f04,max_depth_randomized_straddle,max_depth,60,True,1000,1000,103.30859000000001,108.601,113.80425,PASS
