simulation_id,numeric_simulation_id,huggingface_revision,P,VX,LS,ST,melt_pool_width_selected_primary_scalar_target_m,melt_pool_length_selected_primary_scalar_target_m,melt_pool_depth_below_surface_selected_primary_scalar_target_m,width_target_um,length_target_um,depth_target_um,flag_primary_window_unstable,selected_window_start_row_index,selected_window_end_row_index,selected_window_start_iteration,selected_window_end_iteration,selected_window_start_time_s,selected_window_end_time_s
sim_00206,206,0e859b748fdbc8454f66e58e101e333ac0479d42,180.4231768,0.853402947533,8.92029044014e-05,332.421625378,0.000167258645,0.0004239279,4.6819025e-05,167.258645,423.92789999999997,46.819025,False,58369,70346,58369.0,70346.0,0.001060661,0.001278173
sim_00207,207,0e859b748fdbc8454f66e58e101e333ac0479d42,181.628478787,0.952936233186,6.91719476824e-05,399.362560559,0.000143159445,0.00043848655,5.038592e-05,143.159445,438.48655,50.385920000000006,False,52299,62994,52299.0,62994.0,0.0009504253,0.001144655
sim_00208,208,0e859b748fdbc8454f66e58e101e333ac0479d42,188.623199531,0.253450423389,5.98563054886e-05,373.9812389,0.0002148208,0.000271544,7.0712775e-05,214.82080000000002,271.544,70.71277500000001,False,99440,115599,99440.0,115599.0,0.001806543,0.002100003
sim_00209,209,0e859b748fdbc8454f66e58e101e333ac0479d42,189.966894809,0.644468304217,6.74843907822e-05,388.1301819,0.00016759314,0.0004316813,6.275649e-05,167.59313999999998,431.6813,62.75649,False,77292,93163,77292.0,93163.0,0.001404318,0.001692548
sim_00210,210,0e859b748fdbc8454f66e58e101e333ac0479d42,191.425479448,0.407642571095,6.68635438353e-05,376.486404344,0.000204195,0.0003905658,7.473629500000001e-05,204.195,390.5658,74.73629500000001,False,96786,115599,96786.0,115599.0,0.001758344,0.002100003
sim_00211,211,0e859b748fdbc8454f66e58e101e333ac0479d42,194.299416559,0.806548050335,7.3474496565e-05,381.946978961,0.0001616160599999,0.0004520165999999,5.476627e-05,161.6160599999,452.0165999999,54.766270000000006,False,61752,74434,61752.0,74434.0,0.001122099,0.001352414
sim_00212,212,0e859b748fdbc8454f66e58e101e333ac0479d42,196.499083559,0.373706074139,6.49065899682e-05,353.001345311,0.0002074467,0.00037077355,7.472211e-05,207.4467,370.77355,74.72211,False,97168,115599,97168.0,115599.0,0.001765282,0.002100003
sim_00213,213,0e859b748fdbc8454f66e58e101e333ac0479d42,199.092557979,0.316505824784,5.93128195415e-05,330.512210532,0.0002088789,0.0003263569999999,7.478073e-05,208.8789,326.3569999999,74.78072999999999,False,98051,115599,98051.0,115599.0,0.001781318,0.002100003
sim_00214,214,0e859b748fdbc8454f66e58e101e333ac0479d42,202.623346674,0.47308497906,5.69403778977e-05,355.073751689,0.00018136524,0.0004026010999999,7.871352e-05,181.36524,402.6010999999,78.71352,False,96255,115599,96255.0,115599.0,0.001748701,0.002100003
sim_00215,215,0e859b748fdbc8454f66e58e101e333ac0479d42,205.507001181,0.303336340291,4.80706805647e-05,333.622908766,0.00018688279,0.0002999695,7.4744955e-05,186.88279,299.9695,74.74495499999999,False,98462,115599,98462.0,115599.0,0.001788782,0.002100003
sim_00216,216,0e859b748fdbc8454f66e58e101e333ac0479d42,207.940614893,0.318461267696,7.4904937331e-05,370.987623474,0.00023370905,0.0003549286,7.478965e-05,233.70905000000002,354.9286,74.78965,False,97796,115599,97796.0,115599.0,0.001776687,0.002100003
sim_00217,217,0e859b748fdbc8454f66e58e101e333ac0479d42,210.464738138,0.237113609615,6.46217439158e-05,306.057190902,0.0002296666,0.0002651794,7.08582e-05,229.6666,265.17940000000004,70.85820000000001,False,99743,115599,99743.0,115599.0,0.001812046,0.002100003
sim_00218,218,0e859b748fdbc8454f66e58e101e333ac0479d42,213.87237204,0.329966780459,7.13970627017e-05,390.008507958,0.0002312344999999,0.0003606214,7.872033e-05,231.23449999989998,360.6214,78.72033,False,97639,115599,97639.0,115599.0,0.001773836,0.002100003
sim_00219,219,0e859b748fdbc8454f66e58e101e333ac0479d42,218.352277735,0.662592791038,5.96508880483e-05,307.55260089,0.000159469165,0.0004355851,6.673003e-05,159.469165,435.58509999999995,66.73003,False,75175,90614,75175.0,90614.0,0.001365872,0.001646256
sim_00220,220,0e859b748fdbc8454f66e58e101e333ac0479d42,218.623352015,0.878480487228,8.13012329394e-05,381.006435488,0.00017145637,0.0004920125,5.488171e-05,171.45637,492.01249999999993,54.88171,False,56645,68337,56645.0,68337.0,0.001029352,0.001241688
sim_00221,221,0e859b748fdbc8454f66e58e101e333ac0479d42,222.052357041,0.997941039436,5.29599486117e-05,383.923575745,0.000126775825,0.0004508883,5.783656e-05,126.77582499999998,450.88829999999996,57.83656,False,49951,60152,49951.0,60152.0,0.0009077838,0.001093042
sim_00222,222,0e859b748fdbc8454f66e58e101e333ac0479d42,223.161294482,0.578452940205,4.86833733719e-05,359.100984903,0.00015172511,0.0004302324,8.264709e-05,151.72511,430.2324,82.64709,True,86189,103799,86189.0,103799.0,0.001565895,0.001885706
sim_00223,223,0e859b748fdbc8454f66e58e101e333ac0479d42,225.511353261,0.242923031869,6.38341457094e-05,340.774386379,0.0002323887,0.0002759694,7.468625e-05,232.3887,275.9694,74.68625,False,99531,115599,99531.0,115599.0,0.001808196,0.002100003
sim_00224,224,0e859b748fdbc8454f66e58e101e333ac0479d42,226.648480029,0.577602942666,6.93800013331e-05,342.653362063,0.00018767103,0.0004613197,7.060906e-05,187.67103,461.3197,70.60906,False,86154,103952,86154.0,103952.0,0.001565259,0.001888485
sim_00225,225,0e859b748fdbc8454f66e58e101e333ac0479d42,227.690023792,0.392329282459,7.92871102354e-05,391.94840599,0.0002351710999999,0.0004398377,8.677511e-05,235.17109999989998,439.83770000000004,86.77511,False,96727,115599,96727.0,115599.0,0.001757273,0.002100003
sim_00226,226,0e859b748fdbc8454f66e58e101e333ac0479d42,228.907235932,0.414638318501,7.95917332413e-05,340.25610662,0.00022877005,0.0004501215,8.2768745e-05,228.77005,450.1215,82.768745,False,96504,115599,96504.0,115599.0,0.001753223,0.002100003
sim_00227,227,0e859b748fdbc8454f66e58e101e333ac0479d42,234.345987256,0.872091919433,7.00578367301e-05,333.182550298,0.00015900522,0.0004865945,5.883496e-05,159.00522,486.5945,58.83496,False,57071,68837,57071.0,68837.0,0.001037089,0.001250769
sim_00228,228,0e859b748fdbc8454f66e58e101e333ac0479d42,235.890696826,0.62852965691,7.09715556056e-05,349.581827429,0.000183330905,0.0004813407999999,7.0885e-05,183.330905,481.3407999999,70.88499999999999,False,79157,95526,79157.0,95526.0,0.001438188,0.001735462
sim_00229,229,0e859b748fdbc8454f66e58e101e333ac0479d42,236.206080041,0.584146530445,8.43378292301e-05,319.849522294,0.0002048244,0.0004960947,7.073368e-05,204.8244,496.0947,70.73367999999999,False,85091,102787,85091.0,102787.0,0.001545954,0.001867327
sim_00230,230,0e859b748fdbc8454f66e58e101e333ac0479d42,240.318887809,0.361018894241,4.85509578057e-05,398.513006139,0.00019084322,0.0003772146499999,9.4365085e-05,190.84322,377.2146499999,94.365085,False,97454,115599,97454.0,115599.0,0.001770476,0.002100003
sim_00231,231,0e859b748fdbc8454f66e58e101e333ac0479d42,243.325077963,0.998321353283,5.70160449472e-05,337.156153016,0.0001312863399999,0.0005207354999999,5.881433e-05,131.2863399999,520.7354999999001,58.81433,False,49899,60129,49899.0,60129.0,0.0009068394,0.001092624
sim_00232,232,0e859b748fdbc8454f66e58e101e333ac0479d42,246.298220115,0.718479932945,4.8795144948e-05,311.768373355,0.00014321159,0.00042925925,7.0584725e-05,143.21159,429.25925,70.584725,False,69380,83563,69380.0,83563.0,0.00126063,0.001518204
sim_00233,233,0e859b748fdbc8454f66e58e101e333ac0479d42,246.882256304,0.912145169038,8.52944569156e-05,321.903093968,0.00017498355,0.0005249917,5.866828e-05,174.98355,524.9916999999999,58.66828,False,54511,65813,54511.0,65813.0,0.0009905971,0.00119585
sim_00234,234,0e859b748fdbc8454f66e58e101e333ac0479d42,76.6986127633,0.686212461643,6.4052091323e-05,393.159111444,0.00011872939,0.0002197644999999,2.657544e-05,118.72939,219.76449999989998,26.57544,False,72936,87494,72936.0,87494.0,0.00132521,0.001589594
sim_00235,235,0e859b748fdbc8454f66e58e101e333ac0479d42,78.6311637963,0.75889512334,7.24228839444e-05,395.823418581,0.000117789355,0.0002225017999999,2.2797205e-05,117.789355,222.5017999999,22.797204999999998,False,65983,79110,65983.0,79110.0,0.001198938,0.001437334
sim_00236,236,0e859b748fdbc8454f66e58e101e333ac0479d42,80.5741190929,0.403249617425,8.97039861056e-05,397.637850573,0.00017428882,0.00025134715,2.691556e-05,174.28882000000002,251.34715000000003,26.91556,False,97490,115599,97490.0,115599.0,0.00177113,0.002100003
sim_00237,237,0e859b748fdbc8454f66e58e101e333ac0479d42,91.4898167395,0.477122889388,7.769973149e-05,351.010780102,0.0001593701499999,0.0002590113,3.361417e-05,159.37014999989998,259.0113,33.61417,False,96581,115599,96581.0,115599.0,0.001754622,0.002100003
sim_00238,238,0e859b748fdbc8454f66e58e101e333ac0479d42,92.2921456709,0.425581954559,4.53091383738e-05,356.588229582,0.0001357975599999,0.0002432096499999,4.6218185e-05,135.7975599999,243.2096499999,46.218185000000005,False,97064,115599,97064.0,115599.0,0.001763393,0.002100003
sim_00239,239,0e859b748fdbc8454f66e58e101e333ac0479d42,92.9578294978,0.909619863772,6.47386544357e-05,309.507384821,0.00010940482,0.0002482754,2.682148e-05,109.40482,248.2754,26.821479999999998,False,54988,65996,54988.0,65996.0,0.0009992598,0.001199174
sim_00240,240,0e859b748fdbc8454f66e58e101e333ac0479d42,93.7392388905,0.76284290369,5.63100861802e-05,349.958485388,0.0001165372799999,0.0002553211,3.3256665e-05,116.53727999990001,255.3211,33.256665,False,65538,78701,65538.0,78701.0,0.001190856,0.001429907
sim_00241,241,0e859b748fdbc8454f66e58e101e333ac0479d42,97.5646849269,0.800614374072,8.74302358335e-05,345.052442693,0.00012520533,0.0002647064,2.285191e-05,125.20532999999999,264.7064,22.85191,False,62512,74986,62512.0,74986.0,0.001135902,0.001362439
sim_00242,242,0e859b748fdbc8454f66e58e101e333ac0479d42,97.9405338961,0.913267755474,7.48831340213e-05,390.809181728,0.00011381926,0.0002801191999999,2.684932e-05,113.81926,280.1191999999,26.84932,False,54768,65732,54768.0,65732.0,0.0009952644,0.001194379
