target,target_label,target_unit,grid_index,P,VX,predicted_mean,predictive_std,nearest_training_distance_standardized,inside_pairwise_convex_hull,within_observed_support,plot_value_masked_outside_support,reference_LS,reference_ST,model_configuration,training_sample_size,interpretive_fit_not_out_of_sample_evaluation
depth,T0 penetration depth,um,541,264.78412018673333,0.649181539869,85.76610462473178,22.298944083169385,0.7793675087638432,True,True,85.76610462473178,56.179604265950005,335.460786154,matern32_no_nugget,40,True
depth,T0 penetration depth,um,542,276.34526116300003,0.649181539869,90.42127889028322,22.844516360491173,0.747525626400701,True,True,90.42127889028322,56.179604265950005,335.460786154,matern32_no_nugget,40,True
depth,T0 penetration depth,um,543,287.9064021392667,0.649181539869,95.64813063490811,23.284242646271984,0.7316084275361672,True,True,95.64813063490811,56.179604265950005,335.460786154,matern32_no_nugget,40,True
depth,T0 penetration depth,um,544,299.4675431155333,0.649181539869,101.47923732332757,23.715403829314063,0.7326545578001324,True,True,101.47923732332757,56.179604265950005,335.460786154,matern32_no_nugget,40,True
depth,T0 penetration depth,um,545,311.0286840918,0.649181539869,107.90285960524068,24.213316950230922,0.7505930932241877,True,True,107.90285960524068,56.179604265950005,335.460786154,matern32_no_nugget,40,True
depth,T0 penetration depth,um,546,322.5898250680667,0.649181539869,114.8598754549406,24.815052407923577,0.7842657475840584,True,True,114.8598754549406,56.179604265950005,335.460786154,matern32_no_nugget,40,True
depth,T0 penetration depth,um,547,334.15096604433336,0.649181539869,122.24660200054416,25.520963206207284,0.8317637974680622,True,True,122.24660200054416,56.179604265950005,335.460786154,matern32_no_nugget,40,True
depth,T0 penetration depth,um,548,345.7121070206,0.649181539869,129.92156224095152,26.30839117925661,0.8908786378798083,True,True,129.92156224095152,56.179604265950005,335.460786154,matern32_no_nugget,40,True
depth,T0 penetration depth,um,549,357.27324799686664,0.649181539869,137.71391898349293,27.14745631986196,0.9594654557564097,True,True,137.71391898349293,56.179604265950005,335.460786154,matern32_no_nugget,40,True
depth,T0 penetration depth,um,550,368.83438897313334,0.649181539869,145.43246892739103,28.012251007750095,1.0356440773047033,True,True,145.43246892739103,56.179604265950005,335.460786154,matern32_no_nugget,40,True
depth,T0 penetration depth,um,551,380.3955299494,0.649181539869,152.8753755244349,28.886262898112058,1.1178635111810145,True,True,152.8753755244349,56.179604265950005,335.460786154,matern32_no_nugget,40,True
depth,T0 penetration depth,um,552,391.9566709256667,0.649181539869,159.84131428412454,29.763762522736425,1.0923551794222028,True,True,159.84131428412454,56.179604265950005,335.460786154,matern32_no_nugget,40,True
depth,T0 penetration depth,um,553,403.5178119019333,0.649181539869,166.14231006565754,30.648998058314557,1.0543438844887938,True,True,166.14231006565754,56.179604265950005,335.460786154,matern32_no_nugget,40,True
depth,T0 penetration depth,um,554,415.0789528782,0.649181539869,171.61755166195232,31.554090912893685,1.027189221231661,True,True,171.61755166195232,56.179604265950005,335.460786154,matern32_no_nugget,40,True
depth,T0 penetration depth,um,555,426.64009385446667,0.649181539869,176.14630248926974,32.49586834573295,1.011765707255032,True,True,176.14630248926974,56.179604265950005,335.460786154,matern32_no_nugget,40,True
depth,T0 penetration depth,um,556,438.20123483073337,0.649181539869,179.65724906806147,33.491888099587634,1.0086116582943236,True,True,179.65724906806147,56.179604265950005,335.460786154,matern32_no_nugget,40,True
depth,T0 penetration depth,um,557,449.762375807,0.649181539869,182.13183810144855,34.55631744850322,1.017841141251599,False,False,,56.179604265950005,335.460786154,matern32_no_nugget,40,True
depth,T0 penetration depth,um,558,102.928146519,0.675392767946,45.73437346092394,18.250445377578128,0.4681679221089631,False,False,,56.179604265950005,335.460786154,matern32_no_nugget,40,True
depth,T0 penetration depth,um,559,114.48928749526667,0.675392767946,46.92135676230032,15.055019019571665,0.3651178398752811,True,True,46.92135676230032,56.179604265950005,335.460786154,matern32_no_nugget,40,True
depth,T0 penetration depth,um,560,126.05042847153334,0.675392767946,48.52819625017394,11.799238904381358,0.26928860244306735,True,True,48.52819625017394,56.179604265950005,335.460786154,matern32_no_nugget,40,True
depth,T0 penetration depth,um,561,137.61156944779998,0.675392767946,50.498772056429026,8.913325517488003,0.19182582340099835,True,True,50.498772056429026,56.179604265950005,335.460786154,matern32_no_nugget,40,True
depth,T0 penetration depth,um,562,149.17271042406668,0.675392767946,52.75920213948129,7.608232014063062,0.1617201977131591,True,True,52.75920213948129,56.179604265950005,335.460786154,matern32_no_nugget,40,True
depth,T0 penetration depth,um,563,160.73385140033332,0.675392767946,55.232544144973375,8.706589263422224,0.2014576354484417,True,True,55.232544144973375,56.179604265950005,335.460786154,matern32_no_nugget,40,True
depth,T0 penetration depth,um,564,172.2949923766,0.675392767946,57.85272214738653,10.921473979715751,0.28300603548290776,True,True,57.85272214738653,56.179604265950005,335.460786154,matern32_no_nugget,40,True
depth,T0 penetration depth,um,565,183.85613335286666,0.675392767946,60.566155649355906,13.146112672374526,0.38036184622831215,True,True,60.566155649355906,56.179604265950005,335.460786154,matern32_no_nugget,40,True
depth,T0 penetration depth,um,566,195.41727432913333,0.675392767946,63.33516588195302,15.11733238323052,0.4840798825812215,True,True,63.33516588195302,56.179604265950005,335.460786154,matern32_no_nugget,40,True
depth,T0 penetration depth,um,567,206.9784153054,0.675392767946,66.14648074058252,16.877460882155322,0.5262030048462715,True,True,66.14648074058252,56.179604265950005,335.460786154,matern32_no_nugget,40,True
depth,T0 penetration depth,um,568,218.53955628166668,0.675392767946,69.0183421067488,18.492901233847636,0.545884767899312,True,True,69.0183421067488,56.179604265950005,335.460786154,matern32_no_nugget,40,True
