experiment_name,P,VX,LS,ST,observed_depth_um,primary_absolute_depth_error_um,primary_depth_error_rank,nearest_neighbor_distance_standardized,median_3nn_distance_standardized,median_5nn_distance_standardized,local_5nn_depth_std_um,local_5nn_depth_range_um,consensus_hard_case
P-413p458184039_VX-0p35207482727_LS-4p49853708666e-05_ST-303p358380963_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p37019753455e-05_H-ff013f97fe,413.458184039,0.35207482727,44.9853708666,303.358380963,300.06730000000005,7.792936581431093,57,0.5939061073375779,0.9238404111673517,1.0121380595679563,43.455884528688976,117.27855,False
P-420p548248194_VX-0p890019823061_LS-4p2728397196e-05_ST-342p58191385_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p42023950256e-06_H-39de960155,420.548248194,0.890019823061,42.728397196,342.58191385,86.40669,2.15810714253972,124,0.5235196750627532,0.6899020560017486,0.7028114465928091,2.336639980420608,4.624770000000012,False
P-422p617573631_VX-0p52186874631_LS-4p33544604908e-05_ST-334p849986924_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-9p24393468113e-06_H-eac21b41c2,422.617573631,0.52186874631,43.3544604908,334.849986924,234.8536,60.19627330030724,7,0.4827021221751775,0.6794006671119133,0.6993180439381835,57.689740409361356,129.13665,True
P-423p354289604_VX-0p98992750487_LS-4p35270321082e-05_ST-379p923005206_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-4p87320594618e-06_H-4d45e0bf17,423.354289604,0.98992750487,43.5270321082,379.923005206,74.74561,0.4233783630412802,148,0.267887586378544,0.39362235504833065,0.6921234543143112,6.5548526301412755,16.055239999999998,False
P-426p513929333_VX-0p671876042338_LS-4p21074124626e-05_ST-335p829973615_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p18007533983e-06_H-ff013f97fe,426.513929333,0.671876042338,42.1074124626,335.829973615,172.31650000000002,10.555232388640375,50,0.28767441020915757,0.3185259256367211,0.34332382041559917,37.870330688772704,76.6773,False
P-429p223744451_VX-0p993777087019_LS-4p49939505126e-05_ST-337p477091824_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-4p8543286679e-06_H-c87ffcf9e3,429.223744451,0.993777087019,44.9939505126,337.477091824,77.89432,5.0459245459172735,77,0.44187990239516095,0.5235196750627532,0.7232655192771129,2.796716997173649,7.908519999999996,False
P-433p517899565_VX-0p4209966739_LS-4p21798941345e-05_ST-396p810205947_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p1458809302e-05_H-204261a8b1,433.517899565,0.4209966739,42.1798941345,396.810205947,300.4357,12.88617020892974,44,0.40098508835658125,0.7201359309147025,0.7282935273783556,46.321742155188325,88.22200000000001,False
P-435p358668153_VX-0p616312825798_LS-4p12302442682e-05_ST-330p720611029_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p82738960003e-06_H-4dbd940f3b,435.358668153,0.616312825798,41.2302442682,330.720611029,244.2168,43.88261851562086,10,0.3185259256367211,0.4753854659079404,0.4827021221751775,28.56808303501479,67.3141,True
P-438p134561959_VX-0p25154969533_LS-4p05773405909e-05_ST-340p985774893_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p91776046347e-05_H-dfeedce527,438.134561959,0.25154969533,40.5773405909,340.985774893,300.0219,61.42727926182136,6,0.3280067796708878,0.6655961727825167,0.7623795147588351,85.92500830827007,204.05658,True
P-440p884222701_VX-0p405879510898_LS-4p4918885946e-05_ST-386p365641032_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p18855977537e-05_H-410a3c6302,440.884222701,0.405879510898,44.918885946,386.365641032,300.40695,5.147324331528523,76,0.40098508835658125,0.7209314619856503,0.818477474530419,39.0664225281859,88.34495000000001,False
P-441p843471056_VX-0p982124766198_LS-4p09875344609e-05_ST-327p495507906_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-4p91192236368e-06_H-f55fc58583,441.843471056,0.982124766198,40.9875344609,327.495507906,78.49817,10.158564970277553,52,0.44187990239516095,0.6423471447074315,0.6899020560017486,3.0171813558319642,8.512370000000004,False
P-445p244311553_VX-0p680564934933_LS-4p06442633709e-05_ST-341p721757622_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p0884060512e-06_H-c87ffcf9e3,445.244311553,0.680564934933,40.6442633709,341.721757622,172.47639999999998,5.973043117020666,68,0.28767441020915757,0.4679301301674316,0.4753854659079404,63.44492567311132,157.81011,False
P-446p579563616_VX-0p74347743801_LS-4p27116473193e-05_ST-393p115972114_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p48859044859e-06_H-4a563c0a8f,446.579563616,0.74347743801,42.7116473193,393.115972114,150.2361,21.04263626602045,28,0.6297769559352098,0.6679130904914917,0.838964621057466,53.366666902957974,129.58816,False
P-446p862811862_VX-0p39827443832_LS-4p33402817419e-05_ST-361p067570798_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p21125539047e-05_H-4b0ba6b8ba,446.862811862,0.39827443832,43.3402817419,361.067570798,300.5299,26.366042056831304,21,0.638235440987702,0.6847599312581977,0.8146128371960791,33.138665920692254,76.65465,True
P-447p413798058_VX-0p91078629156_LS-5p3177056457e-05_ST-328p907838563_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p29665482201e-06_H-1553ff852f,447.413798058,0.91078629156,53.177056457,328.907838563,82.59582999999999,2.604082746468137,113,0.7320571458596135,0.8602169446314353,0.8647401364117897,3.4672311304151626,8.512370000000004,False
P-449p184068185_VX-0p980953819102_LS-4p30284180995e-05_ST-381p816740361_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-4p91778563789e-06_H-c87ffcf9e3,449.184068185,0.980953819102,43.0284180995,381.816740361,78.60552000000001,3.469562992215714,94,0.267887586378544,0.5743146983377967,0.8768081880099673,6.879758432261993,16.055239999999998,False
P-449p762375807_VX-0p721910835583_LS-4p02949716673e-05_ST-312p266645761_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p68243273994e-06_H-c87ffcf9e3,449.762375807,0.721910835583,40.2949716673,312.266645761,172.24105000000003,2.3199980082575564,121,0.7747898338920289,0.7871224802142167,0.8500556022961987,51.80998250133578,145.87824,False
