effect,budget,subset,metric,mean,ci_lower,ci_upper
INT,60,B1_q20,false_negative,0.25,0.09000000000000001,0.41000000000000003
INT,60,B1_q20,false_positive,-0.16999999999999998,-0.2800000000000001,-0.04000000000000002
INT,60,B1_q20,keyhole_recall,-0.03995634920634921,-0.06810357142857142,-0.012844146825396837
INT,60,B1_q30,accuracy,0.0027999999999999917,-0.006000000000000014,0.01239999999999999
INT,60,B1_q30,balanced_accuracy,-0.004692271286505032,-0.015622980782225166,0.007007948940142246
INT,60,B1_q30,conduction_recall,0.01732649638802889,0.007319367198633843,0.026588360760971062
INT,60,B1_q30,false_negative,0.21000000000000005,0.06,0.37
INT,60,B1_q30,false_positive,-0.28,-0.44000000000000006,-0.12
INT,60,B1_q30,keyhole_recall,-0.026711038961038956,-0.04739959415584415,-0.006614664502164511
INT,60,full81,accuracy,0.001604938271604862,-0.001237654320987755,0.00469135802469129
INT,60,full81,balanced_accuracy,-0.004065516572979234,-0.0098906264133876,0.0017020554694062466
INT,60,full81,conduction_recall,0.00482134780642233,0.002254635911352232,0.007254635911352223
INT,60,full81,false_negative,0.19,0.02999999999999999,0.36
INT,60,full81,false_positive,-0.32,-0.48999999999999994,-0.15
INT,60,full81,keyhole_recall,-0.012952380952380988,-0.024523809523809555,-0.001761904761904782
INT,80,B1_q20,accuracy,0.004705882352941138,-0.0023529411764706175,0.011176470588235256
INT,80,B1_q20,balanced_accuracy,0.0020040792540792626,-0.0067654477466977305,0.01123146194083696
INT,80,B1_q20,conduction_recall,0.0155359362859363,0.004559280303030313,0.027626544289044305
INT,80,B1_q20,false_negative,0.08,-0.030000000000000006,0.19
INT,80,B1_q20,false_positive,-0.15999999999999998,-0.28,-0.05
INT,80,B1_q20,keyhole_recall,-0.01152777777777778,-0.03094444444444444,0.007485218253968236
INT,80,B1_q30,accuracy,-1.0876716194374581e-17,-0.004800000000000004,0.004799999999999983
INT,80,B1_q30,balanced_accuracy,-0.00385126781972757,-0.009220274596082453,0.0016741254037500283
INT,80,B1_q30,conduction_recall,0.009417594230674727,0.00116495405179615,0.018232936047225902
INT,80,B1_q30,false_negative,0.15,0.06,0.25
INT,80,B1_q30,false_positive,-0.15,-0.29,-0.019999999999999997
INT,80,B1_q30,keyhole_recall,-0.017120129870129872,-0.02964502164502165,-0.004469841269841263
INT,80,full81,accuracy,0.0001234567901233906,-0.0013580246913580797,0.0014814814814814348
INT,80,full81,balanced_accuracy,-0.0040304968663177265,-0.006857447341215974,-0.0012339342249789447
INT,80,full81,conduction_recall,0.002415196743554852,0.0004545454545453598,0.004520578923563886
INT,80,full81,false_negative,0.15,0.06,0.24000000000000005
INT,80,full81,false_positive,-0.15999999999999998,-0.29999999999999993,-0.029999999999999992
INT,80,full81,keyhole_recall,-0.010476190476190528,-0.016857142857142897,-0.0041428571428571885
