policy,run_id,repeat,fold,budget,h_separable,adaptive_switch_budget,switched_by_budget
P0_M3_MARGIN_B16,w85__r122_f01,122,1,40,False,,False
P0_M3_MARGIN_B16,w85__r122_f02,122,2,16,True,,False
P0_M3_MARGIN_B16,w85__r122_f02,122,2,20,False,,False
P0_M3_MARGIN_B16,w85__r122_f02,122,2,24,False,,False
P0_M3_MARGIN_B16,w85__r122_f02,122,2,32,False,,False
P0_M3_MARGIN_B16,w85__r122_f02,122,2,40,False,,False
P0_M3_MARGIN_B16,w85__r122_f03,122,3,16,False,,False
P0_M3_MARGIN_B16,w85__r122_f03,122,3,20,False,,False
P0_M3_MARGIN_B16,w85__r122_f03,122,3,24,False,,False
P0_M3_MARGIN_B16,w85__r122_f03,122,3,32,False,,False
P0_M3_MARGIN_B16,w85__r122_f03,122,3,40,False,,False
P0_M3_MARGIN_B16,w85__r122_f04,122,4,16,False,,False
P0_M3_MARGIN_B16,w85__r122_f04,122,4,20,False,,False
P0_M3_MARGIN_B16,w85__r122_f04,122,4,24,False,,False
P0_M3_MARGIN_B16,w85__r122_f04,122,4,32,False,,False
P0_M3_MARGIN_B16,w85__r122_f04,122,4,40,False,,False
P0_M3_MARGIN_B16,w85__r122_f05,122,5,16,True,,False
P0_M3_MARGIN_B16,w85__r122_f05,122,5,20,False,,False
P0_M3_MARGIN_B16,w85__r122_f05,122,5,24,False,,False
P0_M3_MARGIN_B16,w85__r122_f05,122,5,32,False,,False
P0_M3_MARGIN_B16,w85__r122_f05,122,5,40,False,,False
P0_M3_MARGIN_B16,w85__r123_f01,123,1,16,False,,False
P0_M3_MARGIN_B16,w85__r123_f01,123,1,20,False,,False
P0_M3_MARGIN_B16,w85__r123_f01,123,1,24,False,,False
P0_M3_MARGIN_B16,w85__r123_f01,123,1,32,False,,False
P0_M3_MARGIN_B16,w85__r123_f01,123,1,40,False,,False
P0_M3_MARGIN_B16,w85__r123_f02,123,2,16,False,,False
P0_M3_MARGIN_B16,w85__r123_f02,123,2,20,False,,False
P0_M3_MARGIN_B16,w85__r123_f02,123,2,24,False,,False
P0_M3_MARGIN_B16,w85__r123_f02,123,2,32,False,,False
P0_M3_MARGIN_B16,w85__r123_f02,123,2,40,False,,False
P0_M3_MARGIN_B16,w85__r123_f03,123,3,16,False,,False
P0_M3_MARGIN_B16,w85__r123_f03,123,3,20,False,,False
P0_M3_MARGIN_B16,w85__r123_f03,123,3,24,False,,False
P0_M3_MARGIN_B16,w85__r123_f03,123,3,32,False,,False
P0_M3_MARGIN_B16,w85__r123_f03,123,3,40,False,,False
P0_M3_MARGIN_B16,w85__r123_f04,123,4,16,False,,False
P0_M3_MARGIN_B16,w85__r123_f04,123,4,20,False,,False
P0_M3_MARGIN_B16,w85__r123_f04,123,4,24,False,,False
P0_M3_MARGIN_B16,w85__r123_f04,123,4,32,False,,False
P0_M3_MARGIN_B16,w85__r123_f04,123,4,40,False,,False
P0_M3_MARGIN_B16,w85__r123_f05,123,5,16,True,,False
P0_M3_MARGIN_B16,w85__r123_f05,123,5,20,True,,False
P0_M3_MARGIN_B16,w85__r123_f05,123,5,24,False,,False
P0_M3_MARGIN_B16,w85__r123_f05,123,5,32,False,,False
P0_M3_MARGIN_B16,w85__r123_f05,123,5,40,False,,False
P0_M3_MARGIN_B16,w85__r124_f01,124,1,16,False,,False
P0_M3_MARGIN_B16,w85__r124_f01,124,1,20,False,,False
P0_M3_MARGIN_B16,w85__r124_f01,124,1,24,False,,False
P0_M3_MARGIN_B16,w85__r124_f01,124,1,32,False,,False
P0_M3_MARGIN_B16,w85__r124_f01,124,1,40,False,,False
P0_M3_MARGIN_B16,w85__r124_f02,124,2,16,True,,False
P0_M3_MARGIN_B16,w85__r124_f02,124,2,20,True,,False
P0_M3_MARGIN_B16,w85__r124_f02,124,2,24,False,,False
P0_M3_MARGIN_B16,w85__r124_f02,124,2,32,False,,False
P0_M3_MARGIN_B16,w85__r124_f02,124,2,40,False,,False
P0_M3_MARGIN_B16,w85__r124_f03,124,3,16,False,,False
P0_M3_MARGIN_B16,w85__r124_f03,124,3,20,False,,False
P0_M3_MARGIN_B16,w85__r124_f03,124,3,24,False,,False
P0_M3_MARGIN_B16,w85__r124_f03,124,3,32,False,,False
P0_M3_MARGIN_B16,w85__r124_f03,124,3,40,False,,False
P0_M3_MARGIN_B16,w85__r124_f04,124,4,16,False,,False
P0_M3_MARGIN_B16,w85__r124_f04,124,4,20,False,,False
P0_M3_MARGIN_B16,w85__r124_f04,124,4,24,False,,False
P0_M3_MARGIN_B16,w85__r124_f04,124,4,32,False,,False
P0_M3_MARGIN_B16,w85__r124_f04,124,4,40,False,,False
P0_M3_MARGIN_B16,w85__r124_f05,124,5,16,False,,False
P0_M3_MARGIN_B16,w85__r124_f05,124,5,20,False,,False
P0_M3_MARGIN_B16,w85__r124_f05,124,5,24,False,,False
P0_M3_MARGIN_B16,w85__r124_f05,124,5,32,False,,False
P0_M3_MARGIN_B16,w85__r124_f05,124,5,40,False,,False
P0_M3_MARGIN_B16,w85__r125_f01,125,1,16,True,,False
P0_M3_MARGIN_B16,w85__r125_f01,125,1,20,True,,False
P0_M3_MARGIN_B16,w85__r125_f01,125,1,24,False,,False
P0_M3_MARGIN_B16,w85__r125_f01,125,1,32,False,,False
P0_M3_MARGIN_B16,w85__r125_f01,125,1,40,False,,False
P0_M3_MARGIN_B16,w85__r125_f02,125,2,16,False,,False
P0_M3_MARGIN_B16,w85__r125_f02,125,2,20,False,,False
P0_M3_MARGIN_B16,w85__r125_f02,125,2,24,False,,False
P0_M3_MARGIN_B16,w85__r125_f02,125,2,32,False,,False
P0_M3_MARGIN_B16,w85__r125_f02,125,2,40,False,,False
P0_M3_MARGIN_B16,w85__r125_f03,125,3,16,False,,False
P0_M3_MARGIN_B16,w85__r125_f03,125,3,20,False,,False
P0_M3_MARGIN_B16,w85__r125_f03,125,3,24,False,,False
P0_M3_MARGIN_B16,w85__r125_f03,125,3,32,False,,False
P0_M3_MARGIN_B16,w85__r125_f03,125,3,40,False,,False
P0_M3_MARGIN_B16,w85__r125_f04,125,4,16,True,,False
P0_M3_MARGIN_B16,w85__r125_f04,125,4,20,False,,False
P0_M3_MARGIN_B16,w85__r125_f04,125,4,24,False,,False
P0_M3_MARGIN_B16,w85__r125_f04,125,4,32,False,,False
P0_M3_MARGIN_B16,w85__r125_f04,125,4,40,False,,False
P0_M3_MARGIN_B16,w85__r125_f05,125,5,16,False,,False
P0_M3_MARGIN_B16,w85__r125_f05,125,5,20,False,,False
P0_M3_MARGIN_B16,w85__r125_f05,125,5,24,False,,False
P0_M3_MARGIN_B16,w85__r125_f05,125,5,32,False,,False
P0_M3_MARGIN_B16,w85__r125_f05,125,5,40,False,,False
P0_M3_MARGIN_B16,w85__r126_f01,126,1,16,True,,False
P0_M3_MARGIN_B16,w85__r126_f01,126,1,20,True,,False
P0_M3_MARGIN_B16,w85__r126_f01,126,1,24,False,,False
P0_M3_MARGIN_B16,w85__r126_f01,126,1,32,False,,False
P0_M3_MARGIN_B16,w85__r126_f01,126,1,40,False,,False
P0_M3_MARGIN_B16,w85__r126_f02,126,2,16,False,,False
P0_M3_MARGIN_B16,w85__r126_f02,126,2,20,False,,False
P0_M3_MARGIN_B16,w85__r126_f02,126,2,24,False,,False
P0_M3_MARGIN_B16,w85__r126_f02,126,2,32,False,,False
P0_M3_MARGIN_B16,w85__r126_f02,126,2,40,False,,False
P0_M3_MARGIN_B16,w85__r126_f03,126,3,16,False,,False
P0_M3_MARGIN_B16,w85__r126_f03,126,3,20,False,,False
P0_M3_MARGIN_B16,w85__r126_f03,126,3,24,False,,False
P0_M3_MARGIN_B16,w85__r126_f03,126,3,32,False,,False
P0_M3_MARGIN_B16,w85__r126_f03,126,3,40,False,,False
P0_M3_MARGIN_B16,w85__r126_f04,126,4,16,True,,False
P0_M3_MARGIN_B16,w85__r126_f04,126,4,20,True,,False
P0_M3_MARGIN_B16,w85__r126_f04,126,4,24,True,,False
P0_M3_MARGIN_B16,w85__r126_f04,126,4,32,False,,False
P0_M3_MARGIN_B16,w85__r126_f04,126,4,40,False,,False
P0_M3_MARGIN_B16,w85__r126_f05,126,5,16,True,,False
P0_M3_MARGIN_B16,w85__r126_f05,126,5,20,False,,False
P0_M3_MARGIN_B16,w85__r126_f05,126,5,24,False,,False
P0_M3_MARGIN_B16,w85__r126_f05,126,5,32,False,,False
P0_M3_MARGIN_B16,w85__r126_f05,126,5,40,False,,False
P0_M3_MARGIN_B16,w85__r127_f01,127,1,16,False,,False
P0_M3_MARGIN_B16,w85__r127_f01,127,1,20,False,,False
P0_M3_MARGIN_B16,w85__r127_f01,127,1,24,False,,False
P0_M3_MARGIN_B16,w85__r127_f01,127,1,32,False,,False
P0_M3_MARGIN_B16,w85__r127_f01,127,1,40,False,,False
P0_M3_MARGIN_B16,w85__r127_f02,127,2,16,False,,False
P0_M3_MARGIN_B16,w85__r127_f02,127,2,20,False,,False
P0_M3_MARGIN_B16,w85__r127_f02,127,2,24,False,,False
P0_M3_MARGIN_B16,w85__r127_f02,127,2,32,False,,False
P0_M3_MARGIN_B16,w85__r127_f02,127,2,40,False,,False
P0_M3_MARGIN_B16,w85__r127_f03,127,3,16,True,,False
P0_M3_MARGIN_B16,w85__r127_f03,127,3,20,True,,False
P0_M3_MARGIN_B16,w85__r127_f03,127,3,24,True,,False
P0_M3_MARGIN_B16,w85__r127_f03,127,3,32,False,,False
P0_M3_MARGIN_B16,w85__r127_f03,127,3,40,False,,False
P0_M3_MARGIN_B16,w85__r127_f04,127,4,16,False,,False
P0_M3_MARGIN_B16,w85__r127_f04,127,4,20,False,,False
P0_M3_MARGIN_B16,w85__r127_f04,127,4,24,False,,False
P0_M3_MARGIN_B16,w85__r127_f04,127,4,32,False,,False
P0_M3_MARGIN_B16,w85__r127_f04,127,4,40,False,,False
P0_M3_MARGIN_B16,w85__r127_f05,127,5,16,True,,False
P0_M3_MARGIN_B16,w85__r127_f05,127,5,20,False,,False
P0_M3_MARGIN_B16,w85__r127_f05,127,5,24,False,,False
P0_M3_MARGIN_B16,w85__r127_f05,127,5,32,False,,False
P0_M3_MARGIN_B16,w85__r127_f05,127,5,40,False,,False
P0_M3_MARGIN_B16,w85__r128_f01,128,1,16,True,,False
P0_M3_MARGIN_B16,w85__r128_f01,128,1,20,False,,False
P0_M3_MARGIN_B16,w85__r128_f01,128,1,24,False,,False
P0_M3_MARGIN_B16,w85__r128_f01,128,1,32,False,,False
P0_M3_MARGIN_B16,w85__r128_f01,128,1,40,False,,False
P0_M3_MARGIN_B16,w85__r128_f02,128,2,16,False,,False
P0_M3_MARGIN_B16,w85__r128_f02,128,2,20,False,,False
P0_M3_MARGIN_B16,w85__r128_f02,128,2,24,False,,False
P0_M3_MARGIN_B16,w85__r128_f02,128,2,32,False,,False
P0_M3_MARGIN_B16,w85__r128_f02,128,2,40,False,,False
P0_M3_MARGIN_B16,w85__r128_f03,128,3,16,True,,False
P0_M3_MARGIN_B16,w85__r128_f03,128,3,20,True,,False
P0_M3_MARGIN_B16,w85__r128_f03,128,3,24,False,,False
P0_M3_MARGIN_B16,w85__r128_f03,128,3,32,False,,False
P0_M3_MARGIN_B16,w85__r128_f03,128,3,40,False,,False
P0_M3_MARGIN_B16,w85__r128_f04,128,4,16,False,,False
P0_M3_MARGIN_B16,w85__r128_f04,128,4,20,False,,False
P0_M3_MARGIN_B16,w85__r128_f04,128,4,24,False,,False
P0_M3_MARGIN_B16,w85__r128_f04,128,4,32,False,,False
P0_M3_MARGIN_B16,w85__r128_f04,128,4,40,False,,False
P0_M3_MARGIN_B16,w85__r128_f05,128,5,16,False,,False
P0_M3_MARGIN_B16,w85__r128_f05,128,5,20,False,,False
P0_M3_MARGIN_B16,w85__r128_f05,128,5,24,False,,False
P0_M3_MARGIN_B16,w85__r128_f05,128,5,32,False,,False
P0_M3_MARGIN_B16,w85__r128_f05,128,5,40,False,,False
P0_M3_MARGIN_B16,w85__r129_f01,129,1,16,True,,False
P0_M3_MARGIN_B16,w85__r129_f01,129,1,20,False,,False
P0_M3_MARGIN_B16,w85__r129_f01,129,1,24,False,,False
P0_M3_MARGIN_B16,w85__r129_f01,129,1,32,False,,False
P0_M3_MARGIN_B16,w85__r129_f01,129,1,40,False,,False
P0_M3_MARGIN_B16,w85__r129_f02,129,2,16,False,,False
P0_M3_MARGIN_B16,w85__r129_f02,129,2,20,False,,False
P0_M3_MARGIN_B16,w85__r129_f02,129,2,24,False,,False
P0_M3_MARGIN_B16,w85__r129_f02,129,2,32,False,,False
P0_M3_MARGIN_B16,w85__r129_f02,129,2,40,False,,False
P0_M3_MARGIN_B16,w85__r129_f03,129,3,16,True,,False
P0_M3_MARGIN_B16,w85__r129_f03,129,3,20,True,,False
P0_M3_MARGIN_B16,w85__r129_f03,129,3,24,False,,False
P0_M3_MARGIN_B16,w85__r129_f03,129,3,32,False,,False
P0_M3_MARGIN_B16,w85__r129_f03,129,3,40,False,,False
P0_M3_MARGIN_B16,w85__r129_f04,129,4,16,True,,False
P0_M3_MARGIN_B16,w85__r129_f04,129,4,20,False,,False
P0_M3_MARGIN_B16,w85__r129_f04,129,4,24,False,,False
P0_M3_MARGIN_B16,w85__r129_f04,129,4,32,False,,False
P0_M3_MARGIN_B16,w85__r129_f04,129,4,40,False,,False
P0_M3_MARGIN_B16,w85__r129_f05,129,5,16,True,,False
P0_M3_MARGIN_B16,w85__r129_f05,129,5,20,True,,False
P0_M3_MARGIN_B16,w85__r129_f05,129,5,24,False,,False
P0_M3_MARGIN_B16,w85__r129_f05,129,5,32,False,,False
P0_M3_MARGIN_B16,w85__r129_f05,129,5,40,False,,False
P0_M3_MARGIN_B16,w85__r130_f01,130,1,16,True,,False
P0_M3_MARGIN_B16,w85__r130_f01,130,1,20,True,,False
P0_M3_MARGIN_B16,w85__r130_f01,130,1,24,False,,False
P0_M3_MARGIN_B16,w85__r130_f01,130,1,32,False,,False
P0_M3_MARGIN_B16,w85__r130_f01,130,1,40,False,,False
P0_M3_MARGIN_B16,w85__r130_f02,130,2,16,False,,False
P0_M3_MARGIN_B16,w85__r130_f02,130,2,20,False,,False
P0_M3_MARGIN_B16,w85__r130_f02,130,2,24,False,,False
P0_M3_MARGIN_B16,w85__r130_f02,130,2,32,False,,False
P0_M3_MARGIN_B16,w85__r130_f02,130,2,40,False,,False
P0_M3_MARGIN_B16,w85__r130_f03,130,3,16,True,,False
P0_M3_MARGIN_B16,w85__r130_f03,130,3,20,True,,False
P0_M3_MARGIN_B16,w85__r130_f03,130,3,24,True,,False
P0_M3_MARGIN_B16,w85__r130_f03,130,3,32,False,,False
P0_M3_MARGIN_B16,w85__r130_f03,130,3,40,False,,False
P0_M3_MARGIN_B16,w85__r130_f04,130,4,16,False,,False
P0_M3_MARGIN_B16,w85__r130_f04,130,4,20,False,,False
P0_M3_MARGIN_B16,w85__r130_f04,130,4,24,False,,False
P0_M3_MARGIN_B16,w85__r130_f04,130,4,32,False,,False
P0_M3_MARGIN_B16,w85__r130_f04,130,4,40,False,,False
P0_M3_MARGIN_B16,w85__r130_f05,130,5,16,False,,False
P0_M3_MARGIN_B16,w85__r130_f05,130,5,20,False,,False
P0_M3_MARGIN_B16,w85__r130_f05,130,5,24,False,,False
P0_M3_MARGIN_B16,w85__r130_f05,130,5,32,False,,False
P0_M3_MARGIN_B16,w85__r130_f05,130,5,40,False,,False
P0_M3_MARGIN_B16,w85__r131_f01,131,1,16,True,,False
P0_M3_MARGIN_B16,w85__r131_f01,131,1,20,True,,False
P0_M3_MARGIN_B16,w85__r131_f01,131,1,24,True,,False
P0_M3_MARGIN_B16,w85__r131_f01,131,1,32,False,,False
P0_M3_MARGIN_B16,w85__r131_f01,131,1,40,False,,False
P0_M3_MARGIN_B16,w85__r131_f02,131,2,16,False,,False
P0_M3_MARGIN_B16,w85__r131_f02,131,2,20,False,,False
P0_M3_MARGIN_B16,w85__r131_f02,131,2,24,False,,False
P0_M3_MARGIN_B16,w85__r131_f02,131,2,32,False,,False
P0_M3_MARGIN_B16,w85__r131_f02,131,2,40,False,,False
P0_M3_MARGIN_B16,w85__r131_f03,131,3,16,True,,False
P0_M3_MARGIN_B16,w85__r131_f03,131,3,20,False,,False
P0_M3_MARGIN_B16,w85__r131_f03,131,3,24,False,,False
P0_M3_MARGIN_B16,w85__r131_f03,131,3,32,False,,False
P0_M3_MARGIN_B16,w85__r131_f03,131,3,40,False,,False
P0_M3_MARGIN_B16,w85__r131_f04,131,4,16,True,,False
P0_M3_MARGIN_B16,w85__r131_f04,131,4,20,True,,False
P0_M3_MARGIN_B16,w85__r131_f04,131,4,24,False,,False
P0_M3_MARGIN_B16,w85__r131_f04,131,4,32,False,,False
P0_M3_MARGIN_B16,w85__r131_f04,131,4,40,False,,False
P0_M3_MARGIN_B16,w85__r131_f05,131,5,16,False,,False
P0_M3_MARGIN_B16,w85__r131_f05,131,5,20,False,,False
P0_M3_MARGIN_B16,w85__r131_f05,131,5,24,False,,False
P0_M3_MARGIN_B16,w85__r131_f05,131,5,32,False,,False
P0_M3_MARGIN_B16,w85__r131_f05,131,5,40,False,,False
P0_M3_MARGIN_B16,w85__r132_f01,132,1,16,True,,False
P0_M3_MARGIN_B16,w85__r132_f01,132,1,20,True,,False
P0_M3_MARGIN_B16,w85__r132_f01,132,1,24,False,,False
P0_M3_MARGIN_B16,w85__r132_f01,132,1,32,False,,False
P0_M3_MARGIN_B16,w85__r132_f01,132,1,40,False,,False
P0_M3_MARGIN_B16,w85__r132_f02,132,2,16,True,,False
P0_M3_MARGIN_B16,w85__r132_f02,132,2,20,False,,False
P0_M3_MARGIN_B16,w85__r132_f02,132,2,24,False,,False
P0_M3_MARGIN_B16,w85__r132_f02,132,2,32,False,,False
P0_M3_MARGIN_B16,w85__r132_f02,132,2,40,False,,False
P0_M3_MARGIN_B16,w85__r132_f03,132,3,16,True,,False
P0_M3_MARGIN_B16,w85__r132_f03,132,3,20,False,,False
P0_M3_MARGIN_B16,w85__r132_f03,132,3,24,False,,False
P0_M3_MARGIN_B16,w85__r132_f03,132,3,32,False,,False
P0_M3_MARGIN_B16,w85__r132_f03,132,3,40,False,,False
P0_M3_MARGIN_B16,w85__r132_f04,132,4,16,False,,False
P0_M3_MARGIN_B16,w85__r132_f04,132,4,20,False,,False
P0_M3_MARGIN_B16,w85__r132_f04,132,4,24,False,,False
P0_M3_MARGIN_B16,w85__r132_f04,132,4,32,False,,False
P0_M3_MARGIN_B16,w85__r132_f04,132,4,40,False,,False
P0_M3_MARGIN_B16,w85__r132_f05,132,5,16,False,,False
P0_M3_MARGIN_B16,w85__r132_f05,132,5,20,False,,False
P0_M3_MARGIN_B16,w85__r132_f05,132,5,24,False,,False
P0_M3_MARGIN_B16,w85__r132_f05,132,5,32,False,,False
P0_M3_MARGIN_B16,w85__r132_f05,132,5,40,False,,False
P0_M3_MARGIN_B16,w85__r133_f01,133,1,16,True,,False
P0_M3_MARGIN_B16,w85__r133_f01,133,1,20,True,,False
P0_M3_MARGIN_B16,w85__r133_f01,133,1,24,False,,False
P0_M3_MARGIN_B16,w85__r133_f01,133,1,32,False,,False
P0_M3_MARGIN_B16,w85__r133_f01,133,1,40,False,,False
P0_M3_MARGIN_B16,w85__r133_f02,133,2,16,True,,False
P0_M3_MARGIN_B16,w85__r133_f02,133,2,20,False,,False
P0_M3_MARGIN_B16,w85__r133_f02,133,2,24,False,,False
P0_M3_MARGIN_B16,w85__r133_f02,133,2,32,False,,False
P0_M3_MARGIN_B16,w85__r133_f02,133,2,40,False,,False
P0_M3_MARGIN_B16,w85__r133_f03,133,3,16,False,,False
P0_M3_MARGIN_B16,w85__r133_f03,133,3,20,False,,False
P0_M3_MARGIN_B16,w85__r133_f03,133,3,24,False,,False
P0_M3_MARGIN_B16,w85__r133_f03,133,3,32,False,,False
P0_M3_MARGIN_B16,w85__r133_f03,133,3,40,False,,False
P0_M3_MARGIN_B16,w85__r133_f04,133,4,16,False,,False
P0_M3_MARGIN_B16,w85__r133_f04,133,4,20,False,,False
P0_M3_MARGIN_B16,w85__r133_f04,133,4,24,False,,False
P0_M3_MARGIN_B16,w85__r133_f04,133,4,32,False,,False
P0_M3_MARGIN_B16,w85__r133_f04,133,4,40,False,,False
P0_M3_MARGIN_B16,w85__r133_f05,133,5,16,False,,False
P0_M3_MARGIN_B16,w85__r133_f05,133,5,20,False,,False
P0_M3_MARGIN_B16,w85__r133_f05,133,5,24,False,,False
P0_M3_MARGIN_B16,w85__r133_f05,133,5,32,False,,False
P0_M3_MARGIN_B16,w85__r133_f05,133,5,40,False,,False
P0_M3_MARGIN_B16,w85__r134_f01,134,1,16,True,,False
P0_M3_MARGIN_B16,w85__r134_f01,134,1,20,True,,False
P0_M3_MARGIN_B16,w85__r134_f01,134,1,24,True,,False
P0_M3_MARGIN_B16,w85__r134_f01,134,1,32,False,,False
P0_M3_MARGIN_B16,w85__r134_f01,134,1,40,False,,False
P0_M3_MARGIN_B16,w85__r134_f02,134,2,16,True,,False
P0_M3_MARGIN_B16,w85__r134_f02,134,2,20,True,,False
P0_M3_MARGIN_B16,w85__r134_f02,134,2,24,True,,False
P0_M3_MARGIN_B16,w85__r134_f02,134,2,32,False,,False
P0_M3_MARGIN_B16,w85__r134_f02,134,2,40,False,,False
P0_M3_MARGIN_B16,w85__r134_f03,134,3,16,True,,False
P0_M3_MARGIN_B16,w85__r134_f03,134,3,20,True,,False
P0_M3_MARGIN_B16,w85__r134_f03,134,3,24,False,,False
P0_M3_MARGIN_B16,w85__r134_f03,134,3,32,False,,False
P0_M3_MARGIN_B16,w85__r134_f03,134,3,40,False,,False
P0_M3_MARGIN_B16,w85__r134_f04,134,4,16,False,,False
P0_M3_MARGIN_B16,w85__r134_f04,134,4,20,False,,False
P0_M3_MARGIN_B16,w85__r134_f04,134,4,24,False,,False
P0_M3_MARGIN_B16,w85__r134_f04,134,4,32,False,,False
P0_M3_MARGIN_B16,w85__r134_f04,134,4,40,False,,False
P0_M3_MARGIN_B16,w85__r134_f05,134,5,16,True,,False
P0_M3_MARGIN_B16,w85__r134_f05,134,5,20,False,,False
P0_M3_MARGIN_B16,w85__r134_f05,134,5,24,False,,False
P0_M3_MARGIN_B16,w85__r134_f05,134,5,32,False,,False
P0_M3_MARGIN_B16,w85__r134_f05,134,5,40,False,,False
P0_M3_MARGIN_B16,w85__r135_f01,135,1,16,True,,False
P0_M3_MARGIN_B16,w85__r135_f01,135,1,20,True,,False
P0_M3_MARGIN_B16,w85__r135_f01,135,1,24,False,,False
P0_M3_MARGIN_B16,w85__r135_f01,135,1,32,False,,False
P0_M3_MARGIN_B16,w85__r135_f01,135,1,40,False,,False
P0_M3_MARGIN_B16,w85__r135_f02,135,2,16,False,,False
P0_M3_MARGIN_B16,w85__r135_f02,135,2,20,False,,False
P0_M3_MARGIN_B16,w85__r135_f02,135,2,24,False,,False
P0_M3_MARGIN_B16,w85__r135_f02,135,2,32,False,,False
P0_M3_MARGIN_B16,w85__r135_f02,135,2,40,False,,False
P0_M3_MARGIN_B16,w85__r135_f03,135,3,16,False,,False
P0_M3_MARGIN_B16,w85__r135_f03,135,3,20,False,,False
P0_M3_MARGIN_B16,w85__r135_f03,135,3,24,False,,False
P0_M3_MARGIN_B16,w85__r135_f03,135,3,32,False,,False
P0_M3_MARGIN_B16,w85__r135_f03,135,3,40,False,,False
P0_M3_MARGIN_B16,w85__r135_f04,135,4,16,True,,False
P0_M3_MARGIN_B16,w85__r135_f04,135,4,20,False,,False
P0_M3_MARGIN_B16,w85__r135_f04,135,4,24,False,,False
P0_M3_MARGIN_B16,w85__r135_f04,135,4,32,False,,False
P0_M3_MARGIN_B16,w85__r135_f04,135,4,40,False,,False
P0_M3_MARGIN_B16,w85__r135_f05,135,5,16,False,,False
P0_M3_MARGIN_B16,w85__r135_f05,135,5,20,False,,False
P0_M3_MARGIN_B16,w85__r135_f05,135,5,24,False,,False
P0_M3_MARGIN_B16,w85__r135_f05,135,5,32,False,,False
P0_M3_MARGIN_B16,w85__r135_f05,135,5,40,False,,False
P0_M3_MARGIN_B16,w85__r136_f01,136,1,16,False,,False
P0_M3_MARGIN_B16,w85__r136_f01,136,1,20,False,,False
P0_M3_MARGIN_B16,w85__r136_f01,136,1,24,False,,False
P0_M3_MARGIN_B16,w85__r136_f01,136,1,32,False,,False
P0_M3_MARGIN_B16,w85__r136_f01,136,1,40,False,,False
P0_M3_MARGIN_B16,w85__r136_f02,136,2,16,False,,False
P0_M3_MARGIN_B16,w85__r136_f02,136,2,20,False,,False
P0_M3_MARGIN_B16,w85__r136_f02,136,2,24,False,,False
P0_M3_MARGIN_B16,w85__r136_f02,136,2,32,False,,False
P0_M3_MARGIN_B16,w85__r136_f02,136,2,40,False,,False
P0_M3_MARGIN_B16,w85__r136_f03,136,3,16,False,,False
P0_M3_MARGIN_B16,w85__r136_f03,136,3,20,False,,False
P0_M3_MARGIN_B16,w85__r136_f03,136,3,24,False,,False
P0_M3_MARGIN_B16,w85__r136_f03,136,3,32,False,,False
P0_M3_MARGIN_B16,w85__r136_f03,136,3,40,False,,False
P0_M3_MARGIN_B16,w85__r136_f04,136,4,16,False,,False
P0_M3_MARGIN_B16,w85__r136_f04,136,4,20,False,,False
P0_M3_MARGIN_B16,w85__r136_f04,136,4,24,False,,False
P0_M3_MARGIN_B16,w85__r136_f04,136,4,32,False,,False
P0_M3_MARGIN_B16,w85__r136_f04,136,4,40,False,,False
P0_M3_MARGIN_B16,w85__r136_f05,136,5,16,False,,False
P0_M3_MARGIN_B16,w85__r136_f05,136,5,20,False,,False
