policy,run_id,repeat,fold,seed_kind,effective_seed_size,first_both_classes_budget,seed_completed_by_B16
P0_M3_MARGIN_B16,w85__r137_f05,137,5,frozen_feature_maximin_B16,16,16,True
P0_M3_MARGIN_B16,w85__r138_f01,138,1,frozen_feature_maximin_B16,16,16,True
P0_M3_MARGIN_B16,w85__r138_f02,138,2,frozen_feature_maximin_B16,16,16,True
P0_M3_MARGIN_B16,w85__r138_f03,138,3,frozen_feature_maximin_B16,16,16,True
P0_M3_MARGIN_B16,w85__r138_f04,138,4,frozen_feature_maximin_B16,16,16,True
P0_M3_MARGIN_B16,w85__r138_f05,138,5,frozen_feature_maximin_B16,16,16,True
P0_M3_MARGIN_B16,w85__r139_f01,139,1,frozen_feature_maximin_B16,16,16,True
P0_M3_MARGIN_B16,w85__r139_f02,139,2,frozen_feature_maximin_B16,16,16,True
P0_M3_MARGIN_B16,w85__r139_f03,139,3,frozen_feature_maximin_B16,16,16,True
P0_M3_MARGIN_B16,w85__r139_f04,139,4,frozen_feature_maximin_B16,16,16,True
P0_M3_MARGIN_B16,w85__r139_f05,139,5,frozen_feature_maximin_B16,16,16,True
P0_M3_MARGIN_B16,w85__r140_f01,140,1,frozen_feature_maximin_B16,16,16,True
P0_M3_MARGIN_B16,w85__r140_f02,140,2,frozen_feature_maximin_B16,16,16,True
P0_M3_MARGIN_B16,w85__r140_f03,140,3,frozen_feature_maximin_B16,16,16,True
P0_M3_MARGIN_B16,w85__r140_f04,140,4,frozen_feature_maximin_B16,16,16,True
P0_M3_MARGIN_B16,w85__r140_f05,140,5,frozen_feature_maximin_B16,16,16,True
P0_M3_MARGIN_B16,w85__r141_f01,141,1,frozen_feature_maximin_B16,16,16,True
P0_M3_MARGIN_B16,w85__r141_f02,141,2,frozen_feature_maximin_B16,16,16,True
P0_M3_MARGIN_B16,w85__r141_f03,141,3,frozen_feature_maximin_B16,16,16,True
P0_M3_MARGIN_B16,w85__r141_f04,141,4,frozen_feature_maximin_B16,16,16,True
P0_M3_MARGIN_B16,w85__r141_f05,141,5,frozen_feature_maximin_B16,16,16,True
P0_M3_MARGIN_B16,w85__r142_f01,142,1,frozen_feature_maximin_B16,16,16,True
P0_M3_MARGIN_B16,w85__r142_f02,142,2,frozen_feature_maximin_B16,16,16,True
P0_M3_MARGIN_B16,w85__r142_f03,142,3,frozen_feature_maximin_B16,16,16,True
P0_M3_MARGIN_B16,w85__r142_f04,142,4,frozen_feature_maximin_B16,16,16,True
P0_M3_MARGIN_B16,w85__r142_f05,142,5,frozen_feature_maximin_B16,16,16,True
P0_M3_MARGIN_B16,w85__r143_f01,143,1,frozen_feature_maximin_B16,16,16,True
P0_M3_MARGIN_B16,w85__r143_f02,143,2,frozen_feature_maximin_B16,16,16,True
P0_M3_MARGIN_B16,w85__r143_f03,143,3,frozen_feature_maximin_B16,16,16,True
P0_M3_MARGIN_B16,w85__r143_f04,143,4,frozen_feature_maximin_B16,16,16,True
P0_M3_MARGIN_B16,w85__r143_f05,143,5,frozen_feature_maximin_B16,16,16,True
P0_M3_MARGIN_B16,w85__r144_f01,144,1,frozen_feature_maximin_B16,16,16,True
P0_M3_MARGIN_B16,w85__r144_f02,144,2,frozen_feature_maximin_B16,16,16,True
P0_M3_MARGIN_B16,w85__r144_f03,144,3,frozen_feature_maximin_B16,16,16,True
P0_M3_MARGIN_B16,w85__r144_f04,144,4,frozen_feature_maximin_B16,16,16,True
P0_M3_MARGIN_B16,w85__r144_f05,144,5,frozen_feature_maximin_B16,16,16,True
P0_M3_MARGIN_B16,w85__r145_f01,145,1,frozen_feature_maximin_B16,16,16,True
P0_M3_MARGIN_B16,w85__r145_f02,145,2,frozen_feature_maximin_B16,16,16,True
P0_M3_MARGIN_B16,w85__r145_f03,145,3,frozen_feature_maximin_B16,16,16,True
P0_M3_MARGIN_B16,w85__r145_f04,145,4,frozen_feature_maximin_B16,16,16,True
P0_M3_MARGIN_B16,w85__r145_f05,145,5,frozen_feature_maximin_B16,16,16,True
P0_M3_MARGIN_B16,w85__r146_f01,146,1,frozen_feature_maximin_B16,16,16,True
P0_M3_MARGIN_B16,w85__r146_f02,146,2,frozen_feature_maximin_B16,16,16,True
P0_M3_MARGIN_B16,w85__r146_f03,146,3,frozen_feature_maximin_B16,16,16,True
P0_M3_MARGIN_B16,w85__r146_f04,146,4,frozen_feature_maximin_B16,16,16,True
P0_M3_MARGIN_B16,w85__r146_f05,146,5,frozen_feature_maximin_B16,16,16,True
P0_M3_MARGIN_B16,w85__r147_f01,147,1,frozen_feature_maximin_B16,16,16,True
P0_M3_MARGIN_B16,w85__r147_f02,147,2,frozen_feature_maximin_B16,16,16,True
P0_M3_MARGIN_B16,w85__r147_f03,147,3,frozen_feature_maximin_B16,16,16,True
P0_M3_MARGIN_B16,w85__r147_f04,147,4,frozen_feature_maximin_B16,16,16,True
P0_M3_MARGIN_B16,w85__r147_f05,147,5,frozen_feature_maximin_B16,16,16,True
P0_M3_MARGIN_B16,w85__r148_f01,148,1,frozen_feature_maximin_B16,16,16,True
P0_M3_MARGIN_B16,w85__r148_f02,148,2,frozen_feature_maximin_B16,16,16,True
P0_M3_MARGIN_B16,w85__r148_f03,148,3,frozen_feature_maximin_B16,16,16,True
P0_M3_MARGIN_B16,w85__r148_f04,148,4,frozen_feature_maximin_B16,16,16,True
P0_M3_MARGIN_B16,w85__r148_f05,148,5,frozen_feature_maximin_B16,16,16,True
P0_M3_MARGIN_B16,w85__r149_f01,149,1,frozen_feature_maximin_B16,16,16,True
P0_M3_MARGIN_B16,w85__r149_f02,149,2,frozen_feature_maximin_B16,16,16,True
P0_M3_MARGIN_B16,w85__r149_f03,149,3,frozen_feature_maximin_B16,16,16,True
P0_M3_MARGIN_B16,w85__r149_f04,149,4,frozen_feature_maximin_B16,16,16,True
P0_M3_MARGIN_B16,w85__r149_f05,149,5,frozen_feature_maximin_B16,16,16,True
P0_M3_MARGIN_B16,w85__r150_f01,150,1,frozen_feature_maximin_B16,16,16,True
P0_M3_MARGIN_B16,w85__r150_f02,150,2,frozen_feature_maximin_B16,16,16,True
P0_M3_MARGIN_B16,w85__r150_f03,150,3,frozen_feature_maximin_B16,16,16,True
P0_M3_MARGIN_B16,w85__r150_f04,150,4,frozen_feature_maximin_B16,16,16,True
P0_M3_MARGIN_B16,w85__r150_f05,150,5,frozen_feature_maximin_B16,16,16,True
P0_M3_MARGIN_B16,w85__r151_f01,151,1,frozen_feature_maximin_B16,16,16,True
P0_M3_MARGIN_B16,w85__r151_f02,151,2,frozen_feature_maximin_B16,16,16,True
P0_M3_MARGIN_B16,w85__r151_f03,151,3,frozen_feature_maximin_B16,16,16,True
P0_M3_MARGIN_B16,w85__r151_f04,151,4,frozen_feature_maximin_B16,16,16,True
P0_M3_MARGIN_B16,w85__r151_f05,151,5,frozen_feature_maximin_B16,16,16,True
P0_M3_MARGIN_B16,w85__r152_f01,152,1,frozen_feature_maximin_B16,16,16,True
P0_M3_MARGIN_B16,w85__r152_f02,152,2,frozen_feature_maximin_B16,16,16,True
P0_M3_MARGIN_B16,w85__r152_f03,152,3,frozen_feature_maximin_B16,16,16,True
P0_M3_MARGIN_B16,w85__r152_f04,152,4,frozen_feature_maximin_B16,16,16,True
P0_M3_MARGIN_B16,w85__r152_f05,152,5,frozen_feature_maximin_B16,16,16,True
P0_M3_MARGIN_B16,w85__r153_f01,153,1,frozen_feature_maximin_B16,16,16,True
P0_M3_MARGIN_B16,w85__r153_f02,153,2,frozen_feature_maximin_B16,16,16,True
P0_M3_MARGIN_B16,w85__r153_f03,153,3,frozen_feature_maximin_B16,16,16,True
P0_M3_MARGIN_B16,w85__r153_f04,153,4,frozen_feature_maximin_B16,16,16,True
P0_M3_MARGIN_B16,w85__r153_f05,153,5,frozen_feature_maximin_B16,16,16,True
P0_M3_MARGIN_B16,w85__r154_f01,154,1,frozen_feature_maximin_B16,16,16,True
P0_M3_MARGIN_B16,w85__r154_f02,154,2,frozen_feature_maximin_B16,16,16,True
P0_M3_MARGIN_B16,w85__r154_f03,154,3,frozen_feature_maximin_B16,16,16,True
P0_M3_MARGIN_B16,w85__r154_f04,154,4,frozen_feature_maximin_B16,16,16,True
P0_M3_MARGIN_B16,w85__r154_f05,154,5,frozen_feature_maximin_B16,16,16,True
P0_M3_MARGIN_B16,w85__r155_f01,155,1,frozen_feature_maximin_B16,16,16,True
P0_M3_MARGIN_B16,w85__r155_f02,155,2,frozen_feature_maximin_B16,16,16,True
P0_M3_MARGIN_B16,w85__r155_f03,155,3,frozen_feature_maximin_B16,16,16,True
P0_M3_MARGIN_B16,w85__r155_f04,155,4,frozen_feature_maximin_B16,16,16,True
P0_M3_MARGIN_B16,w85__r155_f05,155,5,frozen_feature_maximin_B16,16,16,True
P0_M3_MARGIN_B16,w85__r156_f01,156,1,frozen_feature_maximin_B16,16,16,True
P0_M3_MARGIN_B16,w85__r156_f02,156,2,frozen_feature_maximin_B16,16,16,True
P0_M3_MARGIN_B16,w85__r156_f03,156,3,frozen_feature_maximin_B16,16,16,True
P0_M3_MARGIN_B16,w85__r156_f04,156,4,frozen_feature_maximin_B16,16,16,True
P0_M3_MARGIN_B16,w85__r156_f05,156,5,frozen_feature_maximin_B16,16,16,True
P0_M3_MARGIN_B16,w85__r157_f01,157,1,frozen_feature_maximin_B16,16,16,True
P0_M3_MARGIN_B16,w85__r157_f02,157,2,frozen_feature_maximin_B16,16,16,True
P0_M3_MARGIN_B16,w85__r157_f03,157,3,frozen_feature_maximin_B16,16,16,True
P0_M3_MARGIN_B16,w85__r157_f04,157,4,frozen_feature_maximin_B16,16,16,True
P0_M3_MARGIN_B16,w85__r157_f05,157,5,frozen_feature_maximin_B16,16,16,True
P0_M3_MARGIN_B16,w85__r158_f01,158,1,frozen_feature_maximin_B16,16,16,True
P0_M3_MARGIN_B16,w85__r158_f02,158,2,frozen_feature_maximin_B16,16,16,True
P0_M3_MARGIN_B16,w85__r158_f03,158,3,frozen_feature_maximin_B16,16,16,True
P0_M3_MARGIN_B16,w85__r158_f04,158,4,frozen_feature_maximin_B16,16,16,True
P0_M3_MARGIN_B16,w85__r158_f05,158,5,frozen_feature_maximin_B16,16,16,True
P0_M3_MARGIN_B16,w85__r159_f01,159,1,frozen_feature_maximin_B16,16,16,True
P0_M3_MARGIN_B16,w85__r159_f02,159,2,frozen_feature_maximin_B16,16,16,True
P0_M3_MARGIN_B16,w85__r159_f03,159,3,frozen_feature_maximin_B16,16,16,True
P0_M3_MARGIN_B16,w85__r159_f04,159,4,frozen_feature_maximin_B16,16,16,True
P0_M3_MARGIN_B16,w85__r159_f05,159,5,frozen_feature_maximin_B16,16,16,True
P0_M3_MARGIN_B16,w85__r160_f01,160,1,frozen_feature_maximin_B16,16,16,True
P0_M3_MARGIN_B16,w85__r160_f02,160,2,frozen_feature_maximin_B16,16,16,True
P0_M3_MARGIN_B16,w85__r160_f03,160,3,frozen_feature_maximin_B16,16,16,True
P0_M3_MARGIN_B16,w85__r160_f04,160,4,frozen_feature_maximin_B16,16,16,True
P0_M3_MARGIN_B16,w85__r160_f05,160,5,frozen_feature_maximin_B16,16,16,True
P0_M3_MARGIN_B16,w85__r161_f01,161,1,frozen_feature_maximin_B16,16,16,True
P0_M3_MARGIN_B16,w85__r161_f02,161,2,frozen_feature_maximin_B16,16,16,True
P0_M3_MARGIN_B16,w85__r161_f03,161,3,frozen_feature_maximin_B16,16,16,True
P0_M3_MARGIN_B16,w85__r161_f04,161,4,frozen_feature_maximin_B16,16,16,True
P0_M3_MARGIN_B16,w85__r161_f05,161,5,frozen_feature_maximin_B16,16,16,True
P0_M3_MARGIN_B16,w85__r162_f01,162,1,frozen_feature_maximin_B16,16,16,True
P0_M3_MARGIN_B16,w85__r162_f02,162,2,frozen_feature_maximin_B16,16,16,True
P0_M3_MARGIN_B16,w85__r162_f03,162,3,frozen_feature_maximin_B16,16,16,True
P0_M3_MARGIN_B16,w85__r162_f04,162,4,frozen_feature_maximin_B16,16,16,True
P0_M3_MARGIN_B16,w85__r162_f05,162,5,frozen_feature_maximin_B16,16,16,True
P0_M3_MARGIN_B16,w85__r163_f01,163,1,frozen_feature_maximin_B16,16,16,True
P0_M3_MARGIN_B16,w85__r163_f02,163,2,frozen_feature_maximin_B16,16,16,True
P0_M3_MARGIN_B16,w85__r163_f03,163,3,frozen_feature_maximin_B16,16,16,True
P0_M3_MARGIN_B16,w85__r163_f04,163,4,frozen_feature_maximin_B16,16,16,True
P0_M3_MARGIN_B16,w85__r163_f05,163,5,frozen_feature_maximin_B16,16,16,True
P0_M3_MARGIN_B16,w85__r164_f01,164,1,frozen_feature_maximin_B16,16,16,True
P0_M3_MARGIN_B16,w85__r164_f02,164,2,frozen_feature_maximin_B16,16,16,True
P0_M3_MARGIN_B16,w85__r164_f03,164,3,frozen_feature_maximin_B16,16,16,True
P0_M3_MARGIN_B16,w85__r164_f04,164,4,frozen_feature_maximin_B16,16,16,True
P0_M3_MARGIN_B16,w85__r164_f05,164,5,frozen_feature_maximin_B16,16,16,True
P0_M3_MARGIN_B16,w85__r165_f01,165,1,frozen_feature_maximin_B16,16,16,True
P0_M3_MARGIN_B16,w85__r165_f02,165,2,frozen_feature_maximin_B16,16,16,True
P0_M3_MARGIN_B16,w85__r165_f03,165,3,frozen_feature_maximin_B16,16,16,True
P0_M3_MARGIN_B16,w85__r165_f04,165,4,frozen_feature_maximin_B16,16,16,True
P0_M3_MARGIN_B16,w85__r165_f05,165,5,frozen_feature_maximin_B16,16,16,True
P0_M3_MARGIN_B16,w85__r166_f01,166,1,frozen_feature_maximin_B16,16,16,True
P0_M3_MARGIN_B16,w85__r166_f02,166,2,frozen_feature_maximin_B16,16,16,True
P0_M3_MARGIN_B16,w85__r166_f03,166,3,frozen_feature_maximin_B16,16,16,True
P0_M3_MARGIN_B16,w85__r166_f04,166,4,frozen_feature_maximin_B16,16,16,True
P0_M3_MARGIN_B16,w85__r166_f05,166,5,frozen_feature_maximin_B16,16,16,True
P0_M3_MARGIN_B16,w85__r167_f01,167,1,frozen_feature_maximin_B16,16,16,True
P0_M3_MARGIN_B16,w85__r167_f02,167,2,frozen_feature_maximin_B16,16,16,True
P0_M3_MARGIN_B16,w85__r167_f03,167,3,frozen_feature_maximin_B16,16,16,True
P0_M3_MARGIN_B16,w85__r167_f04,167,4,frozen_feature_maximin_B16,16,16,True
P0_M3_MARGIN_B16,w85__r167_f05,167,5,frozen_feature_maximin_B16,16,16,True
P0_M3_MARGIN_B16,w85__r168_f01,168,1,frozen_feature_maximin_B16,16,16,True
P0_M3_MARGIN_B16,w85__r168_f02,168,2,frozen_feature_maximin_B16,16,16,True
P0_M3_MARGIN_B16,w85__r168_f03,168,3,frozen_feature_maximin_B16,16,16,True
P0_M3_MARGIN_B16,w85__r168_f04,168,4,frozen_feature_maximin_B16,16,16,True
P0_M3_MARGIN_B16,w85__r168_f05,168,5,frozen_feature_maximin_B16,16,16,True
P0_M3_MARGIN_B16,w85__r169_f01,169,1,frozen_feature_maximin_B16,16,16,True
P0_M3_MARGIN_B16,w85__r169_f02,169,2,frozen_feature_maximin_B16,16,16,True
P0_M3_MARGIN_B16,w85__r169_f03,169,3,frozen_feature_maximin_B16,16,16,True
P0_M3_MARGIN_B16,w85__r169_f04,169,4,frozen_feature_maximin_B16,16,16,True
P0_M3_MARGIN_B16,w85__r169_f05,169,5,frozen_feature_maximin_B16,16,16,True
P0_M3_MARGIN_B16,w85__r170_f01,170,1,frozen_feature_maximin_B16,16,16,True
P0_M3_MARGIN_B16,w85__r170_f02,170,2,frozen_feature_maximin_B16,16,16,True
P0_M3_MARGIN_B16,w85__r170_f03,170,3,frozen_feature_maximin_B16,16,16,True
P0_M3_MARGIN_B16,w85__r170_f04,170,4,frozen_feature_maximin_B16,16,16,True
P0_M3_MARGIN_B16,w85__r170_f05,170,5,frozen_feature_maximin_B16,16,16,True
P0_M3_MARGIN_B16,w85__r171_f01,171,1,frozen_feature_maximin_B16,16,16,True
P0_M3_MARGIN_B16,w85__r171_f02,171,2,frozen_feature_maximin_B16,16,16,True
P0_M3_MARGIN_B16,w85__r171_f03,171,3,frozen_feature_maximin_B16,16,16,True
P0_M3_MARGIN_B16,w85__r171_f04,171,4,frozen_feature_maximin_B16,16,16,True
P0_M3_MARGIN_B16,w85__r171_f05,171,5,frozen_feature_maximin_B16,16,16,True
P0_M3_MARGIN_B16,w85__r172_f01,172,1,frozen_feature_maximin_B16,16,16,True
P0_M3_MARGIN_B16,w85__r172_f02,172,2,frozen_feature_maximin_B16,16,16,True
P0_M3_MARGIN_B16,w85__r172_f03,172,3,frozen_feature_maximin_B16,16,16,True
P0_M3_MARGIN_B16,w85__r172_f04,172,4,frozen_feature_maximin_B16,16,16,True
P0_M3_MARGIN_B16,w85__r172_f05,172,5,frozen_feature_maximin_B16,16,16,True
P0_M3_MARGIN_B16,w85__r173_f01,173,1,frozen_feature_maximin_B16,16,16,True
P0_M3_MARGIN_B16,w85__r173_f02,173,2,frozen_feature_maximin_B16,16,16,True
P0_M3_MARGIN_B16,w85__r173_f03,173,3,frozen_feature_maximin_B16,16,16,True
P0_M3_MARGIN_B16,w85__r173_f04,173,4,frozen_feature_maximin_B16,16,16,True
P0_M3_MARGIN_B16,w85__r173_f05,173,5,frozen_feature_maximin_B16,16,16,True
P0_M3_MARGIN_B16,w85__r174_f01,174,1,frozen_feature_maximin_B16,16,16,True
P0_M3_MARGIN_B16,w85__r174_f02,174,2,frozen_feature_maximin_B16,16,16,True
P0_M3_MARGIN_B16,w85__r174_f03,174,3,frozen_feature_maximin_B16,16,16,True
P0_M3_MARGIN_B16,w85__r174_f04,174,4,frozen_feature_maximin_B16,16,16,True
P0_M3_MARGIN_B16,w85__r174_f05,174,5,frozen_feature_maximin_B16,16,16,True
P0_M3_MARGIN_B16,w85__r175_f01,175,1,frozen_feature_maximin_B16,16,16,True
P0_M3_MARGIN_B16,w85__r175_f02,175,2,frozen_feature_maximin_B16,16,16,True
P0_M3_MARGIN_B16,w85__r175_f03,175,3,frozen_feature_maximin_B16,16,16,True
P0_M3_MARGIN_B16,w85__r175_f04,175,4,frozen_feature_maximin_B16,16,16,True
P0_M3_MARGIN_B16,w85__r175_f05,175,5,frozen_feature_maximin_B16,16,16,True
P0_M3_MARGIN_B16,w85__r176_f01,176,1,frozen_feature_maximin_B16,16,16,True
P0_M3_MARGIN_B16,w85__r176_f02,176,2,frozen_feature_maximin_B16,16,16,True
P0_M3_MARGIN_B16,w85__r176_f03,176,3,frozen_feature_maximin_B16,16,16,True
P0_M3_MARGIN_B16,w85__r176_f04,176,4,frozen_feature_maximin_B16,16,16,True
P0_M3_MARGIN_B16,w85__r176_f05,176,5,frozen_feature_maximin_B16,16,16,True
P0_M3_MARGIN_B16,w85__r177_f01,177,1,frozen_feature_maximin_B16,16,16,True
P0_M3_MARGIN_B16,w85__r177_f02,177,2,frozen_feature_maximin_B16,16,16,True
P0_M3_MARGIN_B16,w85__r177_f03,177,3,frozen_feature_maximin_B16,16,16,True
P0_M3_MARGIN_B16,w85__r177_f04,177,4,frozen_feature_maximin_B16,16,16,True
P0_M3_MARGIN_B16,w85__r177_f05,177,5,frozen_feature_maximin_B16,16,16,True
P0_M3_MARGIN_B16,w85__r178_f01,178,1,frozen_feature_maximin_B16,16,16,True
P0_M3_MARGIN_B16,w85__r178_f02,178,2,frozen_feature_maximin_B16,16,16,True
P0_M3_MARGIN_B16,w85__r178_f03,178,3,frozen_feature_maximin_B16,16,16,True
P0_M3_MARGIN_B16,w85__r178_f04,178,4,frozen_feature_maximin_B16,16,16,True
