benchmark,surrogate_variant,acquisition_rule,method,seed,budget,global_error,classifier_uncertainty_region_fraction_eps005,classifier_uncertainty_region_fraction_eps010,near_boundary_error_q10,near_boundary_test_size_q10,classifier_uncertainty_region_fraction_q10_eps005,classifier_uncertainty_region_fraction_q10_eps010,near_boundary_error_q20,near_boundary_test_size_q20,classifier_uncertainty_region_fraction_q20_eps005,classifier_uncertainty_region_fraction_q20_eps010,near_boundary_error_q30,near_boundary_test_size_q30,classifier_uncertainty_region_fraction_q30_eps005,classifier_uncertainty_region_fraction_q30_eps010
ackley,fixed_iso_gpc,random,random,0,22,0.4012,0.5153,0.8355,0.483,1000,0.5,0.89,0.4825,2000,0.508,0.8855,0.4686666666666667,3000,0.5016666666666667,0.8813333333333333
ackley,fixed_iso_gpc,random,random,0,23,0.3977,0.4932,0.8126,0.484,1000,0.48,0.87,0.4855,2000,0.4895,0.863,0.47,3000,0.48333333333333334,0.8583333333333333
ackley,fixed_iso_gpc,random,random,0,24,0.3975,0.4848,0.8005,0.481,1000,0.467,0.858,0.4825,2000,0.4785,0.853,0.467,3000,0.4716666666666667,0.8463333333333334
ackley,fixed_iso_gpc,random,random,0,25,0.3969,0.46,0.7698,0.48,1000,0.44,0.827,0.4835,2000,0.4425,0.825,0.467,3000,0.44,0.8156666666666667
ackley,fixed_iso_gpc,random,random,0,26,0.3947,0.4625,0.7713,0.476,1000,0.433,0.822,0.4815,2000,0.4385,0.8255,0.4673333333333333,3000,0.43533333333333335,0.8173333333333334
ackley,fixed_iso_gpc,random,random,0,27,0.379,0.4785,0.7802,0.474,1000,0.454,0.839,0.48,2000,0.4635,0.8385,0.46366666666666667,3000,0.46366666666666667,0.83
ackley,fixed_iso_gpc,random,random,0,28,0.385,0.4623,0.7696,0.481,1000,0.432,0.823,0.4805,2000,0.446,0.8215,0.465,3000,0.44666666666666666,0.8123333333333334
ackley,fixed_iso_gpc,random,random,0,29,0.388,0.4492,0.7652,0.477,1000,0.415,0.811,0.479,2000,0.429,0.813,0.46366666666666667,3000,0.427,0.804
ackley,fixed_iso_gpc,random,random,0,30,0.3919,0.4259,0.7422,0.477,1000,0.391,0.776,0.481,2000,0.405,0.7875,0.467,3000,0.40166666666666667,0.782
ackley,fixed_iso_gpc,random,random,0,31,0.3947,0.411,0.7278,0.473,1000,0.372,0.772,0.482,2000,0.384,0.782,0.4713333333333333,3000,0.38266666666666665,0.773
ackley,fixed_iso_gpc,random,random,0,32,0.3928,0.4051,0.7174,0.472,1000,0.372,0.757,0.48,2000,0.3845,0.7665,0.469,3000,0.38166666666666665,0.7606666666666667
ackley,fixed_iso_gpc,random,random,0,33,0.3985,0.3863,0.6973,0.477,1000,0.35,0.722,0.4855,2000,0.361,0.733,0.47333333333333333,3000,0.35733333333333334,0.7283333333333334
ackley,fixed_iso_gpc,random,random,0,34,0.3956,0.3818,0.6994,0.472,1000,0.352,0.722,0.486,2000,0.3615,0.732,0.473,3000,0.3546666666666667,0.7293333333333333
ackley,fixed_iso_gpc,random,random,0,35,0.3901,0.4001,0.7156,0.471,1000,0.372,0.734,0.483,2000,0.383,0.753,0.4683333333333333,3000,0.37766666666666665,0.7493333333333333
ackley,fixed_iso_gpc,random,random,0,36,0.388,0.3953,0.7048,0.479,1000,0.364,0.73,0.49,2000,0.3795,0.7435,0.47333333333333333,3000,0.37533333333333335,0.7406666666666667
ackley,fixed_iso_gpc,random,random,0,37,0.3814,0.3979,0.708,0.48,1000,0.364,0.738,0.4905,2000,0.3815,0.751,0.471,3000,0.37866666666666665,0.747
ackley,fixed_iso_gpc,random,random,0,38,0.3785,0.3848,0.6883,0.475,1000,0.351,0.724,0.4875,2000,0.3665,0.7345,0.469,3000,0.3636666666666667,0.7316666666666667
ackley,fixed_iso_gpc,random,random,0,39,0.3779,0.3635,0.6741,0.471,1000,0.33,0.712,0.486,2000,0.342,0.721,0.4706666666666667,3000,0.3393333333333333,0.7183333333333334
ackley,fixed_iso_gpc,random,random,0,40,0.376,0.3582,0.6645,0.47,1000,0.33,0.702,0.484,2000,0.3385,0.7115,0.4696666666666667,3000,0.335,0.7083333333333334
ackley,fixed_iso_gpc,random,random,0,41,0.3659,0.3568,0.6537,0.46,1000,0.334,0.709,0.48,2000,0.3435,0.714,0.466,3000,0.3403333333333333,0.7106666666666667
ackley,fixed_iso_gpc,random,random,0,42,0.3718,0.3545,0.6457,0.463,1000,0.331,0.701,0.4845,2000,0.341,0.703,0.4706666666666667,3000,0.3393333333333333,0.6993333333333334
ackley,fixed_iso_gpc,random,random,0,43,0.3759,0.3454,0.6304,0.467,1000,0.306,0.669,0.4895,2000,0.3185,0.6705,0.47633333333333333,3000,0.321,0.6693333333333333
ackley,fixed_iso_gpc,random,random,0,44,0.3782,0.3334,0.6148,0.465,1000,0.297,0.642,0.491,2000,0.31,0.6415,0.47733333333333333,3000,0.31066666666666665,0.6413333333333333
ackley,fixed_iso_gpc,random,random,0,45,0.3695,0.3511,0.6309,0.465,1000,0.311,0.684,0.49,2000,0.3245,0.683,0.4746666666666667,3000,0.32966666666666666,0.6793333333333333
ackley,fixed_iso_gpc,random,random,0,46,0.3705,0.3471,0.6238,0.465,1000,0.307,0.662,0.4905,2000,0.3225,0.666,0.47633333333333333,3000,0.327,0.662
ackley,fixed_iso_gpc,random,random,0,47,0.3722,0.3383,0.6132,0.47,1000,0.312,0.647,0.494,2000,0.3175,0.654,0.48033333333333333,3000,0.322,0.648
ackley,fixed_iso_gpc,random,random,0,48,0.3664,0.3424,0.622,0.466,1000,0.325,0.674,0.4875,2000,0.328,0.675,0.4716666666666667,3000,0.331,0.6673333333333333
ackley,fixed_iso_gpc,random,random,0,49,0.3652,0.3413,0.622,0.466,1000,0.338,0.676,0.4855,2000,0.3345,0.6805,0.4713333333333333,3000,0.335,0.6713333333333333
ackley,fixed_iso_gpc,random,random,0,50,0.3569,0.3436,0.6193,0.468,1000,0.343,0.685,0.486,2000,0.3385,0.6885,0.4676666666666667,3000,0.342,0.6813333333333333
ackley,fixed_iso_gpc,random,random,0,51,0.3477,0.3467,0.6266,0.472,1000,0.356,0.698,0.485,2000,0.352,0.7035,0.46366666666666667,3000,0.356,0.694
ackley,fixed_iso_gpc,random,random,0,52,0.3484,0.3425,0.6178,0.472,1000,0.356,0.683,0.485,2000,0.3515,0.688,0.464,3000,0.35433333333333333,0.68
ackley,fixed_iso_gpc,random,random,0,53,0.3483,0.3428,0.6221,0.471,1000,0.358,0.684,0.483,2000,0.3525,0.6895,0.46266666666666667,3000,0.35533333333333333,0.6813333333333333
ackley,fixed_iso_gpc,random,random,0,54,0.3422,0.3559,0.6348,0.471,1000,0.375,0.709,0.483,2000,0.3675,0.713,0.461,3000,0.37033333333333335,0.7076666666666667
ackley,fixed_iso_gpc,random,random,0,55,0.3427,0.3537,0.6277,0.469,1000,0.371,0.698,0.482,2000,0.365,0.703,0.4603333333333333,3000,0.368,0.6973333333333334
ackley,fixed_iso_gpc,random,random,0,56,0.3427,0.3366,0.6137,0.476,1000,0.35,0.692,0.484,2000,0.338,0.6975,0.461,3000,0.3436666666666667,0.6906666666666667
ackley,fixed_iso_gpc,random,random,0,57,0.3294,0.3419,0.6213,0.471,1000,0.373,0.709,0.4765,2000,0.364,0.7105,0.452,3000,0.368,0.704
ackley,fixed_iso_gpc,random,random,0,58,0.331,0.3395,0.6124,0.467,1000,0.358,0.7,0.472,2000,0.3505,0.6995,0.45,3000,0.356,0.694
ackley,fixed_iso_gpc,random,random,0,59,0.3346,0.3346,0.6039,0.47,1000,0.349,0.684,0.4745,2000,0.3425,0.684,0.4523333333333333,3000,0.348,0.6806666666666666
ackley,fixed_iso_gpc,random,random,0,60,0.3257,0.3444,0.6103,0.47,1000,0.365,0.702,0.472,2000,0.3605,0.7015,0.44966666666666666,3000,0.365,0.6943333333333334
ackley,fixed_iso_gpc,random,random,0,61,0.3252,0.3409,0.6059,0.467,1000,0.365,0.711,0.4745,2000,0.36,0.7045,0.45066666666666666,3000,0.36766666666666664,0.698
ackley,fixed_iso_gpc,random,random,0,62,0.3163,0.3385,0.609,0.468,1000,0.383,0.718,0.4705,2000,0.3755,0.71,0.44333333333333336,3000,0.379,0.703
ackley,fixed_iso_gpc,random,random,0,63,0.3174,0.3366,0.6017,0.466,1000,0.378,0.711,0.4745,2000,0.368,0.6995,0.44633333333333336,3000,0.373,0.6936666666666667
ackley,fixed_iso_gpc,random,random,0,64,0.3208,0.3267,0.5882,0.468,1000,0.359,0.692,0.4785,2000,0.3555,0.68,0.452,3000,0.363,0.6766666666666666
ackley,fixed_iso_gpc,random,random,0,65,0.3235,0.3227,0.5817,0.468,1000,0.353,0.675,0.479,2000,0.349,0.6695,0.4543333333333333,3000,0.357,0.6666666666666666
ackley,fixed_iso_gpc,random,random,0,66,0.3244,0.315,0.5757,0.473,1000,0.339,0.663,0.48,2000,0.342,0.661,0.45666666666666667,3000,0.3466666666666667,0.661
ackley,fixed_iso_gpc,random,random,0,67,0.3199,0.3095,0.5786,0.47,1000,0.343,0.669,0.475,2000,0.343,0.665,0.45166666666666666,3000,0.347,0.6646666666666666
ackley,fixed_iso_gpc,random,random,0,68,0.3221,0.3037,0.5725,0.469,1000,0.334,0.662,0.474,2000,0.3355,0.654,0.4523333333333333,3000,0.3383333333333333,0.6546666666666666
ackley,fixed_iso_gpc,random,random,0,69,0.3227,0.3034,0.5688,0.47,1000,0.331,0.657,0.477,2000,0.328,0.648,0.455,3000,0.33366666666666667,0.648
ackley,fixed_iso_gpc,random,random,0,70,0.3188,0.3173,0.5809,0.47,1000,0.335,0.672,0.477,2000,0.3315,0.666,0.4543333333333333,3000,0.33766666666666667,0.6666666666666666
ackley,fixed_iso_gpc,random,random,0,71,0.313,0.3194,0.5837,0.469,1000,0.337,0.682,0.4755,2000,0.3355,0.676,0.4513333333333333,3000,0.3436666666666667,0.676
ackley,fixed_iso_gpc,random,random,0,72,0.319,0.3146,0.5738,0.466,1000,0.307,0.671,0.4785,2000,0.306,0.6635,0.456,3000,0.321,0.665
ackley,fixed_iso_gpc,random,random,0,73,0.3103,0.3302,0.5885,0.466,1000,0.317,0.712,0.4785,2000,0.3185,0.7045,0.4553333333333333,3000,0.33366666666666667,0.7003333333333334
ackley,fixed_iso_gpc,random,random,0,74,0.3134,0.3243,0.5809,0.468,1000,0.31,0.699,0.4805,2000,0.311,0.687,0.457,3000,0.326,0.6846666666666666
ackley,fixed_iso_gpc,random,random,0,75,0.3054,0.3296,0.5894,0.472,1000,0.33,0.712,0.4765,2000,0.332,0.6975,0.451,3000,0.3446666666666667,0.6953333333333334
ackley,fixed_iso_gpc,random,random,0,76,0.3055,0.3241,0.5888,0.475,1000,0.33,0.718,0.477,2000,0.3315,0.7015,0.4513333333333333,3000,0.3433333333333333,0.6976666666666667
ackley,fixed_iso_gpc,random,random,0,77,0.3062,0.321,0.5847,0.478,1000,0.324,0.709,0.4785,2000,0.3235,0.6945,0.45366666666666666,3000,0.33566666666666667,0.6903333333333334
ackley,fixed_iso_gpc,random,random,0,78,0.3042,0.3245,0.588,0.475,1000,0.336,0.718,0.476,2000,0.33,0.7025,0.44966666666666666,3000,0.3393333333333333,0.6993333333333334
ackley,fixed_iso_gpc,random,random,0,79,0.3038,0.3215,0.5897,0.471,1000,0.344,0.72,0.4735,2000,0.3295,0.7025,0.44666666666666666,3000,0.33666666666666667,0.701
ackley,fixed_iso_gpc,random,random,0,80,0.2953,0.3268,0.5963,0.468,1000,0.352,0.736,0.4705,2000,0.341,0.723,0.442,3000,0.34833333333333333,0.7196666666666667
ackley,fixed_iso_gpc,classifier_margin,classifier_margin,0,12,0.404,0.6524,0.9332,0.49,1000,0.715,0.98,0.488,2000,0.7055,0.9695,0.47933333333333333,3000,0.712,0.9683333333333334
ackley,fixed_iso_gpc,classifier_margin,classifier_margin,0,13,0.3992,0.667,0.9398,0.497,1000,0.728,0.98,0.492,2000,0.717,0.9705,0.47933333333333333,3000,0.7246666666666667,0.9696666666666667
ackley,fixed_iso_gpc,classifier_margin,classifier_margin,0,14,0.3854,0.6779,0.9408,0.497,1000,0.729,0.98,0.489,2000,0.7205,0.9705,0.47433333333333333,3000,0.727,0.9696666666666667
ackley,fixed_iso_gpc,classifier_margin,classifier_margin,0,15,0.3814,0.6819,0.9442,0.502,1000,0.718,0.979,0.491,2000,0.713,0.969,0.47533333333333333,3000,0.7173333333333334,0.969
ackley,fixed_iso_gpc,classifier_margin,classifier_margin,0,16,0.3778,0.6712,0.9449,0.499,1000,0.704,0.979,0.489,2000,0.6955,0.969,0.47333333333333333,3000,0.7016666666666667,0.9693333333333334
ackley,fixed_iso_gpc,classifier_margin,classifier_margin,0,17,0.3835,0.6778,0.9389,0.492,1000,0.686,0.969,0.4825,2000,0.684,0.959,0.471,3000,0.693,0.9603333333333334
ackley,fixed_iso_gpc,classifier_margin,classifier_margin,0,18,0.3915,0.6393,0.9181,0.501,1000,0.648,0.954,0.4915,2000,0.6455,0.9435,0.478,3000,0.6576666666666666,0.9476666666666667
ackley,fixed_iso_gpc,classifier_margin,classifier_margin,0,19,0.3968,0.6169,0.9159,0.501,1000,0.626,0.952,0.489,2000,0.622,0.941,0.47933333333333333,3000,0.6336666666666667,0.9436666666666667
ackley,fixed_iso_gpc,classifier_margin,classifier_margin,0,20,0.3985,0.6008,0.9197,0.496,1000,0.583,0.953,0.487,2000,0.591,0.943,0.4746666666666667,3000,0.5993333333333334,0.945
ackley,fixed_iso_gpc,classifier_margin,classifier_margin,0,21,0.3889,0.5925,0.9214,0.495,1000,0.58,0.953,0.4815,2000,0.584,0.9435,0.471,3000,0.592,0.9456666666666667
ackley,fixed_iso_gpc,classifier_margin,classifier_margin,0,22,0.3477,0.5932,0.9056,0.5,1000,0.646,0.954,0.483,2000,0.6415,0.9435,0.4643333333333333,3000,0.645,0.946
ackley,fixed_iso_gpc,classifier_margin,classifier_margin,0,23,0.3381,0.5911,0.9082,0.49,1000,0.648,0.955,0.4765,2000,0.6425,0.944,0.45766666666666667,3000,0.6463333333333333,0.9463333333333334
ackley,fixed_iso_gpc,classifier_margin,classifier_margin,0,24,0.3296,0.5929,0.9095,0.489,1000,0.654,0.951,0.4735,2000,0.6505,0.942,0.454,3000,0.6513333333333333,0.9453333333333334
ackley,fixed_iso_gpc,classifier_margin,classifier_margin,0,25,0.333,0.5934,0.9174,0.486,1000,0.656,0.953,0.471,2000,0.6465,0.9465,0.45466666666666666,3000,0.644,0.9496666666666667
ackley,fixed_iso_gpc,classifier_margin,classifier_margin,0,26,0.3311,0.5848,0.9208,0.483,1000,0.632,0.953,0.4715,2000,0.6225,0.9465,0.455,3000,0.6253333333333333,0.9496666666666667
ackley,fixed_iso_gpc,classifier_margin,classifier_margin,0,27,0.3298,0.5722,0.9205,0.475,1000,0.626,0.953,0.468,2000,0.6145,0.9465,0.45066666666666666,3000,0.6143333333333333,0.9496666666666667
ackley,fixed_iso_gpc,classifier_margin,classifier_margin,0,28,0.3218,0.559,0.9107,0.477,1000,0.631,0.952,0.4665,2000,0.619,0.9455,0.44633333333333336,3000,0.6153333333333333,0.9486666666666667
ackley,fixed_iso_gpc,classifier_margin,classifier_margin,0,29,0.3118,0.5452,0.8936,0.479,1000,0.639,0.95,0.4655,2000,0.623,0.9455,0.44333333333333336,3000,0.6163333333333333,0.9483333333333334
ackley,fixed_iso_gpc,classifier_margin,classifier_margin,0,30,0.3065,0.5531,0.8998,0.479,1000,0.649,0.957,0.4625,2000,0.6345,0.952,0.43933333333333335,3000,0.6253333333333333,0.9513333333333334
ackley,fixed_iso_gpc,classifier_margin,classifier_margin,0,31,0.3139,0.5564,0.899,0.485,1000,0.649,0.949,0.4655,2000,0.6325,0.9425,0.44166666666666665,3000,0.628,0.944
ackley,fixed_iso_gpc,classifier_margin,classifier_margin,0,32,0.3146,0.5437,0.9004,0.484,1000,0.62,0.952,0.4675,2000,0.6125,0.9435,0.444,3000,0.6076666666666667,0.944
ackley,fixed_iso_gpc,classifier_margin,classifier_margin,0,33,0.311,0.528,0.8819,0.488,1000,0.601,0.947,0.4685,2000,0.5975,0.941,0.446,3000,0.592,0.941
ackley,fixed_iso_gpc,classifier_margin,classifier_margin,0,34,0.3173,0.5077,0.8593,0.5,1000,0.56,0.929,0.4775,2000,0.56,0.92,0.4523333333333333,3000,0.558,0.919
ackley,fixed_iso_gpc,classifier_margin,classifier_margin,0,35,0.3209,0.5126,0.8594,0.499,1000,0.562,0.924,0.478,2000,0.5605,0.914,0.454,3000,0.5623333333333334,0.9113333333333333
ackley,fixed_iso_gpc,classifier_margin,classifier_margin,0,36,0.3238,0.5073,0.8588,0.498,1000,0.556,0.924,0.48,2000,0.5495,0.912,0.4563333333333333,3000,0.5496666666666666,0.909
ackley,fixed_iso_gpc,classifier_margin,classifier_margin,0,37,0.3107,0.5024,0.8512,0.487,1000,0.574,0.931,0.4735,2000,0.567,0.919,0.451,3000,0.563,0.9153333333333333
ackley,fixed_iso_gpc,classifier_margin,classifier_margin,0,38,0.3056,0.5078,0.8335,0.484,1000,0.601,0.925,0.4745,2000,0.581,0.9135,0.455,3000,0.5796666666666667,0.91
ackley,fixed_iso_gpc,classifier_margin,classifier_margin,0,39,0.3123,0.5009,0.8245,0.473,1000,0.57,0.926,0.4715,2000,0.558,0.9135,0.45666666666666667,3000,0.565,0.911
ackley,fixed_iso_gpc,classifier_margin,classifier_margin,0,40,0.3132,0.4923,0.8259,0.477,1000,0.55,0.918,0.47,2000,0.535,0.909,0.454,3000,0.5413333333333333,0.9063333333333333
ackley,fixed_iso_gpc,classifier_margin,classifier_margin,0,41,0.3178,0.4789,0.8271,0.479,1000,0.537,0.916,0.472,2000,0.5225,0.908,0.4583333333333333,3000,0.5263333333333333,0.9046666666666666
ackley,fixed_iso_gpc,classifier_margin,classifier_margin,0,42,0.3048,0.4753,0.8198,0.479,1000,0.55,0.932,0.471,2000,0.5335,0.921,0.456,3000,0.5393333333333333,0.917
ackley,fixed_iso_gpc,classifier_margin,classifier_margin,0,43,0.2985,0.4732,0.8076,0.475,1000,0.557,0.93,0.468,2000,0.534,0.9145,0.452,3000,0.54,0.91
ackley,fixed_iso_gpc,classifier_margin,classifier_margin,0,44,0.2785,0.4759,0.8005,0.466,1000,0.585,0.945,0.4565,2000,0.5665,0.929,0.437,3000,0.5726666666666667,0.9246666666666666
ackley,fixed_iso_gpc,classifier_margin,classifier_margin,0,45,0.2699,0.476,0.7903,0.467,1000,0.615,0.945,0.453,2000,0.5905,0.929,0.42966666666666664,3000,0.5956666666666667,0.9263333333333333
ackley,fixed_iso_gpc,classifier_margin,classifier_margin,0,46,0.2734,0.4648,0.7808,0.478,1000,0.595,0.943,0.4555,2000,0.578,0.926,0.43266666666666664,3000,0.583,0.922
ackley,fixed_iso_gpc,classifier_margin,classifier_margin,0,47,0.2764,0.4665,0.7841,0.474,1000,0.594,0.944,0.458,2000,0.5735,0.926,0.43233333333333335,3000,0.5813333333333334,0.9233333333333333
ackley,fixed_iso_gpc,classifier_margin,classifier_margin,0,48,0.2743,0.4631,0.7806,0.476,1000,0.594,0.937,0.4555,2000,0.5765,0.9225,0.42866666666666664,3000,0.5833333333333334,0.919
ackley,fixed_iso_gpc,classifier_margin,classifier_margin,0,49,0.2786,0.4535,0.7697,0.484,1000,0.59,0.932,0.4575,2000,0.571,0.917,0.43533333333333335,3000,0.5773333333333334,0.913
ackley,fixed_iso_gpc,classifier_margin,classifier_margin,0,50,0.2733,0.4561,0.7753,0.479,1000,0.593,0.936,0.453,2000,0.5795,0.921,0.43133333333333335,3000,0.5823333333333334,0.9166666666666666
ackley,fixed_iso_gpc,classifier_margin,classifier_margin,0,51,0.269,0.4535,0.7754,0.472,1000,0.586,0.936,0.4505,2000,0.572,0.9205,0.42833333333333334,3000,0.5733333333333334,0.9156666666666666
ackley,fixed_iso_gpc,classifier_margin,classifier_margin,0,52,0.2673,0.458,0.7811,0.47,1000,0.593,0.938,0.45,2000,0.574,0.9255,0.42966666666666664,3000,0.574,0.92
ackley,fixed_iso_gpc,classifier_margin,classifier_margin,0,53,0.2657,0.4551,0.7679,0.463,1000,0.588,0.935,0.448,2000,0.567,0.9215,0.4266666666666667,3000,0.5706666666666667,0.9163333333333333
ackley,fixed_iso_gpc,classifier_margin,classifier_margin,0,54,0.267,0.4507,0.7612,0.473,1000,0.589,0.937,0.4485,2000,0.5685,0.9215,0.428,3000,0.5683333333333334,0.917
ackley,fixed_iso_gpc,classifier_margin,classifier_margin,0,55,0.2527,0.455,0.7646,0.473,1000,0.613,0.941,0.445,2000,0.5905,0.927,0.4216666666666667,3000,0.587,0.9216666666666666
ackley,fixed_iso_gpc,classifier_margin,classifier_margin,0,56,0.2498,0.4518,0.7705,0.475,1000,0.629,0.942,0.4435,2000,0.6035,0.928,0.41733333333333333,3000,0.5963333333333334,0.9223333333333333
ackley,fixed_iso_gpc,classifier_margin,classifier_margin,0,57,0.2465,0.4523,0.7654,0.475,1000,0.631,0.941,0.4415,2000,0.61,0.927,0.4116666666666667,3000,0.6026666666666667,0.9206666666666666
ackley,fixed_iso_gpc,classifier_margin,classifier_margin,0,58,0.2412,0.4507,0.7696,0.475,1000,0.64,0.942,0.4395,2000,0.6165,0.9315,0.4063333333333333,3000,0.6063333333333333,0.9246666666666666
ackley,fixed_iso_gpc,classifier_margin,classifier_margin,0,59,0.2374,0.4437,0.7743,0.475,1000,0.651,0.942,0.4375,2000,0.6275,0.9325,0.4033333333333333,3000,0.609,0.926
ackley,fixed_iso_gpc,classifier_margin,classifier_margin,0,60,0.2425,0.4399,0.7723,0.472,1000,0.619,0.938,0.439,2000,0.603,0.927,0.4046666666666667,3000,0.591,0.9173333333333333
ackley,fixed_iso_gpc,classifier_margin,classifier_margin,0,61,0.2476,0.4251,0.7576,0.47,1000,0.603,0.926,0.442,2000,0.592,0.9175,0.4086666666666667,3000,0.5786666666666667,0.9086666666666666
ackley,fixed_iso_gpc,classifier_margin,classifier_margin,0,62,0.2533,0.4177,0.7497,0.466,1000,0.584,0.921,0.443,2000,0.575,0.9125,0.4096666666666667,3000,0.5626666666666666,0.9043333333333333
ackley,fixed_iso_gpc,classifier_margin,classifier_margin,0,63,0.2459,0.4224,0.7438,0.465,1000,0.617,0.923,0.435,2000,0.5975,0.916,0.4013333333333333,3000,0.5863333333333334,0.91
ackley,fixed_iso_gpc,classifier_margin,classifier_margin,0,64,0.248,0.4151,0.7486,0.473,1000,0.595,0.925,0.4405,2000,0.5805,0.916,0.407,3000,0.571,0.9103333333333333
ackley,fixed_iso_gpc,classifier_margin,classifier_margin,0,65,0.2378,0.4144,0.7535,0.48,1000,0.599,0.932,0.4425,2000,0.5855,0.9235,0.4056666666666667,3000,0.5783333333333334,0.9166666666666666
ackley,fixed_iso_gpc,classifier_margin,classifier_margin,0,66,0.2345,0.4142,0.7518,0.483,1000,0.607,0.93,0.442,2000,0.5935,0.924,0.4036666666666667,3000,0.58,0.918
ackley,fixed_iso_gpc,classifier_margin,classifier_margin,0,67,0.2255,0.4155,0.7545,0.486,1000,0.619,0.93,0.44,2000,0.607,0.9255,0.39766666666666667,3000,0.5946666666666667,0.9196666666666666
ackley,fixed_iso_gpc,classifier_margin,classifier_margin,0,68,0.227,0.4132,0.7467,0.483,1000,0.609,0.928,0.441,2000,0.5945,0.924,0.399,3000,0.5826666666666667,0.9166666666666666
ackley,fixed_iso_gpc,classifier_margin,classifier_margin,0,69,0.2206,0.4207,0.7538,0.484,1000,0.633,0.936,0.441,2000,0.618,0.9315,0.395,3000,0.604,0.9266666666666666
ackley,fixed_iso_gpc,classifier_margin,classifier_margin,0,70,0.2259,0.4143,0.745,0.483,1000,0.621,0.927,0.4415,2000,0.604,0.923,0.39866666666666667,3000,0.5906666666666667,0.9193333333333333
ackley,fixed_iso_gpc,classifier_margin,classifier_margin,0,71,0.2215,0.4158,0.7495,0.484,1000,0.621,0.936,0.4415,2000,0.602,0.9295,0.39666666666666667,3000,0.5903333333333334,0.925
ackley,fixed_iso_gpc,classifier_margin,classifier_margin,0,72,0.2203,0.4128,0.7524,0.483,1000,0.616,0.937,0.4405,2000,0.6005,0.9315,0.3983333333333333,3000,0.5896666666666667,0.926
ackley,fixed_iso_gpc,classifier_margin,classifier_margin,0,73,0.223,0.4023,0.7398,0.484,1000,0.597,0.92,0.443,2000,0.5825,0.913,0.4013333333333333,3000,0.575,0.9103333333333333
ackley,fixed_iso_gpc,classifier_margin,classifier_margin,0,74,0.2244,0.4036,0.7357,0.486,1000,0.599,0.916,0.4455,2000,0.582,0.9065,0.402,3000,0.5753333333333334,0.9056666666666666
ackley,fixed_iso_gpc,classifier_margin,classifier_margin,0,75,0.2317,0.3965,0.737,0.494,1000,0.575,0.915,0.454,2000,0.555,0.904,0.4136666666666667,3000,0.5526666666666666,0.903
ackley,fixed_iso_gpc,classifier_margin,classifier_margin,0,76,0.2317,0.3898,0.7379,0.494,1000,0.574,0.915,0.4545,2000,0.553,0.9035,0.4146666666666667,3000,0.5466666666666666,0.9023333333333333
ackley,fixed_iso_gpc,classifier_margin,classifier_margin,0,77,0.2307,0.3984,0.7321,0.492,1000,0.591,0.909,0.4545,2000,0.564,0.9005,0.41233333333333333,3000,0.5576666666666666,0.8986666666666666
