benchmark,metric,tolerance,surrogate_variant,acquisition_rule,method,mean_curve_first_budget,seed_0_first_budget,seed_1_first_budget,seed_2_first_budget,seed_3_first_budget,seed_4_first_budget
ackley,global_error,0.1,optimized_ard_gpc,classifier_entropy,classifier_entropy,null,null,null,null,null,null
ackley,global_error,0.1,optimized_ard_gpc,classifier_gated_diversity,classifier_gated_diversity,null,null,null,null,null,null
ackley,global_error,0.1,optimized_ard_gpc,classifier_margin,classifier_margin,null,null,null,null,null,null
ackley,global_error,0.1,optimized_ard_gpc,classifier_uncertainty_repulsion,classifier_uncertainty_repulsion,null,null,null,null,null,null
ackley,global_error,0.1,optimized_ard_gpc,random,random,null,null,null,null,null,null
ackley,global_error,0.1,optimized_iso_gpc,classifier_entropy,classifier_entropy,null,null,null,null,null,null
ackley,global_error,0.1,optimized_iso_gpc,classifier_gated_diversity,classifier_gated_diversity,null,null,null,null,null,null
ackley,global_error,0.1,optimized_iso_gpc,classifier_margin,classifier_margin,null,null,null,null,null,null
ackley,global_error,0.1,optimized_iso_gpc,classifier_uncertainty_repulsion,classifier_uncertainty_repulsion,null,null,null,null,null,null
ackley,global_error,0.1,optimized_iso_gpc,random,random,null,null,null,null,null,null
ackley,global_error,0.08,fixed_iso_gpc,classifier_entropy,classifier_entropy,null,null,null,null,null,null
ackley,global_error,0.08,fixed_iso_gpc,classifier_gated_diversity,classifier_gated_diversity,null,null,null,null,null,null
ackley,global_error,0.08,fixed_iso_gpc,classifier_margin,classifier_margin,null,null,null,null,null,null
ackley,global_error,0.08,fixed_iso_gpc,classifier_uncertainty_repulsion,classifier_uncertainty_repulsion,null,null,null,null,null,null
ackley,global_error,0.08,fixed_iso_gpc,random,random,null,null,null,null,null,null
ackley,global_error,0.08,optimized_ard_gpc,classifier_entropy,classifier_entropy,null,null,null,null,null,null
ackley,global_error,0.08,optimized_ard_gpc,classifier_gated_diversity,classifier_gated_diversity,null,null,null,null,null,null
ackley,global_error,0.08,optimized_ard_gpc,classifier_margin,classifier_margin,null,null,null,null,null,null
ackley,global_error,0.08,optimized_ard_gpc,classifier_uncertainty_repulsion,classifier_uncertainty_repulsion,null,null,null,null,null,null
ackley,global_error,0.08,optimized_ard_gpc,random,random,null,null,null,null,null,null
ackley,global_error,0.08,optimized_iso_gpc,classifier_entropy,classifier_entropy,null,null,null,null,null,null
ackley,global_error,0.08,optimized_iso_gpc,classifier_gated_diversity,classifier_gated_diversity,null,null,null,null,null,null
ackley,global_error,0.08,optimized_iso_gpc,classifier_margin,classifier_margin,null,null,null,null,null,null
ackley,global_error,0.08,optimized_iso_gpc,classifier_uncertainty_repulsion,classifier_uncertainty_repulsion,null,null,null,null,null,null
ackley,global_error,0.08,optimized_iso_gpc,random,random,null,null,null,null,null,null
ackley,global_error,0.06,fixed_iso_gpc,classifier_entropy,classifier_entropy,null,null,null,null,null,null
ackley,global_error,0.06,fixed_iso_gpc,classifier_gated_diversity,classifier_gated_diversity,null,null,null,null,null,null
ackley,global_error,0.06,fixed_iso_gpc,classifier_margin,classifier_margin,null,null,null,null,null,null
ackley,global_error,0.06,fixed_iso_gpc,classifier_uncertainty_repulsion,classifier_uncertainty_repulsion,null,null,null,null,null,null
ackley,global_error,0.06,fixed_iso_gpc,random,random,null,null,null,null,null,null
ackley,global_error,0.06,optimized_ard_gpc,classifier_entropy,classifier_entropy,null,null,null,null,null,null
ackley,global_error,0.06,optimized_ard_gpc,classifier_gated_diversity,classifier_gated_diversity,null,null,null,null,null,null
ackley,global_error,0.06,optimized_ard_gpc,classifier_margin,classifier_margin,null,null,null,null,null,null
ackley,global_error,0.06,optimized_ard_gpc,classifier_uncertainty_repulsion,classifier_uncertainty_repulsion,null,null,null,null,null,null
ackley,global_error,0.06,optimized_ard_gpc,random,random,null,null,null,null,null,null
ackley,global_error,0.06,optimized_iso_gpc,classifier_entropy,classifier_entropy,null,null,null,null,null,null
ackley,global_error,0.06,optimized_iso_gpc,classifier_gated_diversity,classifier_gated_diversity,null,null,null,null,null,null
ackley,global_error,0.06,optimized_iso_gpc,classifier_margin,classifier_margin,null,null,null,null,null,null
ackley,global_error,0.06,optimized_iso_gpc,classifier_uncertainty_repulsion,classifier_uncertainty_repulsion,null,null,null,null,null,null
ackley,global_error,0.06,optimized_iso_gpc,random,random,null,null,null,null,null,null
ackley,near_boundary_error_q20,0.5,fixed_iso_gpc,classifier_entropy,classifier_entropy,12,12,12,12,12,12
ackley,near_boundary_error_q20,0.5,fixed_iso_gpc,classifier_gated_diversity,classifier_gated_diversity,12,12,12,12,12,12
ackley,near_boundary_error_q20,0.5,fixed_iso_gpc,classifier_margin,classifier_margin,12,12,12,12,12,12
ackley,near_boundary_error_q20,0.5,fixed_iso_gpc,classifier_uncertainty_repulsion,classifier_uncertainty_repulsion,12,12,12,12,12,12
ackley,near_boundary_error_q20,0.5,fixed_iso_gpc,random,random,12,12,12,12,12,12
ackley,near_boundary_error_q20,0.5,optimized_ard_gpc,classifier_entropy,classifier_entropy,12,12,12,12,12,12
ackley,near_boundary_error_q20,0.5,optimized_ard_gpc,classifier_gated_diversity,classifier_gated_diversity,12,12,12,12,12,12
ackley,near_boundary_error_q20,0.5,optimized_ard_gpc,classifier_margin,classifier_margin,12,12,12,12,12,12
ackley,near_boundary_error_q20,0.5,optimized_ard_gpc,classifier_uncertainty_repulsion,classifier_uncertainty_repulsion,12,12,12,12,12,12
ackley,near_boundary_error_q20,0.5,optimized_ard_gpc,random,random,12,12,12,12,12,12
ackley,near_boundary_error_q20,0.5,optimized_iso_gpc,classifier_entropy,classifier_entropy,12,12,12,12,13,12
ackley,near_boundary_error_q20,0.5,optimized_iso_gpc,classifier_gated_diversity,classifier_gated_diversity,12,12,12,12,15,12
ackley,near_boundary_error_q20,0.5,optimized_iso_gpc,classifier_margin,classifier_margin,12,12,12,12,15,12
ackley,near_boundary_error_q20,0.5,optimized_iso_gpc,classifier_uncertainty_repulsion,classifier_uncertainty_repulsion,12,12,12,12,15,12
ackley,near_boundary_error_q20,0.5,optimized_iso_gpc,random,random,12,12,12,12,21,12
ackley,near_boundary_error_q20,0.45,fixed_iso_gpc,classifier_entropy,classifier_entropy,52,52,52,27,77,60
ackley,near_boundary_error_q20,0.45,fixed_iso_gpc,classifier_gated_diversity,classifier_gated_diversity,35,32,26,34,47,23
ackley,near_boundary_error_q20,0.45,fixed_iso_gpc,classifier_margin,classifier_margin,52,52,52,27,77,60
ackley,near_boundary_error_q20,0.45,fixed_iso_gpc,classifier_uncertainty_repulsion,classifier_uncertainty_repulsion,40,30,42,35,36,40
ackley,near_boundary_error_q20,0.45,fixed_iso_gpc,random,random,80,null,35,57,43,74
ackley,near_boundary_error_q20,0.45,optimized_ard_gpc,classifier_entropy,classifier_entropy,80,50,null,40,80,68
ackley,near_boundary_error_q20,0.45,optimized_ard_gpc,classifier_gated_diversity,classifier_gated_diversity,null,53,null,null,72,null
ackley,near_boundary_error_q20,0.45,optimized_ard_gpc,classifier_margin,classifier_margin,80,50,null,40,80,68
ackley,near_boundary_error_q20,0.45,optimized_ard_gpc,classifier_uncertainty_repulsion,classifier_uncertainty_repulsion,80,59,42,47,61,null
ackley,near_boundary_error_q20,0.45,optimized_ard_gpc,random,random,69,72,30,57,44,74
ackley,near_boundary_error_q20,0.45,optimized_iso_gpc,classifier_entropy,classifier_entropy,70,65,null,42,null,null
ackley,near_boundary_error_q20,0.45,optimized_iso_gpc,classifier_gated_diversity,classifier_gated_diversity,null,null,null,33,null,null
ackley,near_boundary_error_q20,0.45,optimized_iso_gpc,classifier_margin,classifier_margin,70,65,null,42,null,null
ackley,near_boundary_error_q20,0.45,optimized_iso_gpc,classifier_uncertainty_repulsion,classifier_uncertainty_repulsion,60,37,null,35,null,null
ackley,near_boundary_error_q20,0.45,optimized_iso_gpc,random,random,51,63,49,47,41,46
ackley,near_boundary_error_q20,0.4,fixed_iso_gpc,classifier_entropy,classifier_entropy,null,null,null,64,null,null
ackley,near_boundary_error_q20,0.4,fixed_iso_gpc,classifier_gated_diversity,classifier_gated_diversity,null,null,null,null,null,null
ackley,near_boundary_error_q20,0.4,fixed_iso_gpc,classifier_margin,classifier_margin,null,null,null,64,null,null
ackley,near_boundary_error_q20,0.4,fixed_iso_gpc,classifier_uncertainty_repulsion,classifier_uncertainty_repulsion,null,null,56,null,null,null
ackley,near_boundary_error_q20,0.4,fixed_iso_gpc,random,random,null,null,null,null,null,null
ackley,near_boundary_error_q20,0.4,optimized_ard_gpc,classifier_entropy,classifier_entropy,null,null,null,null,null,null
ackley,near_boundary_error_q20,0.4,optimized_ard_gpc,classifier_gated_diversity,classifier_gated_diversity,null,null,null,null,null,null
ackley,near_boundary_error_q20,0.4,optimized_ard_gpc,classifier_margin,classifier_margin,null,null,null,null,null,null
ackley,near_boundary_error_q20,0.4,optimized_ard_gpc,classifier_uncertainty_repulsion,classifier_uncertainty_repulsion,null,null,null,null,null,null
ackley,near_boundary_error_q20,0.4,optimized_ard_gpc,random,random,null,null,null,null,null,null
ackley,near_boundary_error_q20,0.4,optimized_iso_gpc,classifier_entropy,classifier_entropy,null,null,null,66,null,null
ackley,near_boundary_error_q20,0.4,optimized_iso_gpc,classifier_gated_diversity,classifier_gated_diversity,null,null,null,51,null,null
ackley,near_boundary_error_q20,0.4,optimized_iso_gpc,classifier_margin,classifier_margin,null,null,null,66,null,null
ackley,near_boundary_error_q20,0.4,optimized_iso_gpc,classifier_uncertainty_repulsion,classifier_uncertainty_repulsion,null,60,null,63,null,null
ackley,near_boundary_error_q20,0.4,optimized_iso_gpc,random,random,null,null,60,null,null,null
ackley,near_boundary_error_q20,0.35,fixed_iso_gpc,classifier_entropy,classifier_entropy,null,null,null,null,null,null
ackley,near_boundary_error_q20,0.35,fixed_iso_gpc,classifier_gated_diversity,classifier_gated_diversity,null,null,null,null,null,null
ackley,near_boundary_error_q20,0.35,fixed_iso_gpc,classifier_margin,classifier_margin,null,null,null,null,null,null
ackley,near_boundary_error_q20,0.35,fixed_iso_gpc,classifier_uncertainty_repulsion,classifier_uncertainty_repulsion,null,null,null,null,null,null
ackley,near_boundary_error_q20,0.35,fixed_iso_gpc,random,random,null,null,null,null,null,null
ackley,near_boundary_error_q20,0.35,optimized_ard_gpc,classifier_entropy,classifier_entropy,null,null,null,null,null,null
ackley,near_boundary_error_q20,0.35,optimized_ard_gpc,classifier_gated_diversity,classifier_gated_diversity,null,null,null,null,null,null
ackley,near_boundary_error_q20,0.35,optimized_ard_gpc,classifier_margin,classifier_margin,null,null,null,null,null,null
ackley,near_boundary_error_q20,0.35,optimized_ard_gpc,classifier_uncertainty_repulsion,classifier_uncertainty_repulsion,null,null,null,null,null,null
ackley,near_boundary_error_q20,0.35,optimized_ard_gpc,random,random,null,null,null,null,null,null
ackley,near_boundary_error_q20,0.35,optimized_iso_gpc,classifier_entropy,classifier_entropy,null,null,null,null,null,null
ackley,near_boundary_error_q20,0.35,optimized_iso_gpc,classifier_gated_diversity,classifier_gated_diversity,null,null,null,null,null,null
ackley,near_boundary_error_q20,0.35,optimized_iso_gpc,classifier_margin,classifier_margin,null,null,null,null,null,null
ackley,near_boundary_error_q20,0.35,optimized_iso_gpc,classifier_uncertainty_repulsion,classifier_uncertainty_repulsion,null,null,null,70,null,null
ackley,near_boundary_error_q20,0.35,optimized_iso_gpc,random,random,null,null,null,null,null,null
ackley,near_boundary_error_q20,0.3,fixed_iso_gpc,classifier_entropy,classifier_entropy,null,null,null,null,null,null
ackley,near_boundary_error_q20,0.3,fixed_iso_gpc,classifier_gated_diversity,classifier_gated_diversity,null,null,null,null,null,null
ackley,near_boundary_error_q20,0.3,fixed_iso_gpc,classifier_margin,classifier_margin,null,null,null,null,null,null
ackley,near_boundary_error_q20,0.3,fixed_iso_gpc,classifier_uncertainty_repulsion,classifier_uncertainty_repulsion,null,null,null,null,null,null
ackley,near_boundary_error_q20,0.3,fixed_iso_gpc,random,random,null,null,null,null,null,null
ackley,near_boundary_error_q20,0.3,optimized_ard_gpc,classifier_entropy,classifier_entropy,null,null,null,null,null,null
ackley,near_boundary_error_q20,0.3,optimized_ard_gpc,classifier_gated_diversity,classifier_gated_diversity,null,null,null,null,null,null
ackley,near_boundary_error_q20,0.3,optimized_ard_gpc,classifier_margin,classifier_margin,null,null,null,null,null,null
ackley,near_boundary_error_q20,0.3,optimized_ard_gpc,classifier_uncertainty_repulsion,classifier_uncertainty_repulsion,null,null,null,null,null,null
ackley,near_boundary_error_q20,0.3,optimized_ard_gpc,random,random,null,null,null,null,null,null
ackley,near_boundary_error_q20,0.3,optimized_iso_gpc,classifier_entropy,classifier_entropy,null,null,null,null,null,null
ackley,near_boundary_error_q20,0.3,optimized_iso_gpc,classifier_gated_diversity,classifier_gated_diversity,null,null,null,null,null,null
ackley,near_boundary_error_q20,0.3,optimized_iso_gpc,classifier_margin,classifier_margin,null,null,null,null,null,null
ackley,near_boundary_error_q20,0.3,optimized_iso_gpc,classifier_uncertainty_repulsion,classifier_uncertainty_repulsion,null,null,null,null,null,null
ackley,near_boundary_error_q20,0.3,optimized_iso_gpc,random,random,null,null,null,null,null,null
ackley,near_boundary_error_q20,0.25,fixed_iso_gpc,classifier_entropy,classifier_entropy,null,null,null,null,null,null
ackley,near_boundary_error_q20,0.25,fixed_iso_gpc,classifier_gated_diversity,classifier_gated_diversity,null,null,null,null,null,null
ackley,near_boundary_error_q20,0.25,fixed_iso_gpc,classifier_margin,classifier_margin,null,null,null,null,null,null
ackley,near_boundary_error_q20,0.25,fixed_iso_gpc,classifier_uncertainty_repulsion,classifier_uncertainty_repulsion,null,null,null,null,null,null
ackley,near_boundary_error_q20,0.25,fixed_iso_gpc,random,random,null,null,null,null,null,null
ackley,near_boundary_error_q20,0.25,optimized_ard_gpc,classifier_entropy,classifier_entropy,null,null,null,null,null,null
ackley,near_boundary_error_q20,0.25,optimized_ard_gpc,classifier_gated_diversity,classifier_gated_diversity,null,null,null,null,null,null
ackley,near_boundary_error_q20,0.25,optimized_ard_gpc,classifier_margin,classifier_margin,null,null,null,null,null,null
ackley,near_boundary_error_q20,0.25,optimized_ard_gpc,classifier_uncertainty_repulsion,classifier_uncertainty_repulsion,null,null,null,null,null,null
ackley,near_boundary_error_q20,0.25,optimized_ard_gpc,random,random,null,null,null,null,null,null
ackley,near_boundary_error_q20,0.25,optimized_iso_gpc,classifier_entropy,classifier_entropy,null,null,null,null,null,null
ackley,near_boundary_error_q20,0.25,optimized_iso_gpc,classifier_gated_diversity,classifier_gated_diversity,null,null,null,null,null,null
ackley,near_boundary_error_q20,0.25,optimized_iso_gpc,classifier_margin,classifier_margin,null,null,null,null,null,null
ackley,near_boundary_error_q20,0.25,optimized_iso_gpc,classifier_uncertainty_repulsion,classifier_uncertainty_repulsion,null,null,null,null,null,null
ackley,near_boundary_error_q20,0.25,optimized_iso_gpc,random,random,null,null,null,null,null,null
ackley,near_boundary_error_q20,0.2,fixed_iso_gpc,classifier_entropy,classifier_entropy,null,null,null,null,null,null
ackley,near_boundary_error_q20,0.2,fixed_iso_gpc,classifier_gated_diversity,classifier_gated_diversity,null,null,null,null,null,null
ackley,near_boundary_error_q20,0.2,fixed_iso_gpc,classifier_margin,classifier_margin,null,null,null,null,null,null
ackley,near_boundary_error_q20,0.2,fixed_iso_gpc,classifier_uncertainty_repulsion,classifier_uncertainty_repulsion,null,null,null,null,null,null
ackley,near_boundary_error_q20,0.2,fixed_iso_gpc,random,random,null,null,null,null,null,null
ackley,near_boundary_error_q20,0.2,optimized_ard_gpc,classifier_entropy,classifier_entropy,null,null,null,null,null,null
ackley,near_boundary_error_q20,0.2,optimized_ard_gpc,classifier_gated_diversity,classifier_gated_diversity,null,null,null,null,null,null
ackley,near_boundary_error_q20,0.2,optimized_ard_gpc,classifier_margin,classifier_margin,null,null,null,null,null,null
ackley,near_boundary_error_q20,0.2,optimized_ard_gpc,classifier_uncertainty_repulsion,classifier_uncertainty_repulsion,null,null,null,null,null,null
ackley,near_boundary_error_q20,0.2,optimized_ard_gpc,random,random,null,null,null,null,null,null
ackley,near_boundary_error_q20,0.2,optimized_iso_gpc,classifier_entropy,classifier_entropy,null,null,null,null,null,null
ackley,near_boundary_error_q20,0.2,optimized_iso_gpc,classifier_gated_diversity,classifier_gated_diversity,null,null,null,null,null,null
ackley,near_boundary_error_q20,0.2,optimized_iso_gpc,classifier_margin,classifier_margin,null,null,null,null,null,null
ackley,near_boundary_error_q20,0.2,optimized_iso_gpc,classifier_uncertainty_repulsion,classifier_uncertainty_repulsion,null,null,null,null,null,null
ackley,near_boundary_error_q20,0.2,optimized_iso_gpc,random,random,null,null,null,null,null,null
ackley,near_boundary_error_q30,0.45,fixed_iso_gpc,classifier_entropy,classifier_entropy,29,28,29,21,49,38
ackley,near_boundary_error_q30,0.45,fixed_iso_gpc,classifier_gated_diversity,classifier_gated_diversity,24,17,25,31,20,22
ackley,near_boundary_error_q30,0.45,fixed_iso_gpc,classifier_margin,classifier_margin,29,28,29,21,49,38
ackley,near_boundary_error_q30,0.45,fixed_iso_gpc,classifier_uncertainty_repulsion,classifier_uncertainty_repulsion,26,23,26,30,29,22
ackley,near_boundary_error_q30,0.45,fixed_iso_gpc,random,random,44,58,31,27,38,50
ackley,near_boundary_error_q30,0.45,optimized_ard_gpc,classifier_entropy,classifier_entropy,46,44,54,28,30,29
ackley,near_boundary_error_q30,0.45,optimized_ard_gpc,classifier_gated_diversity,classifier_gated_diversity,41,24,null,28,54,31
ackley,near_boundary_error_q30,0.45,optimized_ard_gpc,classifier_margin,classifier_margin,46,44,54,28,30,29
ackley,near_boundary_error_q30,0.45,optimized_ard_gpc,classifier_uncertainty_repulsion,classifier_uncertainty_repulsion,44,25,24,29,55,31
ackley,near_boundary_error_q30,0.45,optimized_ard_gpc,random,random,47,47,27,25,44,43
ackley,near_boundary_error_q30,0.45,optimized_iso_gpc,classifier_entropy,classifier_entropy,47,31,null,34,null,16
ackley,near_boundary_error_q30,0.45,optimized_iso_gpc,classifier_gated_diversity,classifier_gated_diversity,52,21,null,26,null,null
ackley,near_boundary_error_q30,0.45,optimized_iso_gpc,classifier_margin,classifier_margin,47,31,null,34,null,16
ackley,near_boundary_error_q30,0.45,optimized_iso_gpc,classifier_uncertainty_repulsion,classifier_uncertainty_repulsion,60,28,null,26,null,null
ackley,near_boundary_error_q30,0.45,optimized_iso_gpc,random,random,45,49,33,31,39,44
ackley,near_boundary_error_q30,0.4,fixed_iso_gpc,classifier_entropy,classifier_entropy,77,67,64,41,null,71
ackley,near_boundary_error_q30,0.4,fixed_iso_gpc,classifier_gated_diversity,classifier_gated_diversity,58,57,49,37,66,45
ackley,near_boundary_error_q30,0.4,fixed_iso_gpc,classifier_margin,classifier_margin,77,67,64,41,null,71
ackley,near_boundary_error_q30,0.4,fixed_iso_gpc,classifier_uncertainty_repulsion,classifier_uncertainty_repulsion,58,58,48,66,null,53
ackley,near_boundary_error_q30,0.4,fixed_iso_gpc,random,random,null,null,78,null,null,null
ackley,near_boundary_error_q30,0.4,optimized_ard_gpc,classifier_entropy,classifier_entropy,null,64,null,null,null,null
ackley,near_boundary_error_q30,0.4,optimized_ard_gpc,classifier_gated_diversity,classifier_gated_diversity,null,null,null,null,null,null
ackley,near_boundary_error_q30,0.4,optimized_ard_gpc,classifier_margin,classifier_margin,null,64,null,null,null,null
ackley,near_boundary_error_q30,0.4,optimized_ard_gpc,classifier_uncertainty_repulsion,classifier_uncertainty_repulsion,null,null,null,null,80,null
ackley,near_boundary_error_q30,0.4,optimized_ard_gpc,random,random,null,null,58,null,null,null
ackley,near_boundary_error_q30,0.4,optimized_iso_gpc,classifier_entropy,classifier_entropy,null,65,null,47,null,null
ackley,near_boundary_error_q30,0.4,optimized_iso_gpc,classifier_gated_diversity,classifier_gated_diversity,null,null,null,41,null,null
ackley,near_boundary_error_q30,0.4,optimized_iso_gpc,classifier_margin,classifier_margin,null,65,null,47,null,null
ackley,near_boundary_error_q30,0.4,optimized_iso_gpc,classifier_uncertainty_repulsion,classifier_uncertainty_repulsion,null,60,null,50,null,null
ackley,near_boundary_error_q30,0.4,optimized_iso_gpc,random,random,65,80,55,60,76,77
ackley,near_boundary_error_q30,0.35,fixed_iso_gpc,classifier_entropy,classifier_entropy,null,null,null,78,null,null
ackley,near_boundary_error_q30,0.35,fixed_iso_gpc,classifier_gated_diversity,classifier_gated_diversity,null,null,null,null,null,null
ackley,near_boundary_error_q30,0.35,fixed_iso_gpc,classifier_margin,classifier_margin,null,null,null,78,null,null
ackley,near_boundary_error_q30,0.35,fixed_iso_gpc,classifier_uncertainty_repulsion,classifier_uncertainty_repulsion,null,null,null,null,null,null
ackley,near_boundary_error_q30,0.35,fixed_iso_gpc,random,random,null,null,null,null,null,null
