benchmark,method,seed,query_number,budget_before_query,budget_after_query,selected_pool_index,true_boundary_distance,in_pool_boundary_band_q10,in_pool_boundary_band_q20,in_pool_boundary_band_q30
branin,randomized_straddle,3,41,46,47,1180,9.005944295027444,False,True,True
branin,randomized_straddle,3,42,47,48,144,4.423138726479209,True,True,True
branin,randomized_straddle,3,43,48,49,321,105.72425274006747,False,False,False
branin,randomized_straddle,3,44,49,50,693,17.806796533759687,False,False,False
branin,randomized_straddle,4,1,6,7,1234,21.479392775899555,False,False,False
branin,randomized_straddle,4,2,7,8,1182,272.51372207838523,False,False,False
branin,randomized_straddle,4,3,8,9,1005,20.03362217471171,False,False,False
branin,randomized_straddle,4,4,9,10,296,10.473338801184298,False,False,True
branin,randomized_straddle,4,5,10,11,729,103.65817725346818,False,False,False
branin,randomized_straddle,4,6,11,12,467,52.648815298885836,False,False,False
branin,randomized_straddle,4,7,12,13,89,8.382359318092423,False,True,True
branin,randomized_straddle,4,8,13,14,181,18.534416294380232,False,False,False
branin,randomized_straddle,4,9,14,15,1112,10.910585751221113,False,False,True
branin,randomized_straddle,4,10,15,16,291,44.21759038837928,False,False,False
branin,randomized_straddle,4,11,16,17,796,9.166703990466623,False,True,True
branin,randomized_straddle,4,12,17,18,477,18.70170862364659,False,False,False
branin,randomized_straddle,4,13,18,19,433,16.5668401311677,False,False,False
branin,randomized_straddle,4,14,19,20,1196,16.020905032601274,False,False,False
branin,randomized_straddle,4,15,20,21,72,166.50967019074614,False,False,False
branin,randomized_straddle,4,16,21,22,48,10.834400787629335,False,False,True
branin,randomized_straddle,4,17,22,23,1467,15.315914251240642,False,False,False
branin,randomized_straddle,4,18,23,24,767,28.20612572872144,False,False,False
branin,randomized_straddle,4,19,24,25,988,24.74454888137627,False,False,False
branin,randomized_straddle,4,20,25,26,1479,23.23153747376861,False,False,False
branin,randomized_straddle,4,21,26,27,793,45.957895051252564,False,False,False
branin,randomized_straddle,4,22,27,28,1073,1.500191497859447,True,True,True
branin,randomized_straddle,4,23,28,29,164,29.751382606126448,False,False,False
branin,randomized_straddle,4,24,29,30,1032,13.608009776449695,False,False,False
branin,randomized_straddle,4,25,30,31,645,106.82938509648307,False,False,False
branin,randomized_straddle,4,26,31,32,1041,7.006603951837299,False,True,True
branin,randomized_straddle,4,27,32,33,293,12.515707157840765,False,False,True
branin,randomized_straddle,4,28,33,34,40,11.950688947066869,False,False,True
branin,randomized_straddle,4,29,34,35,966,4.407647240833775,True,True,True
branin,randomized_straddle,4,30,35,36,586,28.12970906739651,False,False,False
branin,randomized_straddle,4,31,36,37,809,2.6988652668607003,True,True,True
branin,randomized_straddle,4,32,37,38,47,20.242739993990092,False,False,False
branin,randomized_straddle,4,33,38,39,991,5.338308310746314,False,True,True
branin,randomized_straddle,4,34,39,40,1428,7.279762517416643,False,True,True
branin,randomized_straddle,4,35,40,41,1490,15.104343818002476,False,False,False
branin,randomized_straddle,4,36,41,42,1026,3.522747396183064,True,True,True
branin,randomized_straddle,4,37,42,43,835,112.63019586558505,False,False,False
branin,randomized_straddle,4,38,43,44,111,12.650121418618696,False,False,True
branin,randomized_straddle,4,39,44,45,977,160.65933997097903,False,False,False
branin,randomized_straddle,4,40,45,46,724,13.147004910955182,False,False,False
branin,randomized_straddle,4,41,46,47,1176,177.16323353848776,False,False,False
branin,randomized_straddle,4,42,47,48,957,3.596093658962296,True,True,True
branin,randomized_straddle,4,43,48,49,1460,18.969053229271267,False,False,False
branin,randomized_straddle,4,44,49,50,452,87.3451089445037,False,False,False
branin,expected_feasibility,0,1,6,7,358,123.03825286320819,False,False,False
branin,expected_feasibility,0,2,7,8,134,4.519286021858228,True,True,True
branin,expected_feasibility,0,3,8,9,636,9.509472795290442,False,False,True
branin,expected_feasibility,0,4,9,10,1,209.32429766383956,False,False,False
branin,expected_feasibility,0,5,10,11,1268,22.991107735120224,False,False,False
branin,expected_feasibility,0,6,11,12,854,39.61863379294668,False,False,False
branin,expected_feasibility,0,7,12,13,38,156.16378819154164,False,False,False
branin,expected_feasibility,0,8,13,14,776,4.689592638392785,True,True,True
branin,expected_feasibility,0,9,14,15,1415,74.74464094823708,False,False,False
branin,expected_feasibility,0,10,15,16,1106,24.977558142747533,False,False,False
branin,expected_feasibility,0,11,16,17,960,17.526282808764847,False,False,False
branin,expected_feasibility,0,12,17,18,689,22.183690828795637,False,False,False
branin,expected_feasibility,0,13,18,19,418,46.47485212517097,False,False,False
branin,expected_feasibility,0,14,19,20,1223,13.392494867683977,False,False,False
branin,expected_feasibility,0,15,20,21,625,30.525340418948105,False,False,False
branin,expected_feasibility,0,16,21,22,727,15.83680677123491,False,False,False
branin,expected_feasibility,0,17,22,23,792,18.50913788641931,False,False,False
branin,expected_feasibility,0,18,23,24,405,14.782491209870663,False,False,False
branin,expected_feasibility,0,19,24,25,496,25.309157014394877,False,False,False
branin,expected_feasibility,0,20,25,26,539,8.70520962114172,False,True,True
branin,expected_feasibility,0,21,26,27,158,0.6727797259721982,True,True,True
branin,expected_feasibility,0,22,27,28,1333,15.156472720085773,False,False,False
branin,expected_feasibility,0,23,28,29,343,129.63765127700842,False,False,False
branin,expected_feasibility,0,24,29,30,1190,64.31689875986805,False,False,False
branin,expected_feasibility,0,25,30,31,304,183.20160409421672,False,False,False
branin,expected_feasibility,0,26,31,32,938,14.757838216555117,False,False,False
branin,expected_feasibility,0,27,32,33,1168,23.314118978693568,False,False,False
branin,expected_feasibility,0,28,33,34,1152,107.38209662564344,False,False,False
branin,expected_feasibility,0,29,34,35,13,110.69330734985172,False,False,False
branin,expected_feasibility,0,30,35,36,1499,2.4274873629952793,True,True,True
branin,expected_feasibility,0,31,36,37,1320,26.59814208014088,False,False,False
branin,expected_feasibility,0,32,37,38,71,17.290491219148137,False,False,False
branin,expected_feasibility,0,33,38,39,867,34.150512855147234,False,False,False
branin,expected_feasibility,0,34,39,40,976,15.881826663154243,False,False,False
branin,expected_feasibility,0,35,40,41,651,79.60929124676136,False,False,False
branin,expected_feasibility,0,36,41,42,697,181.94374536481087,False,False,False
branin,expected_feasibility,0,37,42,43,1121,79.18338516167282,False,False,False
branin,expected_feasibility,0,38,43,44,663,53.97224215034656,False,False,False
branin,expected_feasibility,0,39,44,45,300,19.99563994333272,False,False,False
branin,expected_feasibility,0,40,45,46,749,12.438051168629137,False,False,False
branin,expected_feasibility,0,41,46,47,1239,4.482517653336224,True,True,True
branin,expected_feasibility,0,42,47,48,48,17.86775148322078,False,False,False
branin,expected_feasibility,0,43,48,49,939,1.0071347683733194,True,True,True
branin,expected_feasibility,0,44,49,50,1136,2.442998876026188,True,True,True
branin,expected_feasibility,1,1,6,7,268,123.94304504718056,False,False,False
branin,expected_feasibility,1,2,7,8,46,6.992640873967403,False,True,True
branin,expected_feasibility,1,3,8,9,1049,209.72860092571702,False,False,False
branin,expected_feasibility,1,4,9,10,437,144.21735706768857,False,False,False
branin,expected_feasibility,1,5,10,11,1203,13.948523505168765,False,False,False
branin,expected_feasibility,1,6,11,12,677,8.775938969600787,False,True,True
branin,expected_feasibility,1,7,12,13,1344,16.501812492711267,False,False,False
branin,expected_feasibility,1,8,13,14,787,12.820396678643633,False,False,False
branin,expected_feasibility,1,9,14,15,161,20.76093514800145,False,False,False
branin,expected_feasibility,1,10,15,16,1376,36.070515838905465,False,False,False
branin,expected_feasibility,1,11,16,17,1198,101.90103645759186,False,False,False
branin,expected_feasibility,1,12,17,18,1313,109.70950223453994,False,False,False
branin,expected_feasibility,1,13,18,19,349,73.84725117244129,False,False,False
branin,expected_feasibility,1,14,19,20,302,22.140847235179905,False,False,False
branin,expected_feasibility,1,15,20,21,1439,26.674647711290493,False,False,False
branin,expected_feasibility,1,16,21,22,1406,15.595613602580778,False,False,False
branin,expected_feasibility,1,17,22,23,1354,5.582811676104637,False,True,True
branin,expected_feasibility,1,18,23,24,758,117.92031980265062,False,False,False
branin,expected_feasibility,1,19,24,25,320,179.785317118833,False,False,False
branin,expected_feasibility,1,20,25,26,142,7.14233133721044,False,True,True
branin,expected_feasibility,1,21,26,27,452,2.412359957526938,True,True,True
branin,expected_feasibility,1,22,27,28,22,22.710834433323505,False,False,False
branin,expected_feasibility,1,23,28,29,1182,6.260817378079217,False,True,True
branin,expected_feasibility,1,24,29,30,860,23.176655618264498,False,False,False
branin,expected_feasibility,1,25,30,31,1185,10.660438887720993,False,False,True
branin,expected_feasibility,1,26,31,32,443,64.86441205471478,False,False,False
branin,expected_feasibility,1,27,32,33,314,94.9298927262657,False,False,False
branin,expected_feasibility,1,28,33,34,1343,12.703028979829767,False,False,False
branin,expected_feasibility,1,29,34,35,1433,6.163804120713255,False,True,True
branin,expected_feasibility,1,30,35,36,1332,24.714181290201925,False,False,False
branin,expected_feasibility,1,31,36,37,449,10.076703520899947,False,False,True
branin,expected_feasibility,1,32,37,38,1330,27.764100899329847,False,False,False
branin,expected_feasibility,1,33,38,39,70,18.42973844916832,False,False,False
branin,expected_feasibility,1,34,39,40,285,65.65344872820843,False,False,False
branin,expected_feasibility,1,35,40,41,357,9.6969075589157,False,False,True
branin,expected_feasibility,1,36,41,42,1146,13.383201534492294,False,False,False
branin,expected_feasibility,1,37,42,43,1265,261.58392743391727,False,False,False
branin,expected_feasibility,1,38,43,44,1145,1.626901685413845,True,True,True
branin,expected_feasibility,1,39,44,45,531,61.75566597727865,False,False,False
branin,expected_feasibility,1,40,45,46,717,18.544826235477444,False,False,False
branin,expected_feasibility,1,41,46,47,1377,1.3989824357289677,True,True,True
branin,expected_feasibility,1,42,47,48,1192,31.973191822259302,False,False,False
branin,expected_feasibility,1,43,48,49,93,26.36298849394048,False,False,False
branin,expected_feasibility,1,44,49,50,201,11.430276363502884,False,False,True
branin,expected_feasibility,2,1,6,7,202,130.31903460411823,False,False,False
branin,expected_feasibility,2,2,7,8,414,244.4638281273451,False,False,False
branin,expected_feasibility,2,3,8,9,276,7.6659009427228,False,True,True
branin,expected_feasibility,2,4,9,10,1183,116.68350791372171,False,False,False
branin,expected_feasibility,2,5,10,11,770,8.132977310233585,False,True,True
branin,expected_feasibility,2,6,11,12,1211,29.001026819272866,False,False,False
branin,expected_feasibility,2,7,12,13,1381,73.45606624151979,False,False,False
branin,expected_feasibility,2,8,13,14,603,141.03815850656406,False,False,False
branin,expected_feasibility,2,9,14,15,1273,2.361748073517834,True,True,True
branin,expected_feasibility,2,10,15,16,489,5.007833900792768,False,True,True
branin,expected_feasibility,2,11,16,17,1480,28.861075492597323,False,False,False
branin,expected_feasibility,2,12,17,18,987,47.457207880312225,False,False,False
branin,expected_feasibility,2,13,18,19,864,17.109730456242033,False,False,False
branin,expected_feasibility,2,14,19,20,525,182.3733042400059,False,False,False
branin,expected_feasibility,2,15,20,21,1161,28.21496224156683,False,False,False
branin,expected_feasibility,2,16,21,22,910,22.565823041576053,False,False,False
branin,expected_feasibility,2,17,22,23,1103,29.08407589641738,False,False,False
branin,expected_feasibility,2,18,23,24,153,21.169051518552365,False,False,False
branin,expected_feasibility,2,19,24,25,1343,15.366645997791922,False,False,False
branin,expected_feasibility,2,20,25,26,109,43.444302707163075,False,False,False
branin,expected_feasibility,2,21,26,27,1365,21.825594671282825,False,False,False
branin,expected_feasibility,2,22,27,28,754,27.986043466937705,False,False,False
branin,expected_feasibility,2,23,28,29,916,85.69373933110934,False,False,False
branin,expected_feasibility,2,24,29,30,595,108.40216377852926,False,False,False
branin,expected_feasibility,2,25,30,31,933,21.978870298672092,False,False,False
branin,expected_feasibility,2,26,31,32,1334,107.4265434004669,False,False,False
branin,expected_feasibility,2,27,32,33,76,4.136107010003972,True,True,True
branin,expected_feasibility,2,28,33,34,1309,57.78397832926409,False,False,False
branin,expected_feasibility,2,29,34,35,966,2.6732648066058395,True,True,True
branin,expected_feasibility,2,30,35,36,1212,9.483907552165782,False,False,True
branin,expected_feasibility,2,31,36,37,48,22.517411259890213,False,False,False
branin,expected_feasibility,2,32,37,38,1288,16.150195710968262,False,False,False
branin,expected_feasibility,2,33,38,39,189,84.36883613451829,False,False,False
branin,expected_feasibility,2,34,39,40,1402,0.5162629711522904,True,True,True
branin,expected_feasibility,2,35,40,41,301,51.82726488135745,False,False,False
branin,expected_feasibility,2,36,41,42,1187,2.312641199574724,True,True,True
branin,expected_feasibility,2,37,42,43,1216,16.37245419173179,False,False,False
branin,expected_feasibility,2,38,43,44,1264,185.18073287910119,False,False,False
branin,expected_feasibility,2,39,44,45,1148,60.384029245807525,False,False,False
branin,expected_feasibility,2,40,45,46,244,12.126779055329372,False,False,True
branin,expected_feasibility,2,41,46,47,1013,15.807022103692546,False,False,False
branin,expected_feasibility,2,42,47,48,485,0.9514780399460214,True,True,True
branin,expected_feasibility,2,43,48,49,406,20.145747878546715,False,False,False
branin,expected_feasibility,2,44,49,50,74,24.622067104781273,False,False,False
branin,expected_feasibility,3,1,6,7,23,22.163202906335915,False,False,False
branin,expected_feasibility,3,2,7,8,666,16.76907048147389,False,False,False
branin,expected_feasibility,3,3,8,9,1031,142.1292921503913,False,False,False
branin,expected_feasibility,3,4,9,10,1236,256.3731998129815,False,False,False
branin,expected_feasibility,3,5,10,11,1129,29.986098634558275,False,False,False
branin,expected_feasibility,3,6,11,12,213,9.121311253464086,False,False,True
branin,expected_feasibility,3,7,12,13,1300,11.189700145240352,False,False,True
branin,expected_feasibility,3,8,13,14,10,10.248163493797602,False,False,True
branin,expected_feasibility,3,9,14,15,924,13.924073624943336,False,False,False
branin,expected_feasibility,3,10,15,16,1018,90.08176838070987,False,False,False
branin,expected_feasibility,3,11,16,17,1293,44.01423441399379,False,False,False
branin,expected_feasibility,3,12,17,18,1286,88.15016371977839,False,False,False
branin,expected_feasibility,3,13,18,19,390,16.81605764395863,False,False,False
branin,expected_feasibility,3,14,19,20,538,25.6765258966745,False,False,False
branin,expected_feasibility,3,15,20,21,1413,170.82056063469724,False,False,False
branin,expected_feasibility,3,16,21,22,384,10.220623680144755,False,False,True
branin,expected_feasibility,3,17,22,23,268,9.848603074368697,False,False,True
branin,expected_feasibility,3,18,23,24,874,63.900206569032704,False,False,False
branin,expected_feasibility,3,19,24,25,308,99.94795403682446,False,False,False
branin,expected_feasibility,3,20,25,26,812,16.208568017389744,False,False,False
branin,expected_feasibility,3,21,26,27,1490,11.197426732804352,False,False,True
branin,expected_feasibility,3,22,27,28,440,42.39729363773385,False,False,False
branin,expected_feasibility,3,23,28,29,1105,22.281638550511406,False,False,False
branin,expected_feasibility,3,24,29,30,1124,175.87184557411217,False,False,False
branin,expected_feasibility,3,25,30,31,611,5.015738379230186,True,True,True
branin,expected_feasibility,3,26,31,32,1050,1.1137941904193198,True,True,True
branin,expected_feasibility,3,27,32,33,117,24.44846220737188,False,False,False
branin,expected_feasibility,3,28,33,34,731,11.23421886932104,False,False,True
branin,expected_feasibility,3,29,34,35,870,44.23277753912001,False,False,False
branin,expected_feasibility,3,30,35,36,1036,1.0342821962749262,True,True,True
branin,expected_feasibility,3,31,36,37,151,1.7755378492451968,True,True,True
branin,expected_feasibility,3,32,37,38,573,8.188982465853037,False,True,True
branin,expected_feasibility,3,33,38,39,195,119.96796643551008,False,False,False
branin,expected_feasibility,3,34,39,40,732,20.213399514618896,False,False,False
branin,expected_feasibility,3,35,40,41,289,27.29675048147693,False,False,False
branin,expected_feasibility,3,36,41,42,181,8.078327739226886,False,True,True
branin,expected_feasibility,3,37,42,43,78,26.47869601705277,False,False,False
branin,expected_feasibility,3,38,43,44,444,15.930830302336567,False,False,False
branin,expected_feasibility,3,39,44,45,1235,2.3349128307772062,True,True,True
branin,expected_feasibility,3,40,45,46,938,131.57878369117202,False,False,False
branin,expected_feasibility,3,41,46,47,670,7.890699426165668,False,True,True
branin,expected_feasibility,3,42,47,48,507,34.958563537835744,False,False,False
branin,expected_feasibility,3,43,48,49,107,73.91320014886688,False,False,False
branin,expected_feasibility,3,44,49,50,586,22.14842123015662,False,False,False
branin,expected_feasibility,4,1,6,7,1182,272.51372207838523,False,False,False
branin,expected_feasibility,4,2,7,8,636,8.608871778023818,False,True,True
branin,expected_feasibility,4,3,8,9,1196,16.020905032601274,False,False,False
branin,expected_feasibility,4,4,9,10,477,18.70170862364659,False,False,False
branin,expected_feasibility,4,5,10,11,675,101.24053730770021,False,False,False
branin,expected_feasibility,4,6,11,12,256,28.625122840029192,False,False,False
branin,expected_feasibility,4,7,12,13,892,30.789508228720273,False,False,False
branin,expected_feasibility,4,8,13,14,377,73.29582028614738,False,False,False
branin,expected_feasibility,4,9,14,15,529,2.1181881460804206,True,True,True
branin,expected_feasibility,4,10,15,16,284,153.36433378795607,False,False,False
branin,expected_feasibility,4,11,16,17,415,35.2575909690768,False,False,False
branin,expected_feasibility,4,12,17,18,1311,5.435555279375301,False,True,True
branin,expected_feasibility,4,13,18,19,482,8.639132532363384,False,True,True
branin,expected_feasibility,4,14,19,20,1299,16.338712290539238,False,False,False
branin,expected_feasibility,4,15,20,21,1082,41.6758677576063,False,False,False
branin,expected_feasibility,4,16,21,22,1267,18.9139630690425,False,False,False
branin,expected_feasibility,4,17,22,23,599,29.981515765027687,False,False,False
branin,expected_feasibility,4,18,23,24,231,12.098560688600827,False,False,True
branin,expected_feasibility,4,19,24,25,173,27.643465517239655,False,False,False
branin,expected_feasibility,4,20,25,26,938,33.835604575551145,False,False,False
branin,expected_feasibility,4,21,26,27,178,144.57067618455557,False,False,False
branin,expected_feasibility,4,22,27,28,669,151.0125710129977,False,False,False
branin,expected_feasibility,4,23,28,29,468,18.511994050610717,False,False,False
branin,expected_feasibility,4,24,29,30,1466,1.8099886319523755,True,True,True
branin,expected_feasibility,4,25,30,31,237,27.26862779091303,False,False,False
branin,expected_feasibility,4,26,31,32,1115,18.473210478527427,False,False,False
branin,expected_feasibility,4,27,32,33,499,4.360254524464622,True,True,True
branin,expected_feasibility,4,28,33,34,862,18.862424065673075,False,False,False
branin,expected_feasibility,4,29,34,35,726,15.378928191794556,False,False,False
branin,expected_feasibility,4,30,35,36,1026,3.522747396183064,True,True,True
branin,expected_feasibility,4,31,36,37,795,10.843001580137823,False,False,True
branin,expected_feasibility,4,32,37,38,348,63.9224118687665,False,False,False
branin,expected_feasibility,4,33,38,39,906,6.144941591251989,False,True,True
branin,expected_feasibility,4,34,39,40,342,18.703397681480958,False,False,False
branin,expected_feasibility,4,35,40,41,933,103.04163828950377,False,False,False
branin,expected_feasibility,4,36,41,42,1228,1.7226768789790796,True,True,True
branin,expected_feasibility,4,37,42,43,1260,26.594793139988838,False,False,False
branin,expected_feasibility,4,38,43,44,1085,81.10091530660375,False,False,False
branin,expected_feasibility,4,39,44,45,1437,114.50148209708783,False,False,False
branin,expected_feasibility,4,40,45,46,721,113.6860955711748,False,False,False
branin,expected_feasibility,4,41,46,47,5,3.2732537083858944,True,True,True
branin,expected_feasibility,4,42,47,48,193,27.75587624243363,False,False,False
branin,expected_feasibility,4,43,48,49,1225,27.888542935060634,False,False,False
branin,expected_feasibility,4,44,49,50,819,8.304348277024776,False,True,True
