benchmark_population,formulation,model,metric,run_count,mean,std,median,minimum,maximum
primary_common,binary,matern32_gpc,q10_error,2,0.2777777777777778,0.07856742013183861,0.2777777777777778,0.2222222222222222,0.3333333333333333
primary_common,binary,matern32_gpc,q20_error,2,0.14705882352941177,0.04159451654038516,0.14705882352941177,0.11764705882352941,0.17647058823529413
primary_common,binary,matern32_gpc,q30_error,2,0.1,0.028284271247461894,0.1,0.08,0.12
primary_common,binary,matern32_gpc,mae,0,,,,,
primary_common,binary,matern32_gpc,rmse,0,,,,,
primary_common,binary,matern32_gpc,relative_mae,0,,,,,
primary_common,binary,matern32_gpc,relative_rmse,0,,,,,
primary_common,binary,matern32_gpc,r2,0,,,,,
primary_common,binary,matern52_gpc,balanced_accuracy,2,0.9386363636363637,0.01821335648510804,0.9386363636363637,0.9257575757575758,0.9515151515151515
primary_common,binary,matern52_gpc,sensitivity,2,0.9,0.04714045207910316,0.9,0.8666666666666667,0.9333333333333333
primary_common,binary,matern52_gpc,specificity,2,0.9772727272727273,0.010713739108887075,0.9772727272727273,0.9696969696969697,0.9848484848484849
primary_common,binary,matern52_gpc,precision,2,0.9017857142857143,0.037880720420707926,0.9017857142857143,0.875,0.9285714285714286
primary_common,binary,matern52_gpc,f1,2,0.899888765294772,0.004719288862201624,0.899888765294772,0.896551724137931,0.9032258064516129
primary_common,binary,matern52_gpc,roc_auc,2,0.9904040404040404,0.00499974491748075,0.9904040404040404,0.9868686868686868,0.993939393939394
primary_common,binary,matern52_gpc,average_precision,2,0.9730859010270774,0.005710993144037066,0.9730859010270774,0.9690476190476189,0.9771241830065359
primary_common,binary,matern52_gpc,brier_score,2,0.02317094395720542,0.0016860113619993043,0.02317094395720542,0.021978753889978143,0.024363134024432694
primary_common,binary,matern52_gpc,global_error,2,0.037037037037037035,0.0,0.037037037037037035,0.037037037037037035,0.037037037037037035
primary_common,binary,matern52_gpc,q10_error,2,0.2777777777777778,0.07856742013183861,0.2777777777777778,0.2222222222222222,0.3333333333333333
primary_common,binary,matern52_gpc,q20_error,2,0.14705882352941177,0.04159451654038516,0.14705882352941177,0.11764705882352941,0.17647058823529413
primary_common,binary,matern52_gpc,q30_error,2,0.12,0.0,0.12,0.12,0.12
primary_common,binary,matern52_gpc,mae,0,,,,,
primary_common,binary,matern52_gpc,rmse,0,,,,,
primary_common,binary,matern52_gpc,relative_mae,0,,,,,
primary_common,binary,matern52_gpc,relative_rmse,0,,,,,
primary_common,binary,matern52_gpc,r2,0,,,,,
primary_common,binary,prevalence,balanced_accuracy,2,0.5,0.0,0.5,0.5,0.5
primary_common,binary,prevalence,sensitivity,2,0.0,0.0,0.0,0.0,0.0
primary_common,binary,prevalence,specificity,2,1.0,0.0,1.0,1.0,1.0
primary_common,binary,prevalence,precision,2,0.0,0.0,0.0,0.0,0.0
primary_common,binary,prevalence,f1,2,0.0,0.0,0.0,0.0,0.0
primary_common,binary,prevalence,roc_auc,2,0.5,0.0,0.5,0.5,0.5
primary_common,binary,prevalence,average_precision,2,0.18518518518518517,0.0,0.18518518518518517,0.18518518518518517,0.18518518518518517
primary_common,binary,prevalence,brier_score,2,0.15092973632068282,0.0,0.15092973632068282,0.15092973632068282,0.15092973632068282
primary_common,binary,prevalence,global_error,2,0.18518518518518517,0.0,0.18518518518518517,0.18518518518518517,0.18518518518518517
primary_common,binary,prevalence,q10_error,2,0.4444444444444444,0.0,0.4444444444444444,0.4444444444444444,0.4444444444444444
primary_common,binary,prevalence,q20_error,2,0.38235294117647056,0.12478354962115543,0.38235294117647056,0.29411764705882354,0.47058823529411764
primary_common,binary,prevalence,q30_error,2,0.32,0.056568542494923775,0.32,0.28,0.36
primary_common,binary,prevalence,mae,0,,,,,
primary_common,binary,prevalence,rmse,0,,,,,
primary_common,binary,prevalence,relative_mae,0,,,,,
primary_common,binary,prevalence,relative_rmse,0,,,,,
primary_common,binary,prevalence,r2,0,,,,,
primary_common,binary,rbf_gpc,balanced_accuracy,2,0.9462121212121213,0.028927095593995117,0.9462121212121213,0.9257575757575758,0.9666666666666667
primary_common,binary,rbf_gpc,sensitivity,2,0.9,0.04714045207910316,0.9,0.8666666666666667,0.9333333333333333
primary_common,binary,rbf_gpc,specificity,2,0.9924242424242424,0.010713739108887075,0.9924242424242424,0.9848484848484849,1.0
primary_common,binary,rbf_gpc,precision,2,0.9642857142857143,0.05050762722761051,0.9642857142857143,0.9285714285714286,1.0
primary_common,binary,rbf_gpc,f1,2,0.9310344827586208,0.04876598490941709,0.9310344827586208,0.896551724137931,0.9655172413793104
primary_common,binary,rbf_gpc,roc_auc,2,0.9904040404040404,0.00499974491748075,0.9904040404040404,0.9868686868686868,0.993939393939394
primary_common,binary,rbf_gpc,average_precision,2,0.9730859010270774,0.005710993144037066,0.9730859010270774,0.9690476190476189,0.9771241830065359
primary_common,binary,rbf_gpc,brier_score,2,0.02195270807107401,0.0022933641011183203,0.02195270807107401,0.020331054763443455,0.023574361378704566
primary_common,binary,rbf_gpc,global_error,2,0.024691358024691357,0.017459426695964134,0.024691358024691357,0.012345679012345678,0.037037037037037035
primary_common,binary,rbf_gpc,q10_error,2,0.16666666666666666,0.07856742013183861,0.16666666666666666,0.1111111111111111,0.2222222222222222
primary_common,binary,rbf_gpc,q20_error,2,0.08823529411764705,0.04159451654038515,0.08823529411764705,0.058823529411764705,0.11764705882352941
primary_common,binary,rbf_gpc,q30_error,2,0.08,0.0565685424949238,0.08,0.04,0.12
primary_common,binary,rbf_gpc,mae,0,,,,,
primary_common,binary,rbf_gpc,rmse,0,,,,,
primary_common,binary,rbf_gpc,relative_mae,0,,,,,
primary_common,binary,rbf_gpc,relative_rmse,0,,,,,
primary_common,binary,rbf_gpc,r2,0,,,,,
primary_common,max_depth,linear_ridge,balanced_accuracy,2,0.8833333333333334,0.03642671297021608,0.8833333333333334,0.8575757575757577,0.9090909090909092
primary_common,max_depth,linear_ridge,sensitivity,2,0.9333333333333333,0.09428090415820632,0.9333333333333333,0.8666666666666667,1.0
primary_common,max_depth,linear_ridge,specificity,2,0.8333333333333334,0.02142747821777415,0.8333333333333334,0.8181818181818182,0.8484848484848485
primary_common,max_depth,linear_ridge,precision,2,0.5603864734299517,0.006831949576681571,0.5603864734299517,0.5555555555555556,0.5652173913043478
primary_common,max_depth,linear_ridge,f1,2,0.6992481203007519,0.02126636935899391,0.6992481203007519,0.6842105263157895,0.7142857142857143
primary_common,max_depth,linear_ridge,roc_auc,2,0.9828282828282828,0.012856486930664426,0.9828282828282828,0.9737373737373738,0.9919191919191919
primary_common,max_depth,linear_ridge,average_precision,2,0.9494024393480915,0.03876239852885241,0.9494024393480915,0.9219932844932845,0.9768115942028985
primary_common,max_depth,linear_ridge,brier_score,0,,,,,
primary_common,max_depth,linear_ridge,global_error,2,0.14814814814814814,0.0,0.14814814814814814,0.14814814814814814,0.14814814814814814
primary_common,max_depth,linear_ridge,q10_error,2,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
primary_common,max_depth,linear_ridge,q20_error,2,0.3529411764705882,0.1663780661615406,0.3529411764705882,0.23529411764705882,0.47058823529411764
primary_common,max_depth,linear_ridge,q30_error,2,0.32,0.11313708498984763,0.32,0.24,0.4
primary_common,max_depth,linear_ridge,mae,2,28.067980890966567,0.3024890758588224,28.067980890966567,27.854088814191943,28.281872967741194
primary_common,max_depth,linear_ridge,rmse,2,37.40976995151752,1.6773389811847323,37.40976995151752,36.22371218357326,38.59582771946178
primary_common,max_depth,linear_ridge,relative_mae,2,0.290571189800681,0.006040482569465575,0.290571189800681,0.2862999236141727,0.2948424559871892
primary_common,max_depth,linear_ridge,relative_rmse,2,0.3870730041595092,0.005142085759022075,0.3870730041595092,0.3834370004498619,0.39070900786915647
primary_common,max_depth,linear_ridge,r2,2,0.7984804014267504,0.015858197473761944,0.7984804014267504,0.7872669624556579,0.8096938403978428
primary_common,max_depth,matern32_gpr,balanced_accuracy,2,0.925,0.01607060866333069,0.925,0.9136363636363636,0.9363636363636364
primary_common,max_depth,matern32_gpr,sensitivity,2,0.9333333333333333,0.0,0.9333333333333333,0.9333333333333333,0.9333333333333333
primary_common,max_depth,matern32_gpr,specificity,2,0.9166666666666667,0.0321412173266613,0.9166666666666667,0.8939393939393939,0.9393939393939394
primary_common,max_depth,matern32_gpr,precision,2,0.7222222222222222,0.07856742013183865,0.7222222222222222,0.6666666666666666,0.7777777777777778
primary_common,max_depth,matern32_gpr,f1,2,0.8131313131313131,0.0499974491748064,0.8131313131313131,0.7777777777777778,0.8484848484848485
primary_common,max_depth,matern32_gpr,roc_auc,2,0.9871212121212121,0.008213866650146779,0.9871212121212121,0.9813131313131312,0.9929292929292929
primary_common,max_depth,matern32_gpr,average_precision,2,0.928620674816327,0.07094714024290592,0.928620674816327,0.8784534708447752,0.9787878787878788
primary_common,max_depth,matern32_gpr,brier_score,2,0.05458014969675769,0.011960593484123525,0.05458014969675769,0.046122732937118306,0.06303756645639706
primary_common,max_depth,matern32_gpr,global_error,2,0.08024691358024691,0.026189140043946204,0.08024691358024691,0.06172839506172839,0.09876543209876543
primary_common,max_depth,matern32_gpr,q10_error,2,0.2222222222222222,0.15713484026367722,0.2222222222222222,0.1111111111111111,0.3333333333333333
primary_common,max_depth,matern32_gpr,q20_error,2,0.23529411764705882,0.0831890330807703,0.23529411764705882,0.17647058823529413,0.29411764705882354
primary_common,max_depth,matern32_gpr,q30_error,2,0.2,0.11313708498984763,0.2,0.12,0.28
primary_common,max_depth,matern32_gpr,mae,2,10.920387792181733,0.057315704139495785,10.920387792181733,10.879859469116214,10.960916115247253
primary_common,max_depth,matern32_gpr,rmse,2,24.37650264000387,3.652496426668451,24.37650264000387,21.793797648446976,26.959207631560766
primary_common,max_depth,matern32_gpr,relative_mae,2,0.11306217480574735,0.0029752832189955444,0.11306217480574735,0.11095833186564505,0.11516601774584963
primary_common,max_depth,matern32_gpr,relative_rmse,2,0.2518016157544692,0.02985242003491082,0.2518016157544692,0.23069276711295458,0.27291046439598377
primary_common,max_depth,matern32_gpr,r2,2,0.9150723829357563,0.01120529167149903,0.9150723829357563,0.9071490452096662,0.9229957206618464
primary_common,max_depth,matern52_gpr,balanced_accuracy,2,0.9212121212121211,0.0,0.9212121212121211,0.9212121212121211,0.9212121212121211
primary_common,max_depth,matern52_gpr,sensitivity,2,0.9333333333333333,0.0,0.9333333333333333,0.9333333333333333,0.9333333333333333
primary_common,max_depth,matern52_gpr,specificity,2,0.9090909090909091,0.0,0.9090909090909091,0.9090909090909091,0.9090909090909091
primary_common,max_depth,matern52_gpr,precision,2,0.7,0.0,0.7,0.7,0.7
primary_common,max_depth,matern52_gpr,f1,2,0.8,0.0,0.8,0.8,0.8
primary_common,max_depth,matern52_gpr,roc_auc,2,0.9871212121212121,0.008213866650146779,0.9871212121212121,0.9813131313131312,0.9929292929292929
primary_common,max_depth,matern52_gpr,average_precision,2,0.928620674816327,0.07094714024290592,0.928620674816327,0.8784534708447752,0.9787878787878788
primary_common,max_depth,matern52_gpr,brier_score,2,0.05047736384742331,0.007132047916538257,0.05047736384742331,0.04543424440189172,0.0555204832929549
primary_common,max_depth,matern52_gpr,global_error,2,0.08641975308641975,0.0,0.08641975308641975,0.08641975308641975,0.08641975308641975
primary_common,max_depth,matern52_gpr,q10_error,2,0.2222222222222222,0.15713484026367722,0.2222222222222222,0.1111111111111111,0.3333333333333333
primary_common,max_depth,matern52_gpr,q20_error,2,0.23529411764705882,0.0831890330807703,0.23529411764705882,0.17647058823529413,0.29411764705882354
primary_common,max_depth,matern52_gpr,q30_error,2,0.18,0.08485281374238571,0.18,0.12,0.24
primary_common,max_depth,matern52_gpr,mae,2,11.617181233592643,0.5035793342548394,11.617181233592643,11.261096871475639,11.973265595709647
primary_common,max_depth,matern52_gpr,rmse,2,25.606380304221346,4.316733656968013,25.606380304221346,22.55398866280306,28.658771945639632
primary_common,max_depth,matern52_gpr,relative_mae,2,0.12020397321566706,0.0014176964473374412,0.12020397321566706,0.11920151044409068,0.12120643598724344
primary_common,max_depth,matern52_gpr,relative_rmse,2,0.26442744180916106,0.036328125358197245,0.26442744180916106,0.2387395780205848,0.2901153055977373
primary_common,max_depth,matern52_gpr,r2,2,0.9063015205215441,0.015879534207257955,0.9063015205215441,0.8950729942015082,0.9175300468415799
primary_common,max_depth,mean,balanced_accuracy,2,0.5,0.0,0.5,0.5,0.5
primary_common,max_depth,mean,sensitivity,2,0.0,0.0,0.0,0.0,0.0
primary_common,max_depth,mean,specificity,2,1.0,0.0,1.0,1.0,1.0
primary_common,max_depth,mean,precision,2,0.0,0.0,0.0,0.0,0.0
primary_common,max_depth,mean,f1,2,0.0,0.0,0.0,0.0,0.0
primary_common,max_depth,mean,roc_auc,2,0.5,0.0,0.5,0.5,0.5
primary_common,max_depth,mean,average_precision,2,0.18518518518518517,0.0,0.18518518518518517,0.18518518518518517,0.18518518518518517
primary_common,max_depth,mean,brier_score,0,,,,,
primary_common,max_depth,mean,global_error,2,0.18518518518518517,0.0,0.18518518518518517,0.18518518518518517,0.18518518518518517
primary_common,max_depth,mean,q10_error,2,0.4444444444444444,0.0,0.4444444444444444,0.4444444444444444,0.4444444444444444
primary_common,max_depth,mean,q20_error,2,0.38235294117647056,0.12478354962115543,0.38235294117647056,0.29411764705882354,0.47058823529411764
primary_common,max_depth,mean,q30_error,2,0.32,0.056568542494923775,0.32,0.28,0.36
primary_common,max_depth,mean,mae,2,56.47310742626887,4.2754773220086975,56.47310742626887,53.449888419067214,59.496326433470514
primary_common,max_depth,mean,rmse,2,83.70799245547485,7.251003226979886,83.70799245547485,78.58075890327184,88.83522600767787
primary_common,max_depth,mean,relative_mae,2,0.5840334902265734,0.025813825492303575,0.5840334902265734,0.5657803591725994,0.6022866212805474
primary_common,max_depth,mean,relative_rmse,2,0.8655418957804684,0.047722670276551374,0.8655418957804684,0.8317968720115893,0.8992869195493476
primary_common,max_depth,mean,r2,2,-0.0046498110288942796,0.005007123641281143,-0.0046498110288942796,-0.008190382109883654,-0.0011092399479049053
primary_common,max_depth,polynomial2_ridge,balanced_accuracy,2,0.925,0.07392479985132085,0.925,0.8727272727272728,0.9772727272727273
primary_common,max_depth,polynomial2_ridge,sensitivity,2,0.9333333333333333,0.09428090415820632,0.9333333333333333,0.8666666666666667,1.0
primary_common,max_depth,polynomial2_ridge,specificity,2,0.9166666666666667,0.05356869554443545,0.9166666666666667,0.8787878787878788,0.9545454545454546
primary_common,max_depth,polynomial2_ridge,precision,2,0.7261904761904763,0.15152288168283162,0.7261904761904763,0.6190476190476191,0.8333333333333334
primary_common,max_depth,polynomial2_ridge,f1,2,0.8156565656565656,0.132136115676274,0.8156565656565656,0.7222222222222222,0.9090909090909091
primary_common,max_depth,polynomial2_ridge,roc_auc,2,0.9888888888888889,0.011427988382812962,0.9888888888888889,0.9808080808080808,0.9969696969696971
primary_common,max_depth,polynomial2_ridge,average_precision,2,0.9680676328502416,0.029445702675497818,0.9680676328502416,0.9472463768115942,0.9888888888888889
primary_common,max_depth,polynomial2_ridge,brier_score,0,,,,,
primary_common,max_depth,polynomial2_ridge,global_error,2,0.08024691358024691,0.061107993435874475,0.08024691358024691,0.037037037037037035,0.12345679012345678
primary_common,max_depth,polynomial2_ridge,q10_error,2,0.16666666666666666,0.07856742013183861,0.16666666666666666,0.1111111111111111,0.2222222222222222
primary_common,max_depth,polynomial2_ridge,q20_error,2,0.2058823529411765,0.20797258270192576,0.2058823529411765,0.058823529411764705,0.35294117647058826
primary_common,max_depth,polynomial2_ridge,q30_error,2,0.19999999999999998,0.2262741699796952,0.19999999999999998,0.04,0.36
primary_common,max_depth,polynomial2_ridge,mae,2,20.168085819169526,1.7273766057109523,20.168085819169526,18.94664610760831,21.38952553073074
primary_common,max_depth,polynomial2_ridge,rmse,2,29.95216093193556,4.832137379873834,29.95216093193556,26.535323823001775,33.36899804086934
primary_common,max_depth,polynomial2_ridge,relative_mae,2,0.20854151781222538,0.011294698216284123,0.20854151781222538,0.20055496011203527,0.21652807551241549
primary_common,max_depth,polynomial2_ridge,relative_rmse,2,0.3093401726471083,0.04024451859081228,0.3093401726471083,0.28088300064595684,0.3377973446482597
primary_common,max_depth,polynomial2_ridge,r2,2,0.8717961089052244,0.019867062589030593,0.8717961089052244,0.8577479742262634,0.8858442435841856
primary_common,max_depth,rbf_gpr,balanced_accuracy,2,0.9287878787878787,0.0,0.9287878787878787,0.9287878787878787,0.9287878787878787
primary_common,max_depth,rbf_gpr,sensitivity,2,0.9333333333333333,0.0,0.9333333333333333,0.9333333333333333,0.9333333333333333
primary_common,max_depth,rbf_gpr,specificity,2,0.9242424242424242,0.0,0.9242424242424242,0.9242424242424242,0.9242424242424242
primary_common,max_depth,rbf_gpr,precision,2,0.7368421052631579,0.0,0.7368421052631579,0.7368421052631579,0.7368421052631579
primary_common,max_depth,rbf_gpr,f1,2,0.8235294117647058,0.0,0.8235294117647058,0.8235294117647058,0.8235294117647058
primary_common,max_depth,rbf_gpr,roc_auc,2,0.9866161616161615,0.006071118828369347,0.9866161616161615,0.9823232323232323,0.9909090909090909
primary_common,max_depth,rbf_gpr,average_precision,2,0.9244741369741369,0.0622881617263995,0.9244741369741369,0.8804297554297554,0.9685185185185183
primary_common,max_depth,rbf_gpr,brier_score,2,0.04458758342634915,0.007497771966803702,0.04458758342634915,0.03928585802483185,0.04988930882786644
primary_common,max_depth,rbf_gpr,global_error,2,0.07407407407407407,0.0,0.07407407407407407,0.07407407407407407,0.07407407407407407
primary_common,max_depth,rbf_gpr,q10_error,2,0.2222222222222222,0.15713484026367722,0.2222222222222222,0.1111111111111111,0.3333333333333333
primary_common,max_depth,rbf_gpr,q20_error,2,0.20588235294117646,0.04159451654038514,0.20588235294117646,0.17647058823529413,0.23529411764705882
primary_common,max_depth,rbf_gpr,q30_error,2,0.16,0.05656854249492382,0.16,0.12,0.2
primary_common,max_depth,rbf_gpr,mae,2,14.552629529837738,1.1711780166947359,14.552629529837738,13.724481612256278,15.380777447419197
primary_common,max_depth,rbf_gpr,rmse,2,28.57127954650356,6.208631682923901,28.57127954650356,24.181113981618424,32.9614451113887
primary_common,max_depth,rbf_gpr,relative_mae,2,0.15048901647699453,0.007370833051624007,0.15048901647699453,0.14527705044319725,0.15570098251079179
primary_common,max_depth,rbf_gpr,relative_rmse,2,0.29481737704039973,0.05494823974394673,0.29481737704039973,0.25596310410319084,0.3336716499776086
primary_common,max_depth,rbf_gpr,r2,2,0.8832015061090491,0.031112635674104456,0.8832015061090491,0.8612015504433034,0.9052014617747949
secondary_g3_common,binary,binary_matern32_gpc_g3_common,balanced_accuracy,1,0.8924242424242425,,0.8924242424242425,0.8924242424242425,0.8924242424242425
secondary_g3_common,binary,binary_matern32_gpc_g3_common,sensitivity,1,0.8,,0.8,0.8,0.8
secondary_g3_common,binary,binary_matern32_gpc_g3_common,specificity,1,0.9848484848484849,,0.9848484848484849,0.9848484848484849,0.9848484848484849
secondary_g3_common,binary,binary_matern32_gpc_g3_common,precision,1,0.9230769230769231,,0.9230769230769231,0.9230769230769231,0.9230769230769231
secondary_g3_common,binary,binary_matern32_gpc_g3_common,f1,1,0.8571428571428571,,0.8571428571428571,0.8571428571428571,0.8571428571428571
secondary_g3_common,binary,binary_matern32_gpc_g3_common,roc_auc,1,0.9959595959595959,,0.9959595959595959,0.9959595959595959,0.9959595959595959
secondary_g3_common,binary,binary_matern32_gpc_g3_common,average_precision,1,0.9829505135387488,,0.9829505135387488,0.9829505135387488,0.9829505135387488
secondary_g3_common,binary,binary_matern32_gpc_g3_common,brier_score,1,0.02287136445080785,,0.02287136445080785,0.02287136445080785,0.02287136445080785
secondary_g3_common,binary,binary_matern32_gpc_g3_common,global_error,1,0.04938271604938271,,0.04938271604938271,0.04938271604938271,0.04938271604938271
secondary_g3_common,binary,binary_matern32_gpc_g3_common,q10_error,1,0.2222222222222222,,0.2222222222222222,0.2222222222222222,0.2222222222222222
secondary_g3_common,binary,binary_matern32_gpc_g3_common,q20_error,1,0.17647058823529413,,0.17647058823529413,0.17647058823529413,0.17647058823529413
secondary_g3_common,binary,binary_matern32_gpc_g3_common,q30_error,1,0.16,,0.16,0.16,0.16
secondary_g3_common,binary,binary_matern32_gpc_g3_common,mae,0,,,,,
secondary_g3_common,binary,binary_matern32_gpc_g3_common,rmse,0,,,,,
secondary_g3_common,binary,binary_matern32_gpc_g3_common,relative_mae,0,,,,,
secondary_g3_common,binary,binary_matern32_gpc_g3_common,relative_rmse,0,,,,,
secondary_g3_common,binary,binary_matern32_gpc_g3_common,r2,0,,,,,
secondary_g3_common,g3,g3_matern32_gpr,balanced_accuracy,1,0.9924242424242424,,0.9924242424242424,0.9924242424242424,0.9924242424242424
secondary_g3_common,g3,g3_matern32_gpr,sensitivity,1,1.0,,1.0,1.0,1.0
secondary_g3_common,g3,g3_matern32_gpr,specificity,1,0.9848484848484849,,0.9848484848484849,0.9848484848484849,0.9848484848484849
secondary_g3_common,g3,g3_matern32_gpr,precision,1,0.9375,,0.9375,0.9375,0.9375
secondary_g3_common,g3,g3_matern32_gpr,f1,1,0.967741935483871,,0.967741935483871,0.967741935483871,0.967741935483871
secondary_g3_common,g3,g3_matern32_gpr,roc_auc,1,0.998989898989899,,0.998989898989899,0.998989898989899,0.998989898989899
secondary_g3_common,g3,g3_matern32_gpr,average_precision,1,0.9958333333333333,,0.9958333333333333,0.9958333333333333,0.9958333333333333
secondary_g3_common,g3,g3_matern32_gpr,brier_score,1,0.010147530802809881,,0.010147530802809881,0.010147530802809881,0.010147530802809881
secondary_g3_common,g3,g3_matern32_gpr,global_error,1,0.012345679012345678,,0.012345679012345678,0.012345679012345678,0.012345679012345678
secondary_g3_common,g3,g3_matern32_gpr,q10_error,1,0.1111111111111111,,0.1111111111111111,0.1111111111111111,0.1111111111111111
secondary_g3_common,g3,g3_matern32_gpr,q20_error,1,0.058823529411764705,,0.058823529411764705,0.058823529411764705,0.058823529411764705
secondary_g3_common,g3,g3_matern32_gpr,q30_error,1,0.04,,0.04,0.04,0.04
secondary_g3_common,g3,g3_matern32_gpr,mae,0,,,,,
secondary_g3_common,g3,g3_matern32_gpr,rmse,0,,,,,
secondary_g3_common,g3,g3_matern32_gpr,relative_mae,0,,,,,
secondary_g3_common,g3,g3_matern32_gpr,relative_rmse,0,,,,,
secondary_g3_common,g3,g3_matern32_gpr,r2,0,,,,,
secondary_g3_common,max_depth,matern32_gpr_g3_common,balanced_accuracy,1,0.9181818181818182,,0.9181818181818182,0.9181818181818182,0.9181818181818182
secondary_g3_common,max_depth,matern32_gpr_g3_common,sensitivity,1,0.8666666666666667,,0.8666666666666667,0.8666666666666667,0.8666666666666667
secondary_g3_common,max_depth,matern32_gpr_g3_common,specificity,1,0.9696969696969697,,0.9696969696969697,0.9696969696969697,0.9696969696969697
secondary_g3_common,max_depth,matern32_gpr_g3_common,precision,1,0.8666666666666667,,0.8666666666666667,0.8666666666666667,0.8666666666666667
secondary_g3_common,max_depth,matern32_gpr_g3_common,f1,1,0.8666666666666667,,0.8666666666666667,0.8666666666666667,0.8666666666666667
secondary_g3_common,max_depth,matern32_gpr_g3_common,roc_auc,1,0.9757575757575758,,0.9757575757575758,0.9757575757575758,0.9757575757575758
secondary_g3_common,max_depth,matern32_gpr_g3_common,average_precision,1,0.87117346705582,,0.87117346705582,0.87117346705582,0.87117346705582
secondary_g3_common,max_depth,matern32_gpr_g3_common,brier_score,1,0.0380821772137355,,0.0380821772137355,0.0380821772137355,0.0380821772137355
secondary_g3_common,max_depth,matern32_gpr_g3_common,global_error,1,0.04938271604938271,,0.04938271604938271,0.04938271604938271,0.04938271604938271
secondary_g3_common,max_depth,matern32_gpr_g3_common,q10_error,1,0.2222222222222222,,0.2222222222222222,0.2222222222222222,0.2222222222222222
secondary_g3_common,max_depth,matern32_gpr_g3_common,q20_error,1,0.17647058823529413,,0.17647058823529413,0.17647058823529413,0.17647058823529413
secondary_g3_common,max_depth,matern32_gpr_g3_common,q30_error,1,0.16,,0.16,0.16,0.16
secondary_g3_common,max_depth,matern32_gpr_g3_common,mae,1,10.370893940775604,,10.370893940775604,10.370893940775604,10.370893940775604
secondary_g3_common,max_depth,matern32_gpr_g3_common,rmse,1,24.08712278134577,,24.08712278134577,24.08712278134577,24.08712278134577
secondary_g3_common,max_depth,matern32_gpr_g3_common,relative_mae,1,0.10938778820090814,,0.10938778820090814,0.10938778820090814,0.10938778820090814
secondary_g3_common,max_depth,matern32_gpr_g3_common,relative_rmse,1,0.2540607492682612,,0.2540607492682612,0.2540607492682612,0.2540607492682612
secondary_g3_common,max_depth,matern32_gpr_g3_common,r2,1,0.9109081395713131,,0.9109081395713131,0.9109081395713131,0.9109081395713131
