benchmark_population,formulation,model,probability_bin,row_count,mean_predicted_probability,observed_keyhole_fraction,status
primary_common,binary,matern52_gpc,"(0.2, 0.3]",4,0.22532828768767388,0.0,held_out_20_fold_pooled_diagnostic
primary_common,binary,matern52_gpc,"(0.3, 0.4]",3,0.34361451137461546,0.6666666666666666,held_out_20_fold_pooled_diagnostic
primary_common,binary,matern52_gpc,"(0.4, 0.5]",2,0.4745697015310917,0.0,held_out_20_fold_pooled_diagnostic
primary_common,binary,matern52_gpc,"(0.5, 0.6]",3,0.520406906980932,0.0,held_out_20_fold_pooled_diagnostic
primary_common,binary,matern52_gpc,"(0.7, 0.8]",2,0.7566495263800164,1.0,held_out_20_fold_pooled_diagnostic
primary_common,binary,matern52_gpc,"(0.8, 0.9]",3,0.8406976350720848,1.0,held_out_20_fold_pooled_diagnostic
primary_common,binary,matern52_gpc,"(0.9, 1.0]",22,0.9830730179044115,1.0,held_out_20_fold_pooled_diagnostic
primary_common,binary,prevalence,"(0.1, 0.2]",162,0.1790123456790123,0.18518518518518517,held_out_20_fold_pooled_diagnostic
primary_common,binary,rbf_gpc,"(-0.001, 0.1]",116,0.013334279533000488,0.008620689655172414,held_out_20_fold_pooled_diagnostic
primary_common,binary,rbf_gpc,"(0.1, 0.2]",9,0.1562960450438469,0.0,held_out_20_fold_pooled_diagnostic
primary_common,binary,rbf_gpc,"(0.2, 0.3]",3,0.24231091411763828,0.0,held_out_20_fold_pooled_diagnostic
primary_common,binary,rbf_gpc,"(0.3, 0.4]",2,0.3576854490507344,1.0,held_out_20_fold_pooled_diagnostic
primary_common,binary,rbf_gpc,"(0.4, 0.5]",4,0.4695456756265166,0.0,held_out_20_fold_pooled_diagnostic
primary_common,binary,rbf_gpc,"(0.5, 0.6]",1,0.5153580215745421,0.0,held_out_20_fold_pooled_diagnostic
primary_common,binary,rbf_gpc,"(0.7, 0.8]",2,0.7491792038264009,1.0,held_out_20_fold_pooled_diagnostic
primary_common,binary,rbf_gpc,"(0.8, 0.9]",3,0.8505815834228088,1.0,held_out_20_fold_pooled_diagnostic
primary_common,binary,rbf_gpc,"(0.9, 1.0]",22,0.986503111672598,1.0,held_out_20_fold_pooled_diagnostic
primary_common,max_depth,matern32_gpr,"(-0.001, 0.1]",116,0.006269836802966147,0.0,held_out_20_fold_pooled_diagnostic
primary_common,max_depth,matern32_gpr,"(0.1, 0.2]",4,0.1627912936181441,0.5,held_out_20_fold_pooled_diagnostic
primary_common,max_depth,matern32_gpr,"(0.2, 0.3]",1,0.23678995082156074,0.0,held_out_20_fold_pooled_diagnostic
primary_common,max_depth,matern32_gpr,"(0.4, 0.5]",2,0.4466123496138626,0.0,held_out_20_fold_pooled_diagnostic
primary_common,max_depth,matern32_gpr,"(0.5, 0.6]",1,0.5073443286614109,0.0,held_out_20_fold_pooled_diagnostic
primary_common,max_depth,matern32_gpr,"(0.6, 0.7]",1,0.672820780525514,0.0,held_out_20_fold_pooled_diagnostic
primary_common,max_depth,matern32_gpr,"(0.7, 0.8]",4,0.7379812157739865,0.0,held_out_20_fold_pooled_diagnostic
primary_common,max_depth,matern32_gpr,"(0.8, 0.9]",3,0.8576821601233426,0.0,held_out_20_fold_pooled_diagnostic
primary_common,max_depth,matern32_gpr,"(0.9, 1.0]",30,0.9945168680486245,0.9333333333333333,held_out_20_fold_pooled_diagnostic
primary_common,max_depth,matern52_gpr,"(-0.001, 0.1]",116,0.006321948236076608,0.008620689655172414,held_out_20_fold_pooled_diagnostic
primary_common,max_depth,matern52_gpr,"(0.1, 0.2]",2,0.11165388958554853,0.0,held_out_20_fold_pooled_diagnostic
primary_common,max_depth,matern52_gpr,"(0.2, 0.3]",3,0.23258627887753994,0.3333333333333333,held_out_20_fold_pooled_diagnostic
primary_common,max_depth,matern52_gpr,"(0.3, 0.4]",1,0.35025580971143905,0.0,held_out_20_fold_pooled_diagnostic
primary_common,max_depth,matern52_gpr,"(0.5, 0.6]",3,0.5762268375620913,0.0,held_out_20_fold_pooled_diagnostic
primary_common,max_depth,matern52_gpr,"(0.6, 0.7]",3,0.6353540416956299,0.0,held_out_20_fold_pooled_diagnostic
primary_common,max_depth,matern52_gpr,"(0.7, 0.8]",2,0.7221494385548225,0.0,held_out_20_fold_pooled_diagnostic
primary_common,max_depth,matern52_gpr,"(0.8, 0.9]",3,0.8517104720645504,0.0,held_out_20_fold_pooled_diagnostic
primary_common,max_depth,matern52_gpr,"(0.9, 1.0]",29,0.9956298368385873,0.9655172413793104,held_out_20_fold_pooled_diagnostic
primary_common,max_depth,rbf_gpr,"(-0.001, 0.1]",114,0.005902000907103108,0.0,held_out_20_fold_pooled_diagnostic
primary_common,max_depth,rbf_gpr,"(0.1, 0.2]",4,0.15480775319707243,0.0,held_out_20_fold_pooled_diagnostic
primary_common,max_depth,rbf_gpr,"(0.2, 0.3]",3,0.2584716329789731,0.3333333333333333,held_out_20_fold_pooled_diagnostic
primary_common,max_depth,rbf_gpr,"(0.3, 0.4]",1,0.33319475774138835,0.0,held_out_20_fold_pooled_diagnostic
primary_common,max_depth,rbf_gpr,"(0.4, 0.5]",2,0.4489438957314542,0.5,held_out_20_fold_pooled_diagnostic
primary_common,max_depth,rbf_gpr,"(0.5, 0.6]",2,0.538336409852568,0.0,held_out_20_fold_pooled_diagnostic
primary_common,max_depth,rbf_gpr,"(0.6, 0.7]",2,0.6587131586407304,0.5,held_out_20_fold_pooled_diagnostic
primary_common,max_depth,rbf_gpr,"(0.7, 0.8]",3,0.7544359296641946,0.0,held_out_20_fold_pooled_diagnostic
primary_common,max_depth,rbf_gpr,"(0.8, 0.9]",4,0.8380875153881224,0.25,held_out_20_fold_pooled_diagnostic
primary_common,max_depth,rbf_gpr,"(0.9, 1.0]",27,0.999657034893143,0.9629629629629629,held_out_20_fold_pooled_diagnostic
secondary_g3_common,binary,binary_matern32_gpc_g3_common,"(-0.001, 0.1]",63,0.01083675662553358,0.0,held_out_20_fold_pooled_diagnostic
secondary_g3_common,binary,binary_matern32_gpc_g3_common,"(0.1, 0.2]",1,0.15386624114603364,0.0,held_out_20_fold_pooled_diagnostic
secondary_g3_common,binary,binary_matern32_gpc_g3_common,"(0.2, 0.3]",1,0.26160409646570315,1.0,held_out_20_fold_pooled_diagnostic
secondary_g3_common,binary,binary_matern32_gpc_g3_common,"(0.3, 0.4]",1,0.3398643860431889,0.0,held_out_20_fold_pooled_diagnostic
secondary_g3_common,binary,binary_matern32_gpc_g3_common,"(0.4, 0.5]",2,0.43824162914430786,1.0,held_out_20_fold_pooled_diagnostic
secondary_g3_common,binary,binary_matern32_gpc_g3_common,"(0.5, 0.6]",1,0.5320951629821451,0.0,held_out_20_fold_pooled_diagnostic
secondary_g3_common,binary,binary_matern32_gpc_g3_common,"(0.6, 0.7]",1,0.6369950221709928,1.0,held_out_20_fold_pooled_diagnostic
secondary_g3_common,binary,binary_matern32_gpc_g3_common,"(0.7, 0.8]",1,0.7010645271883504,1.0,held_out_20_fold_pooled_diagnostic
secondary_g3_common,binary,binary_matern32_gpc_g3_common,"(0.9, 1.0]",10,0.9798363470736036,1.0,held_out_20_fold_pooled_diagnostic
secondary_g3_common,g3,g3_matern32_gpr,"(-0.001, 0.1]",64,0.004323759231475066,0.0,held_out_20_fold_pooled_diagnostic
secondary_g3_common,g3,g3_matern32_gpr,"(0.1, 0.2]",1,0.15925301650401885,0.0,held_out_20_fold_pooled_diagnostic
secondary_g3_common,g3,g3_matern32_gpr,"(0.5, 0.6]",1,0.5903653532092358,1.0,held_out_20_fold_pooled_diagnostic
secondary_g3_common,g3,g3_matern32_gpr,"(0.7, 0.8]",1,0.7860196514751356,0.0,held_out_20_fold_pooled_diagnostic
secondary_g3_common,g3,g3_matern32_gpr,"(0.9, 1.0]",14,0.9967485387318051,1.0,held_out_20_fold_pooled_diagnostic
secondary_g3_common,max_depth,matern32_gpr_g3_common,"(-0.001, 0.1]",64,0.008854584215199017,0.015625,held_out_20_fold_pooled_diagnostic
secondary_g3_common,max_depth,matern32_gpr_g3_common,"(0.2, 0.3]",1,0.264705211989652,1.0,held_out_20_fold_pooled_diagnostic
secondary_g3_common,max_depth,matern32_gpr_g3_common,"(0.4, 0.5]",1,0.4801672004748838,0.0,held_out_20_fold_pooled_diagnostic
secondary_g3_common,max_depth,matern32_gpr_g3_common,"(0.5, 0.6]",1,0.560941745271475,0.0,held_out_20_fold_pooled_diagnostic
secondary_g3_common,max_depth,matern32_gpr_g3_common,"(0.9, 1.0]",14,0.9840266547324348,0.9285714285714286,held_out_20_fold_pooled_diagnostic
