benchmark_population,experiment_name,partition,has_keyhole,P,VX,LS,ST,empirical_boundary_distance,nearest_opposite_experiment,nearest_opposite_label,boundary_rank,boundary_rank_fraction,global_q10,global_q20,global_q30,knn_k,knn_positive_fraction,knn_label_entropy_bits,knn_opposite_fraction,standardized_P,standardized_VX,standardized_LS,standardized_ST
primary_common,P-140p236446589_VX-0p550532928497_LS-7p91865165046e-05_ST-370p758962256_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p76263771576e-06_H-a88ac79600,new-data,False,140.236446589,0.550532928497,7.91865165046e-05,370.758962256,1.9139657718544971,P-243p936893462_VX-0p545516283598_LS-5p6904291389e-05_ST-360p082453969_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p84322017154e-06_H-e0ed0fec98,1,315.0,0.7777777777777778,False,False,False,10,0.0,0.0,0.0,-0.6896951606227862,-0.3104093486881565,1.1472455111510274,0.6906386100616064
primary_common,P-143p707582907_VX-0p952433280409_LS-8p80948922839e-05_ST-329p530804101_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p06504833697e-06_H-1605f46060,new-data,False,143.707582907,0.952433280409,8.80948922839e-05,329.530804101,2.9147091031830774,P-228p959503311_VX-0p480404321045_LS-6p0796636822e-05_ST-336p115873803_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p00417926977e-05_H-ba17ade68b,1,401.0,0.9901234567901235,False,False,False,10,0.0,0.0,0.0,-0.6536264404998994,1.4102527724500695,1.764981266219795,-0.6147553874922046
primary_common,P-144p087720513_VX-0p415546267467_LS-5p02923295381e-05_ST-327p07537462_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p16091058462e-05_H-0602c4a780,new-data,False,144.087720513,0.415546267467,5.02923295381e-05,327.07537462,0.8902675613251452,P-211p816522505_VX-0p520710876808_LS-4p80782604054e-05_ST-318p660442183_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-9p26448979247e-06_H-5a4acb0e81,1,77.0,0.19012345679012346,False,True,True,10,0.1,0.4689955935892812,0.1,-0.6496764150146144,-0.8883298043141905,-0.8563714045524947,-0.6925008665374613
primary_common,P-148p299467422_VX-0p674162518859_LS-5p7557139752e-05_ST-331p520012414_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p15572353559e-06_H-e73b90164d,new-data,False,148.299467422,0.674162518859,5.7557139752e-05,331.520012414,1.1920181108526875,P-243p042265843_VX-0p642372627708_LS-5p19118052277e-05_ST-314p809567363_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p50984770355e-06_H-ac0fcec187,1,132.0,0.32592592592592595,False,False,False,10,0.0,0.0,0.0,-0.6059119798060646,0.21888790665315547,-0.3526058322309093,-0.5517717203123156
primary_common,P-150p071418192_VX-0p423845414489_LS-8p67749479825e-05_ST-322p128190627_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p1381792602e-05_H-2afbe2208b,new-data,False,150.071418192,0.423845414489,8.67749479825e-05,322.128190627,2.0425123440700457,P-228p959503311_VX-0p480404321045_LS-6p0796636822e-05_ST-336p115873803_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p00417926977e-05_H-ba17ade68b,1,334.0,0.8246913580246914,False,False,False,10,0.0,0.0,0.0,-0.5874995665386163,-0.8527985392864873,1.6734520346432933,-0.849141972477172
primary_common,P-155p252053768_VX-0p916931554055_LS-7p35634948929e-05_ST-366p816583574_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p26115671522e-06_H-1d842653b1,new-data,False,155.252053768,0.916931554055,7.35634948929e-05,366.816583574,2.18122333756249,P-243p936893462_VX-0p545516283598_LS-5p6904291389e-05_ST-360p082453969_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p84322017154e-06_H-e0ed0fec98,1,354.0,0.8740740740740741,False,False,False,10,0.0,0.0,0.0,-0.53366736937585,1.2582586886386729,0.7573269011679579,0.5658123336070808
primary_common,P-155p610380822_VX-0p863747905944_LS-4p82199969556e-05_ST-303p817651114_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p58510251639e-06_H-44aa3a8888,new-data,False,155.610380822,0.863747905944,4.82199969556e-05,303.817651114,1.3821481977526142,P-243p042265843_VX-0p642372627708_LS-5p19118052277e-05_ST-314p809567363_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p50984770355e-06_H-ac0fcec187,1,197.0,0.48641975308641977,False,False,False,10,0.0,0.0,0.0,-0.5299439782326778,1.0305627228770413,-1.0000736870245572,-1.4289027340998264
primary_common,P-157p183722649_VX-0p714259673467_LS-7p38607203139e-05_ST-347p368293375_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p75401507634e-06_H-add9572a86,new-data,False,157.183722649,0.714259673467,7.38607203139e-05,347.368293375,1.5831222227177468,P-228p959503311_VX-0p480404321045_LS-6p0796636822e-05_ST-336p115873803_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p00417926977e-05_H-ba17ade68b,1,234.0,0.5777777777777777,False,False,False,10,0.0,0.0,0.0,-0.5135953186535599,0.390556467706109,0.777937478720569,-0.04997266442781827
primary_common,P-160p605564338_VX-0p585171267024_LS-4p89218084001e-05_ST-323p833105745_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p24394647322e-06_H-0602c4a780,new-data,False,160.605564338,0.585171267024,4.89218084001e-05,323.833105745,0.6241600664435467,P-211p816522505_VX-0p520710876808_LS-4p80782604054e-05_ST-318p660442183_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-9p26448979247e-06_H-5a4acb0e81,1,24.0,0.05925925925925926,True,True,True,10,0.1,0.4689955935892812,0.1,-0.47803882104632084,-0.16211170038049333,-0.9514077985029372,-0.7951597898870901
primary_common,P-162p142815649_VX-0p926926325143_LS-6p49234891537e-05_ST-377p454931887_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p20442722594e-06_H-eed8ed7ef3,new-data,False,162.142815649,0.926926325143,6.49234891537e-05,377.454931887,2.000160669409275,P-243p936893462_VX-0p545516283598_LS-5p6904291389e-05_ST-360p082453969_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p84322017154e-06_H-e0ed0fec98,1,330.0,0.8148148148148148,False,False,False,10,0.0,0.0,0.0,-0.46206517950205916,1.3010494549038754,0.15820079767498302,0.9026509568477047
primary_common,P-163p562272254_VX-0p729793018519_LS-5p10150522361e-05_ST-318p261957537_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p6102586358e-06_H-eed8ed7ef3,new-data,False,163.562272254,0.729793018519,5.10150522361e-05,318.261957537,0.9154095872633387,P-243p042265843_VX-0p642372627708_LS-5p19118052277e-05_ST-314p809567363_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p50984770355e-06_H-ac0fcec187,1,83.0,0.20493827160493827,False,False,True,10,0.0,0.0,0.0,-0.44731554758848824,0.4570596153604772,-0.80625546168985,-0.9715572753838778
primary_common,P-164p187091551_VX-0p507792014735_LS-6p92164167976e-05_ST-301p020288893_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-9p50018996564e-06_H-c15424829d,new-data,False,164.187091551,0.507792014735,6.92164167976e-05,301.020288893,1.4291416987922234,P-228p959503311_VX-0p480404321045_LS-6p0796636822e-05_ST-336p115873803_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p00417926977e-05_H-ba17ade68b,1,206.0,0.508641975308642,False,False,False,10,0.0,0.0,0.0,-0.4408230245970957,-0.4933966762265303,0.4558863651969822,-1.5174747202299987
primary_common,P-164p607131174_VX-0p867199563125_LS-5p32762751968e-05_ST-314p058214573_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p56287250149e-06_H-0e4c2fc094,new-data,False,164.607131174,0.867199563125,5.32762751968e-05,314.058214573,1.2650266506359462,P-243p042265843_VX-0p642372627708_LS-5p19118052277e-05_ST-314p809567363_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p50984770355e-06_H-ac0fcec187,1,158.0,0.39012345679012345,False,False,False,10,0.0,0.0,0.0,-0.4364583756134342,1.0453403555370941,-0.6494549059417839,-1.1046590455826315
primary_common,P-166p111836501_VX-0p454755470987_LS-7p13150844087e-05_ST-303p391516497_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p06081639712e-05_H-0e4c2fc094,new-data,False,166.111836501,0.454755470987,7.13150844087e-05,303.391516497,1.4297287264457967,P-228p959503311_VX-0p480404321045_LS-6p0796636822e-05_ST-336p115873803_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p00417926977e-05_H-ba17ade68b,1,207.0,0.5111111111111111,False,False,False,10,0.0,0.0,0.0,-0.4208229207263581,-0.7204628418298287,0.6014148042187923,-1.442395298310198
primary_common,P-167p350234557_VX-0p509305540745_LS-7p79284260895e-05_ST-367p465417979_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-9p47195782704e-06_H-0c5439e4b5,new-data,False,167.350234557,0.509305540745,7.79284260895e-05,367.465417979,1.679793007867983,P-228p959503311_VX-0p480404321045_LS-6p0796636822e-05_ST-336p115873803_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p00417926977e-05_H-ba17ade68b,1,268.0,0.6617283950617284,False,False,False,10,0.0,0.0,0.0,-0.4079546756358491,-0.4869167941802098,1.0600054292583834,0.5863561700430697
primary_common,P-168p279672268_VX-0p662944494492_LS-8p51138696034e-05_ST-361p222757169_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p27680920966e-06_H-1d842653b1,new-data,False,168.279672268,0.662944494492,8.51138696034e-05,361.222757169,2.1174664711062294,P-228p959503311_VX-0p480404321045_LS-6p0796636822e-05_ST-336p115873803_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p00417926977e-05_H-ba17ade68b,1,348.0,0.8592592592592593,False,False,False,10,0.0,0.0,0.0,-0.3982968501866221,0.17086000742272872,1.5582674564257843,0.3886967956053073
primary_common,P-172p471893954_VX-0p300060565388_LS-5p45268436948e-05_ST-394p546009672_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p60771562794e-05_H-0e4c2fc094,new-data,False,172.471893954,0.300060565388,5.45268436948e-05,394.546009672,0.7658984888470086,P-208p096600196_VX-0p256636148953_LS-4p52492384214e-05_ST-395p602757306_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p87975101041e-05_H-1980b1708d,1,46.0,0.11358024691358025,False,True,True,10,0.1,0.4689955935892812,0.1,-0.3547353023726331,-1.3827605062407697,-0.5627364182493009,1.44380029144534
primary_common,P-173p043282634_VX-0p866796851528_LS-6p96390683614e-05_ST-349p021338305_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p56545699781e-06_H-27614c4053,new-data,False,173.043282634,0.866796851528,6.96390683614e-05,349.021338305,1.826785880156237,P-243p936893462_VX-0p545516283598_LS-5p6904291389e-05_ST-360p082453969_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p84322017154e-06_H-e0ed0fec98,1,301.0,0.7432098765432099,False,False,False,10,0.0,0.0,0.0,-0.3487979791181604,1.043616220219958,0.485194399496755,0.002367168974295849
primary_common,P-173p906668607_VX-0p677544388934_LS-8p62016404031e-05_ST-334p396108383_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p12000672104e-06_H-89021150a8,new-data,False,173.906668607,0.677544388934,8.62016404031e-05,334.396108383,2.0361843721300272,P-228p959503311_VX-0p480404321045_LS-6p0796636822e-05_ST-336p115873803_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p00417926977e-05_H-ba17ade68b,1,332.0,0.8197530864197531,False,False,False,10,0.0,0.0,0.0,-0.3398264999928156,0.23336675870934268,1.6336970221448044,-0.46070681267792024
primary_common,P-177p821134596_VX-0p63969291749_LS-8p76195222961e-05_ST-320p228793407_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p5413068851e-06_H-0e4c2fc094,new-data,False,177.821134596,0.63969291749,8.76195222961e-05,320.228793407,2.1118775145045245,P-228p959503311_VX-0p480404321045_LS-6p0796636822e-05_ST-336p115873803_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p00417926977e-05_H-ba17ade68b,1,345.0,0.8518518518518519,False,False,False,10,0.0,0.0,0.0,-0.29915112304041985,0.0713126753197943,1.7320175649092802,-0.9092819797177734
primary_common,P-185p872045369_VX-0p416268682161_LS-7p15564692144e-05_ST-371p982346013_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p15889587897e-05_H-bc28d74e69,new-data,False,185.872045369,0.416268682161,7.15564692144e-05,371.982346013,1.2886104300702015,P-238p319282705_VX-0p253960262605_LS-5p92121677448e-05_ST-384p128817665_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p89955725889e-05_H-452de4062d,1,165.0,0.4074074074074074,False,False,False,10,0.0,0.0,0.0,-0.21549377835480776,-0.8852369192400525,0.6181532118595771,0.729374219037602
primary_common,P-187p255870651_VX-0p828194463092_LS-4p64611349328e-05_ST-375p783913497_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p82486459159e-06_H-bc28d74e69,new-data,False,187.255870651,0.828194463092,4.64611349328e-05,375.783913497,1.2590491300571152,P-223p161294482_VX-0p578452940205_LS-4p86833733719e-05_ST-359p100984903_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p33969415266e-06_H-1e85da8953,1,156.0,0.3851851851851852,False,False,False,10,0.0,0.0,0.0,-0.20111439298275993,0.8783472244320835,-1.1220389011818692,0.8497420355248769
primary_common,P-198p376734591_VX-0p636800402216_LS-8p40585875992e-05_ST-361p411435367_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p5755614887e-06_H-1605f46060,new-data,False,198.376734591,0.636800402216,8.40585875992e-05,361.411435367,1.9475032256474287,P-228p959503311_VX-0p480404321045_LS-6p0796636822e-05_ST-336p115873803_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p00417926977e-05_H-ba17ade68b,1,321.0,0.7925925925925926,False,False,False,10,0.0,0.0,0.0,-0.08555703878248459,0.058928905454682615,1.4850907694712747,0.3946708530980663
primary_common,P-199p601335125_VX-0p449852506485_LS-5p7030843283e-05_ST-364p706449651_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p07237828699e-05_H-1d842653b1,new-data,False,199.601335125,0.449852506485,5.7030843283e-05,364.706449651,0.6336363130100564,P-243p936893462_VX-0p545516283598_LS-5p6904291389e-05_ST-360p082453969_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p84322017154e-06_H-e0ed0fec98,1,27.0,0.06666666666666667,True,True,True,10,0.3,0.8812908992306927,0.3,-0.07283216431007168,-0.7414539787117488,-0.3891009414093063,0.4989998374785148
primary_common,P-203p030488295_VX-0p654564663741_LS-6p39602473907e-05_ST-333p568221635_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p36996796534e-06_H-0e4c2fc094,new-data,False,203.030488295,0.654564663741,6.39602473907e-05,333.568221635,0.8265570913409022,P-228p959503311_VX-0p480404321045_LS-6p0796636822e-05_ST-336p115873803_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p00417926977e-05_H-ba17ade68b,1,61.0,0.1506172839506173,False,True,True,10,0.0,0.0,0.0,-0.037199692803304193,0.13498330991251561,0.09140648044790589,-0.4869199262356626
