simulation_id,numeric_simulation_id,bounds_relative_path,time_relative_path,iteration_relative_path,bounds_blob_oid,time_blob_oid,iteration_blob_oid,bounds_size_bytes,time_size_bytes,iteration_size_bytes,row_count,valid_row_count,sentinel_row_count,row_alignment_passed,ordered_bounds_passed,time_monotonic_passed,iteration_monotonic_passed
sim_00030,30,final_data_processed/sim_00030/monitor/position-bounds_melt.dat,final_data_processed/sim_00030/monitor/time.dat,final_data_processed/sim_00030/monitor/iter.dat,26453436bf303785736a8a9fffc59e61d1a8fe38,0229496c1e473d714d2329877cfb90ea07384d93,e4db62b645d6870dd59d758b5ac287688df9f9ad,9258161,1502800,698090,115600,93923,21677,True,True,True,True
sim_00031,31,final_data_processed/sim_00031/monitor/position-bounds_melt.dat,final_data_processed/sim_00031/monitor/time.dat,final_data_processed/sim_00031/monitor/iter.dat,69a40e1ed4cebb7c51f430061d2d02179bdbfad6,0229496c1e473d714d2329877cfb90ea07384d93,e4db62b645d6870dd59d758b5ac287688df9f9ad,9274149,1502800,698090,115600,89577,26023,True,True,True,True
sim_00032,32,final_data_processed/sim_00032/monitor/position-bounds_melt.dat,final_data_processed/sim_00032/monitor/time.dat,final_data_processed/sim_00032/monitor/iter.dat,922c11cef57352f3c02aea36c85fcf2e81f73556,0229496c1e473d714d2329877cfb90ea07384d93,e4db62b645d6870dd59d758b5ac287688df9f9ad,9255561,1502800,698090,115600,102442,13158,True,True,True,True
sim_00033,33,final_data_processed/sim_00033/monitor/position-bounds_melt.dat,final_data_processed/sim_00033/monitor/time.dat,final_data_processed/sim_00033/monitor/iter.dat,fa048d21501837ee01d464a62573bc9d48b06ad4,0229496c1e473d714d2329877cfb90ea07384d93,e4db62b645d6870dd59d758b5ac287688df9f9ad,9268017,1502800,698090,115600,95673,19927,True,True,True,True
sim_00034,34,final_data_processed/sim_00034/monitor/position-bounds_melt.dat,final_data_processed/sim_00034/monitor/time.dat,final_data_processed/sim_00034/monitor/iter.dat,50d3890e43a00a64bc156d01e935f0783936b98a,62a2b12f92270d579d37a8577cea7e23b8c67e79,b9235308b81c30c5ad930ea8ca52c02ba8079c6e,1004823,161421,63392,12417,12106,311,True,True,True,True
sim_00035,35,final_data_processed/sim_00035/monitor/position-bounds_melt.dat,final_data_processed/sim_00035/monitor/time.dat,final_data_processed/sim_00035/monitor/iter.dat,029e334e00df796bad28b2cd74e031df02e304c5,0229496c1e473d714d2329877cfb90ea07384d93,e4db62b645d6870dd59d758b5ac287688df9f9ad,9253280,1502800,698090,115600,97924,17676,True,True,True,True
sim_00036,36,final_data_processed/sim_00036/monitor/position-bounds_melt.dat,final_data_processed/sim_00036/monitor/time.dat,final_data_processed/sim_00036/monitor/iter.dat,901630441816d17aef76f54573e31a7e10db0898,ec3fcb6890d1a8a4f7521a79524c9acd02fcb3a4,adc76b8421abc68ded0919f3afab55db9f19eefd,5546408,894348,401666,68796,68721,75,True,True,True,True
sim_00037,37,final_data_processed/sim_00037/monitor/position-bounds_melt.dat,final_data_processed/sim_00037/monitor/time.dat,final_data_processed/sim_00037/monitor/iter.dat,d64980a379f78d2d3515053351e4acdd19e34b15,0229496c1e473d714d2329877cfb90ea07384d93,e4db62b645d6870dd59d758b5ac287688df9f9ad,9266791,1502800,698090,115600,100570,15030,True,True,True,True
sim_00038,38,final_data_processed/sim_00038/monitor/position-bounds_melt.dat,final_data_processed/sim_00038/monitor/time.dat,final_data_processed/sim_00038/monitor/iter.dat,b5146349b30819fe3b5798622fbd0c495c7323ce,ec3fcb6890d1a8a4f7521a79524c9acd02fcb3a4,adc76b8421abc68ded0919f3afab55db9f19eefd,5540160,894348,401666,68796,68721,75,True,True,True,True
sim_00039,39,final_data_processed/sim_00039/monitor/position-bounds_melt.dat,final_data_processed/sim_00039/monitor/time.dat,final_data_processed/sim_00039/monitor/iter.dat,9b5e2778c59814651689fd8013bfaebc6797ae26,ec3fcb6890d1a8a4f7521a79524c9acd02fcb3a4,adc76b8421abc68ded0919f3afab55db9f19eefd,5520582,894348,401666,68796,51998,16798,True,True,True,True
sim_00040,40,final_data_processed/sim_00040/monitor/position-bounds_melt.dat,final_data_processed/sim_00040/monitor/time.dat,final_data_processed/sim_00040/monitor/iter.dat,411a99e864fb5e89205c5c75a2f333b75def898c,ec3fcb6890d1a8a4f7521a79524c9acd02fcb3a4,adc76b8421abc68ded0919f3afab55db9f19eefd,5513055,894348,401666,68796,68722,74,True,True,True,True
sim_00041,41,final_data_processed/sim_00041/monitor/position-bounds_melt.dat,final_data_processed/sim_00041/monitor/time.dat,final_data_processed/sim_00041/monitor/iter.dat,a3610f7ae07f20c532ce3b2535f8471fc2bc0472,ec3fcb6890d1a8a4f7521a79524c9acd02fcb3a4,adc76b8421abc68ded0919f3afab55db9f19eefd,5530888,894348,401666,68796,41694,27102,True,True,True,True
sim_00042,42,final_data_processed/sim_00042/monitor/position-bounds_melt.dat,final_data_processed/sim_00042/monitor/time.dat,final_data_processed/sim_00042/monitor/iter.dat,fc00be2d85d737d75c62217aeb05fea7556dc1a9,0229496c1e473d714d2329877cfb90ea07384d93,e4db62b645d6870dd59d758b5ac287688df9f9ad,9271076,1502800,698090,115600,83810,31790,True,True,True,True
sim_00043,43,final_data_processed/sim_00043/monitor/position-bounds_melt.dat,final_data_processed/sim_00043/monitor/time.dat,final_data_processed/sim_00043/monitor/iter.dat,e4885507d5c3a6ffad01e96fb06f875640a35284,0229496c1e473d714d2329877cfb90ea07384d93,e4db62b645d6870dd59d758b5ac287688df9f9ad,9287652,1502800,698090,115600,76052,39548,True,True,True,True
sim_00044,44,final_data_processed/sim_00044/monitor/position-bounds_melt.dat,final_data_processed/sim_00044/monitor/time.dat,final_data_processed/sim_00044/monitor/iter.dat,c1ff523a9a2b8b451ce9782008aacd956465a139,0229496c1e473d714d2329877cfb90ea07384d93,e4db62b645d6870dd59d758b5ac287688df9f9ad,9264149,1502800,698090,115600,99571,16029,True,True,True,True
sim_00045,45,final_data_processed/sim_00045/monitor/position-bounds_melt.dat,final_data_processed/sim_00045/monitor/time.dat,final_data_processed/sim_00045/monitor/iter.dat,1af993b8e1735ddd4078bdd992d0799cdfb1c058,0229496c1e473d714d2329877cfb90ea07384d93,e4db62b645d6870dd59d758b5ac287688df9f9ad,9266230,1502800,698090,115600,97488,18112,True,True,True,True
sim_00046,46,final_data_processed/sim_00046/monitor/position-bounds_melt.dat,final_data_processed/sim_00046/monitor/time.dat,final_data_processed/sim_00046/monitor/iter.dat,acf055460181fda209f94c674950670fb493b5c4,0229496c1e473d714d2329877cfb90ea07384d93,e4db62b645d6870dd59d758b5ac287688df9f9ad,9276652,1502800,698090,115600,87072,28528,True,True,True,True
sim_00047,47,final_data_processed/sim_00047/monitor/position-bounds_melt.dat,final_data_processed/sim_00047/monitor/time.dat,final_data_processed/sim_00047/monitor/iter.dat,bd9866c94ba4143b3028a7d0c7aff9f977ac590b,0229496c1e473d714d2329877cfb90ea07384d93,e4db62b645d6870dd59d758b5ac287688df9f9ad,9282474,1502800,698090,115600,76768,38832,True,True,True,True
sim_00048,48,final_data_processed/sim_00048/monitor/position-bounds_melt.dat,final_data_processed/sim_00048/monitor/time.dat,final_data_processed/sim_00048/monitor/iter.dat,fbdddd3f6593187508478c1a1615042c89c6eb30,0229496c1e473d714d2329877cfb90ea07384d93,e4db62b645d6870dd59d758b5ac287688df9f9ad,9292829,1502800,698090,115600,70930,44670,True,True,True,True
sim_00049,49,final_data_processed/sim_00049/monitor/position-bounds_melt.dat,final_data_processed/sim_00049/monitor/time.dat,final_data_processed/sim_00049/monitor/iter.dat,fc71083ca1f1077e6e93501603c77c9b418ca336,ec3fcb6890d1a8a4f7521a79524c9acd02fcb3a4,adc76b8421abc68ded0919f3afab55db9f19eefd,5514720,894348,401666,68796,68726,70,True,True,True,True
sim_00050,50,final_data_processed/sim_00050/monitor/position-bounds_melt.dat,final_data_processed/sim_00050/monitor/time.dat,final_data_processed/sim_00050/monitor/iter.dat,8e54852e1dc5abcec8cc666370f7fa57f4db2557,0229496c1e473d714d2329877cfb90ea07384d93,e4db62b645d6870dd59d758b5ac287688df9f9ad,9266108,1502800,698090,115600,97597,18003,True,True,True,True
sim_00051,51,final_data_processed/sim_00051/monitor/position-bounds_melt.dat,final_data_processed/sim_00051/monitor/time.dat,final_data_processed/sim_00051/monitor/iter.dat,b332bcf14d3a02311abc9dda3098569b7d5d2e06,0229496c1e473d714d2329877cfb90ea07384d93,e4db62b645d6870dd59d758b5ac287688df9f9ad,9284911,1502800,698090,115600,78829,36771,True,True,True,True
sim_00052,52,final_data_processed/sim_00052/monitor/position-bounds_melt.dat,final_data_processed/sim_00052/monitor/time.dat,final_data_processed/sim_00052/monitor/iter.dat,a78720f0e804d01541aa1ca9406fce674e817ca4,0229496c1e473d714d2329877cfb90ea07384d93,e4db62b645d6870dd59d758b5ac287688df9f9ad,9251871,1502800,698090,115600,96004,19596,True,True,True,True
sim_00053,53,final_data_processed/sim_00053/monitor/position-bounds_melt.dat,final_data_processed/sim_00053/monitor/time.dat,final_data_processed/sim_00053/monitor/iter.dat,3b6a48cb1dad7dbf8321c7ff2706a96426019904,0229496c1e473d714d2329877cfb90ea07384d93,e4db62b645d6870dd59d758b5ac287688df9f9ad,9282318,1502800,698090,115600,78378,37222,True,True,True,True
sim_00054,54,final_data_processed/sim_00054/monitor/position-bounds_melt.dat,final_data_processed/sim_00054/monitor/time.dat,final_data_processed/sim_00054/monitor/iter.dat,9d8e90be0aa92e2f7623a5925da0e24393bbd9d9,ec3fcb6890d1a8a4f7521a79524c9acd02fcb3a4,adc76b8421abc68ded0919f3afab55db9f19eefd,5519379,894348,401666,68796,53214,15582,True,True,True,True
sim_00055,55,final_data_processed/sim_00055/monitor/position-bounds_melt.dat,final_data_processed/sim_00055/monitor/time.dat,final_data_processed/sim_00055/monitor/iter.dat,30cd4f4d2aaf2fda62b1f3d5b95e2a72d581aa91,0229496c1e473d714d2329877cfb90ea07384d93,e4db62b645d6870dd59d758b5ac287688df9f9ad,9265632,1502800,698090,115600,99979,15621,True,True,True,True
sim_00056,56,final_data_processed/sim_00056/monitor/position-bounds_melt.dat,final_data_processed/sim_00056/monitor/time.dat,final_data_processed/sim_00056/monitor/iter.dat,789c281feccf79bb888584ac1b7bbca19539eef8,0229496c1e473d714d2329877cfb90ea07384d93,e4db62b645d6870dd59d758b5ac287688df9f9ad,9264959,1502800,698090,115600,88616,26984,True,True,True,True
sim_00057,57,final_data_processed/sim_00057/monitor/position-bounds_melt.dat,final_data_processed/sim_00057/monitor/time.dat,final_data_processed/sim_00057/monitor/iter.dat,4d8f698b20bb68623c94a58a95ef200ac26926ab,0229496c1e473d714d2329877cfb90ea07384d93,e4db62b645d6870dd59d758b5ac287688df9f9ad,9264888,1502800,698090,115600,98805,16795,True,True,True,True
sim_00058,58,final_data_processed/sim_00058/monitor/position-bounds_melt.dat,final_data_processed/sim_00058/monitor/time.dat,final_data_processed/sim_00058/monitor/iter.dat,0e986b0dba4e48174446174462427103eafba2c8,0229496c1e473d714d2329877cfb90ea07384d93,e4db62b645d6870dd59d758b5ac287688df9f9ad,9252087,1502800,698090,115600,102695,12905,True,True,True,True
sim_00059,59,final_data_processed/sim_00059/monitor/position-bounds_melt.dat,final_data_processed/sim_00059/monitor/time.dat,final_data_processed/sim_00059/monitor/iter.dat,8de8460b6381735ed6b9ad3064817c4a4b8a1a52,0229496c1e473d714d2329877cfb90ea07384d93,e4db62b645d6870dd59d758b5ac287688df9f9ad,9267760,1502800,698090,115600,95961,19639,True,True,True,True
sim_00060,60,final_data_processed/sim_00060/monitor/position-bounds_melt.dat,final_data_processed/sim_00060/monitor/time.dat,final_data_processed/sim_00060/monitor/iter.dat,90ed70c5392cf3ffe3ed5c0430ad2a51d797dc39,0229496c1e473d714d2329877cfb90ea07384d93,e4db62b645d6870dd59d758b5ac287688df9f9ad,9272585,1502800,698090,115600,82849,32751,True,True,True,True
sim_00061,61,final_data_processed/sim_00061/monitor/position-bounds_melt.dat,final_data_processed/sim_00061/monitor/time.dat,final_data_processed/sim_00061/monitor/iter.dat,9e519213a1e2e739b09501efe078701af4c2f21a,ec3fcb6890d1a8a4f7521a79524c9acd02fcb3a4,adc76b8421abc68ded0919f3afab55db9f19eefd,5520060,894348,401666,68796,52520,16276,True,True,True,True
sim_00062,62,final_data_processed/sim_00062/monitor/position-bounds_melt.dat,final_data_processed/sim_00062/monitor/time.dat,final_data_processed/sim_00062/monitor/iter.dat,7c6afa0f67da1a328f6256c8ee5571a83a17b7cd,0229496c1e473d714d2329877cfb90ea07384d93,e4db62b645d6870dd59d758b5ac287688df9f9ad,9267454,1502800,698090,115600,96261,19339,True,True,True,True
sim_00063,63,final_data_processed/sim_00063/monitor/position-bounds_melt.dat,final_data_processed/sim_00063/monitor/time.dat,final_data_processed/sim_00063/monitor/iter.dat,23c3a30b2291c7bfd2ce5cc5adead71a8e83e37a,0229496c1e473d714d2329877cfb90ea07384d93,e4db62b645d6870dd59d758b5ac287688df9f9ad,9270621,1502800,698090,115600,84012,31588,True,True,True,True
sim_00064,64,final_data_processed/sim_00064/monitor/position-bounds_melt.dat,final_data_processed/sim_00064/monitor/time.dat,final_data_processed/sim_00064/monitor/iter.dat,c63002c7e0d2fe03b923b62d2bf3904510b26876,ec3fcb6890d1a8a4f7521a79524c9acd02fcb3a4,adc76b8421abc68ded0919f3afab55db9f19eefd,5521435,894348,401666,68796,51159,17637,True,True,True,True
sim_00065,65,final_data_processed/sim_00065/monitor/position-bounds_melt.dat,final_data_processed/sim_00065/monitor/time.dat,final_data_processed/sim_00065/monitor/iter.dat,097c29422bc8e4e85cb6a3e27d018bdaf3a11ad4,0229496c1e473d714d2329877cfb90ea07384d93,e4db62b645d6870dd59d758b5ac287688df9f9ad,9269368,1502800,698090,115600,86115,29485,True,True,True,True
sim_00066,66,final_data_processed/sim_00066/monitor/position-bounds_melt.dat,final_data_processed/sim_00066/monitor/time.dat,final_data_processed/sim_00066/monitor/iter.dat,f7c7adac98bb798a22d7ef0d9fe8e83835a64884,0229496c1e473d714d2329877cfb90ea07384d93,e4db62b645d6870dd59d758b5ac287688df9f9ad,9266354,1502800,698090,115600,97365,18235,True,True,True,True
sim_00067,67,final_data_processed/sim_00067/monitor/position-bounds_melt.dat,final_data_processed/sim_00067/monitor/time.dat,final_data_processed/sim_00067/monitor/iter.dat,49f548dea86ddb18a6472347c8121e5c14d8a74f,0229496c1e473d714d2329877cfb90ea07384d93,e4db62b645d6870dd59d758b5ac287688df9f9ad,9271000,1502800,698090,115600,92693,22907,True,True,True,True
sim_00068,68,final_data_processed/sim_00068/monitor/position-bounds_melt.dat,final_data_processed/sim_00068/monitor/time.dat,final_data_processed/sim_00068/monitor/iter.dat,7f613fb36e49adfdc20ce029ba9876c818bc7a3a,0229496c1e473d714d2329877cfb90ea07384d93,e4db62b645d6870dd59d758b5ac287688df9f9ad,9264380,1502800,698090,115600,87274,28326,True,True,True,True
sim_00069,69,final_data_processed/sim_00069/monitor/position-bounds_melt.dat,final_data_processed/sim_00069/monitor/time.dat,final_data_processed/sim_00069/monitor/iter.dat,58ff95c62f8590705fe38ac46ded8767a8b8a340,0229496c1e473d714d2329877cfb90ea07384d93,e4db62b645d6870dd59d758b5ac287688df9f9ad,9286040,1502800,698090,115600,77664,37936,True,True,True,True
sim_00070,70,final_data_processed/sim_00070/monitor/position-bounds_melt.dat,final_data_processed/sim_00070/monitor/time.dat,final_data_processed/sim_00070/monitor/iter.dat,49657b98900475b7fd735239a9585a7b295f89a4,0229496c1e473d714d2329877cfb90ea07384d93,e4db62b645d6870dd59d758b5ac287688df9f9ad,9261415,1502800,698090,115600,89782,25818,True,True,True,True
sim_00071,71,final_data_processed/sim_00071/monitor/position-bounds_melt.dat,final_data_processed/sim_00071/monitor/time.dat,final_data_processed/sim_00071/monitor/iter.dat,16d489c012554ecc581b3a1fb323749b6fb3e5ee,0229496c1e473d714d2329877cfb90ea07384d93,e4db62b645d6870dd59d758b5ac287688df9f9ad,9286406,1502800,698090,115600,77294,38306,True,True,True,True
sim_00072,72,final_data_processed/sim_00072/monitor/position-bounds_melt.dat,final_data_processed/sim_00072/monitor/time.dat,final_data_processed/sim_00072/monitor/iter.dat,92ee3d92020d4143c46bcb2074c45cb4b015d97c,0229496c1e473d714d2329877cfb90ea07384d93,e4db62b645d6870dd59d758b5ac287688df9f9ad,9266421,1502800,698090,115600,86152,29448,True,True,True,True
