relative_path,size_bytes,tree_size_bytes,size_matches_tree,download_reason,huggingface_revision
final_data_processed/sim_00001/monitor/minimum-heat-capacity_melt.dat,895178,895178,True,All monitor types for the 13-simulation schema sample spanning IDs and process-parameter extremes.,0e859b748fdbc8454f66e58e101e333ac0479d42
final_data_processed/sim_00001/monitor/minimum-heat-capacity_substrate.dat,894348,894348,True,All monitor types for the 13-simulation schema sample spanning IDs and process-parameter extremes.,0e859b748fdbc8454f66e58e101e333ac0479d42
final_data_processed/sim_00001/monitor/minimum-temperature_gas.dat,894348,894348,True,All monitor types for the 13-simulation schema sample spanning IDs and process-parameter extremes.,0e859b748fdbc8454f66e58e101e333ac0479d42
final_data_processed/sim_00001/monitor/minimum-temperature_melt.dat,894348,894348,True,All monitor types for the 13-simulation schema sample spanning IDs and process-parameter extremes.,0e859b748fdbc8454f66e58e101e333ac0479d42
final_data_processed/sim_00001/monitor/minimum-temperature_substrate.dat,894348,894348,True,All monitor types for the 13-simulation schema sample spanning IDs and process-parameter extremes.,0e859b748fdbc8454f66e58e101e333ac0479d42
final_data_processed/sim_00001/monitor/particle-number_gas.dat,481572,481572,True,All monitor types for the 13-simulation schema sample spanning IDs and process-parameter extremes.,0e859b748fdbc8454f66e58e101e333ac0479d42
final_data_processed/sim_00001/monitor/particle-number_melt.dat,391408,391408,True,All monitor types for the 13-simulation schema sample spanning IDs and process-parameter extremes.,0e859b748fdbc8454f66e58e101e333ac0479d42
final_data_processed/sim_00001/monitor/particle-number_substrate.dat,550368,550368,True,All monitor types for the 13-simulation schema sample spanning IDs and process-parameter extremes.,0e859b748fdbc8454f66e58e101e333ac0479d42
final_data_processed/sim_00001/monitor/position-bounds_gas.dat,5572061,5572061,True,All monitor types for the 13-simulation schema sample spanning IDs and process-parameter extremes.,0e859b748fdbc8454f66e58e101e333ac0479d42
final_data_processed/sim_00001/monitor/position-bounds_melt.dat,5518858,5518858,True,"Complete-population bounds, time, and iteration parsing with row alignment.",0e859b748fdbc8454f66e58e101e333ac0479d42
final_data_processed/sim_00001/monitor/time.dat,894348,894348,True,"Complete-population bounds, time, and iteration parsing with row alignment.",0e859b748fdbc8454f66e58e101e333ac0479d42
final_data_processed/sim_00001/monitor/total-energy_gas.dat,894348,894348,True,All monitor types for the 13-simulation schema sample spanning IDs and process-parameter extremes.,0e859b748fdbc8454f66e58e101e333ac0479d42
final_data_processed/sim_00001/monitor/total-energy_melt.dat,894348,894348,True,All monitor types for the 13-simulation schema sample spanning IDs and process-parameter extremes.,0e859b748fdbc8454f66e58e101e333ac0479d42
final_data_processed/sim_00001/monitor/total-energy_substrate.dat,894348,894348,True,All monitor types for the 13-simulation schema sample spanning IDs and process-parameter extremes.,0e859b748fdbc8454f66e58e101e333ac0479d42
final_data_processed/sim_00001/monitor/transferred-laser-power_melt.dat,894348,894348,True,All monitor types for the 13-simulation schema sample spanning IDs and process-parameter extremes.,0e859b748fdbc8454f66e58e101e333ac0479d42
final_data_processed/sim_00001/monitor/transferred-laser-power_substrate.dat,894348,894348,True,All monitor types for the 13-simulation schema sample spanning IDs and process-parameter extremes.,0e859b748fdbc8454f66e58e101e333ac0479d42
final_data_processed/sim_00001/parameters.json,277,277,True,"Per-simulation process inputs, configuration, provenance, or frame index.",0e859b748fdbc8454f66e58e101e333ac0479d42
final_data_processed/sim_00002/experiment_details.json,4105,4105,True,"Per-simulation process inputs, configuration, provenance, or frame index.",0e859b748fdbc8454f66e58e101e333ac0479d42
final_data_processed/sim_00002/frames.csv,42424,42424,True,"Per-simulation process inputs, configuration, provenance, or frame index.",0e859b748fdbc8454f66e58e101e333ac0479d42
final_data_processed/sim_00002/labeling_provenance.json,958,958,True,"Per-simulation process inputs, configuration, provenance, or frame index.",0e859b748fdbc8454f66e58e101e333ac0479d42
final_data_processed/sim_00002/metadata.json,301,301,True,"Per-simulation process inputs, configuration, provenance, or frame index.",0e859b748fdbc8454f66e58e101e333ac0479d42
final_data_processed/sim_00002/monitor/iter.dat,698090,698090,True,"Complete-population bounds, time, and iteration parsing with row alignment.",0e859b748fdbc8454f66e58e101e333ac0479d42
final_data_processed/sim_00002/monitor/position-bounds_melt.dat,9274681,9274681,True,"Complete-population bounds, time, and iteration parsing with row alignment.",0e859b748fdbc8454f66e58e101e333ac0479d42
final_data_processed/sim_00002/monitor/time.dat,1502800,1502800,True,"Complete-population bounds, time, and iteration parsing with row alignment.",0e859b748fdbc8454f66e58e101e333ac0479d42
final_data_processed/sim_00002/parameters.json,296,296,True,"Per-simulation process inputs, configuration, provenance, or frame index.",0e859b748fdbc8454f66e58e101e333ac0479d42
final_data_processed/sim_00003/experiment_details.json,4088,4088,True,"Per-simulation process inputs, configuration, provenance, or frame index.",0e859b748fdbc8454f66e58e101e333ac0479d42
final_data_processed/sim_00003/frames.csv,12937,12937,True,"Per-simulation process inputs, configuration, provenance, or frame index.",0e859b748fdbc8454f66e58e101e333ac0479d42
final_data_processed/sim_00003/labeling_provenance.json,964,964,True,"Per-simulation process inputs, configuration, provenance, or frame index.",0e859b748fdbc8454f66e58e101e333ac0479d42
final_data_processed/sim_00003/metadata.json,301,301,True,"Per-simulation process inputs, configuration, provenance, or frame index.",0e859b748fdbc8454f66e58e101e333ac0479d42
final_data_processed/sim_00003/monitor/iter.dat,401666,401666,True,"Complete-population bounds, time, and iteration parsing with row alignment.",0e859b748fdbc8454f66e58e101e333ac0479d42
final_data_processed/sim_00003/monitor/position-bounds_melt.dat,5518944,5518944,True,"Complete-population bounds, time, and iteration parsing with row alignment.",0e859b748fdbc8454f66e58e101e333ac0479d42
final_data_processed/sim_00003/monitor/time.dat,894348,894348,True,"Complete-population bounds, time, and iteration parsing with row alignment.",0e859b748fdbc8454f66e58e101e333ac0479d42
final_data_processed/sim_00003/parameters.json,294,294,True,"Per-simulation process inputs, configuration, provenance, or frame index.",0e859b748fdbc8454f66e58e101e333ac0479d42
final_data_processed/sim_00004/experiment_details.json,4106,4106,True,"Per-simulation process inputs, configuration, provenance, or frame index.",0e859b748fdbc8454f66e58e101e333ac0479d42
final_data_processed/sim_00004/frames.csv,15138,15138,True,"Per-simulation process inputs, configuration, provenance, or frame index.",0e859b748fdbc8454f66e58e101e333ac0479d42
final_data_processed/sim_00004/labeling_provenance.json,954,954,True,"Per-simulation process inputs, configuration, provenance, or frame index.",0e859b748fdbc8454f66e58e101e333ac0479d42
final_data_processed/sim_00004/metadata.json,302,302,True,"Per-simulation process inputs, configuration, provenance, or frame index.",0e859b748fdbc8454f66e58e101e333ac0479d42
final_data_processed/sim_00004/monitor/iter.dat,698090,698090,True,"Complete-population bounds, time, and iteration parsing with row alignment.",0e859b748fdbc8454f66e58e101e333ac0479d42
final_data_processed/sim_00004/monitor/position-bounds_melt.dat,9277290,9277290,True,"Complete-population bounds, time, and iteration parsing with row alignment.",0e859b748fdbc8454f66e58e101e333ac0479d42
final_data_processed/sim_00004/monitor/time.dat,1502800,1502800,True,"Complete-population bounds, time, and iteration parsing with row alignment.",0e859b748fdbc8454f66e58e101e333ac0479d42
final_data_processed/sim_00004/parameters.json,296,296,True,"Per-simulation process inputs, configuration, provenance, or frame index.",0e859b748fdbc8454f66e58e101e333ac0479d42
final_data_processed/sim_00005/experiment_details.json,4073,4073,True,"Per-simulation process inputs, configuration, provenance, or frame index.",0e859b748fdbc8454f66e58e101e333ac0479d42
final_data_processed/sim_00005/frames.csv,17415,17415,True,"Per-simulation process inputs, configuration, provenance, or frame index.",0e859b748fdbc8454f66e58e101e333ac0479d42
final_data_processed/sim_00005/labeling_provenance.json,953,953,True,"Per-simulation process inputs, configuration, provenance, or frame index.",0e859b748fdbc8454f66e58e101e333ac0479d42
final_data_processed/sim_00005/metadata.json,284,284,True,"Per-simulation process inputs, configuration, provenance, or frame index.",0e859b748fdbc8454f66e58e101e333ac0479d42
final_data_processed/sim_00005/monitor/iter.dat,401666,401666,True,"Complete-population bounds, time, and iteration parsing with row alignment.",0e859b748fdbc8454f66e58e101e333ac0479d42
final_data_processed/sim_00005/monitor/position-bounds_melt.dat,5538031,5538031,True,"Complete-population bounds, time, and iteration parsing with row alignment.",0e859b748fdbc8454f66e58e101e333ac0479d42
final_data_processed/sim_00005/monitor/time.dat,894348,894348,True,"Complete-population bounds, time, and iteration parsing with row alignment.",0e859b748fdbc8454f66e58e101e333ac0479d42
final_data_processed/sim_00005/parameters.json,278,278,True,"Per-simulation process inputs, configuration, provenance, or frame index.",0e859b748fdbc8454f66e58e101e333ac0479d42
final_data_processed/sim_00006/experiment_details.json,4105,4105,True,"Per-simulation process inputs, configuration, provenance, or frame index.",0e859b748fdbc8454f66e58e101e333ac0479d42
final_data_processed/sim_00006/frames.csv,40621,40621,True,"Per-simulation process inputs, configuration, provenance, or frame index.",0e859b748fdbc8454f66e58e101e333ac0479d42
final_data_processed/sim_00006/labeling_provenance.json,967,967,True,"Per-simulation process inputs, configuration, provenance, or frame index.",0e859b748fdbc8454f66e58e101e333ac0479d42
final_data_processed/sim_00006/metadata.json,302,302,True,"Per-simulation process inputs, configuration, provenance, or frame index.",0e859b748fdbc8454f66e58e101e333ac0479d42
final_data_processed/sim_00006/monitor/iter.dat,698090,698090,True,"Complete-population bounds, time, and iteration parsing with row alignment.",0e859b748fdbc8454f66e58e101e333ac0479d42
final_data_processed/sim_00006/monitor/position-bounds_melt.dat,9271950,9271950,True,"Complete-population bounds, time, and iteration parsing with row alignment.",0e859b748fdbc8454f66e58e101e333ac0479d42
final_data_processed/sim_00006/monitor/time.dat,1502800,1502800,True,"Complete-population bounds, time, and iteration parsing with row alignment.",0e859b748fdbc8454f66e58e101e333ac0479d42
final_data_processed/sim_00006/parameters.json,296,296,True,"Per-simulation process inputs, configuration, provenance, or frame index.",0e859b748fdbc8454f66e58e101e333ac0479d42
final_data_processed/sim_00007/experiment_details.json,4105,4105,True,"Per-simulation process inputs, configuration, provenance, or frame index.",0e859b748fdbc8454f66e58e101e333ac0479d42
final_data_processed/sim_00007/frames.csv,13079,13079,True,"Per-simulation process inputs, configuration, provenance, or frame index.",0e859b748fdbc8454f66e58e101e333ac0479d42
final_data_processed/sim_00007/labeling_provenance.json,966,966,True,"Per-simulation process inputs, configuration, provenance, or frame index.",0e859b748fdbc8454f66e58e101e333ac0479d42
final_data_processed/sim_00007/metadata.json,300,300,True,"Per-simulation process inputs, configuration, provenance, or frame index.",0e859b748fdbc8454f66e58e101e333ac0479d42
final_data_processed/sim_00007/monitor/iter.dat,698090,698090,True,"Complete-population bounds, time, and iteration parsing with row alignment.",0e859b748fdbc8454f66e58e101e333ac0479d42
final_data_processed/sim_00007/monitor/position-bounds_melt.dat,9281866,9281866,True,"Complete-population bounds, time, and iteration parsing with row alignment.",0e859b748fdbc8454f66e58e101e333ac0479d42
final_data_processed/sim_00007/monitor/time.dat,1502800,1502800,True,"Complete-population bounds, time, and iteration parsing with row alignment.",0e859b748fdbc8454f66e58e101e333ac0479d42
final_data_processed/sim_00007/parameters.json,295,295,True,"Per-simulation process inputs, configuration, provenance, or frame index.",0e859b748fdbc8454f66e58e101e333ac0479d42
final_data_processed/sim_00008/experiment_details.json,4106,4106,True,"Per-simulation process inputs, configuration, provenance, or frame index.",0e859b748fdbc8454f66e58e101e333ac0479d42
final_data_processed/sim_00008/frames.csv,32563,32563,True,"Per-simulation process inputs, configuration, provenance, or frame index.",0e859b748fdbc8454f66e58e101e333ac0479d42
final_data_processed/sim_00008/labeling_provenance.json,959,959,True,"Per-simulation process inputs, configuration, provenance, or frame index.",0e859b748fdbc8454f66e58e101e333ac0479d42
final_data_processed/sim_00008/metadata.json,302,302,True,"Per-simulation process inputs, configuration, provenance, or frame index.",0e859b748fdbc8454f66e58e101e333ac0479d42
final_data_processed/sim_00008/monitor/iter.dat,698090,698090,True,"Complete-population bounds, time, and iteration parsing with row alignment.",0e859b748fdbc8454f66e58e101e333ac0479d42
final_data_processed/sim_00008/monitor/position-bounds_melt.dat,9260884,9260884,True,"Complete-population bounds, time, and iteration parsing with row alignment.",0e859b748fdbc8454f66e58e101e333ac0479d42
final_data_processed/sim_00008/monitor/time.dat,1502800,1502800,True,"Complete-population bounds, time, and iteration parsing with row alignment.",0e859b748fdbc8454f66e58e101e333ac0479d42
final_data_processed/sim_00008/parameters.json,296,296,True,"Per-simulation process inputs, configuration, provenance, or frame index.",0e859b748fdbc8454f66e58e101e333ac0479d42
final_data_processed/sim_00009/experiment_details.json,4090,4090,True,"Per-simulation process inputs, configuration, provenance, or frame index.",0e859b748fdbc8454f66e58e101e333ac0479d42
final_data_processed/sim_00009/frames.csv,11024,11024,True,"Per-simulation process inputs, configuration, provenance, or frame index.",0e859b748fdbc8454f66e58e101e333ac0479d42
final_data_processed/sim_00009/labeling_provenance.json,954,954,True,"Per-simulation process inputs, configuration, provenance, or frame index.",0e859b748fdbc8454f66e58e101e333ac0479d42
final_data_processed/sim_00009/metadata.json,303,303,True,"Per-simulation process inputs, configuration, provenance, or frame index.",0e859b748fdbc8454f66e58e101e333ac0479d42
final_data_processed/sim_00009/monitor/iter.dat,401666,401666,True,"Complete-population bounds, time, and iteration parsing with row alignment.",0e859b748fdbc8454f66e58e101e333ac0479d42
final_data_processed/sim_00009/monitor/position-bounds_melt.dat,5521733,5521733,True,"Complete-population bounds, time, and iteration parsing with row alignment.",0e859b748fdbc8454f66e58e101e333ac0479d42
final_data_processed/sim_00009/monitor/time.dat,894348,894348,True,"Complete-population bounds, time, and iteration parsing with row alignment.",0e859b748fdbc8454f66e58e101e333ac0479d42
final_data_processed/sim_00009/parameters.json,296,296,True,"Per-simulation process inputs, configuration, provenance, or frame index.",0e859b748fdbc8454f66e58e101e333ac0479d42
final_data_processed/sim_00010/experiment_details.json,4089,4089,True,"Per-simulation process inputs, configuration, provenance, or frame index.",0e859b748fdbc8454f66e58e101e333ac0479d42
final_data_processed/sim_00010/frames.csv,11783,11783,True,"Per-simulation process inputs, configuration, provenance, or frame index.",0e859b748fdbc8454f66e58e101e333ac0479d42
final_data_processed/sim_00010/labeling_provenance.json,953,953,True,"Per-simulation process inputs, configuration, provenance, or frame index.",0e859b748fdbc8454f66e58e101e333ac0479d42
final_data_processed/sim_00010/metadata.json,303,303,True,"Per-simulation process inputs, configuration, provenance, or frame index.",0e859b748fdbc8454f66e58e101e333ac0479d42
final_data_processed/sim_00010/monitor/iter.dat,401666,401666,True,"Complete-population bounds, time, and iteration parsing with row alignment.",0e859b748fdbc8454f66e58e101e333ac0479d42
final_data_processed/sim_00010/monitor/position-bounds_melt.dat,5520588,5520588,True,"Complete-population bounds, time, and iteration parsing with row alignment.",0e859b748fdbc8454f66e58e101e333ac0479d42
final_data_processed/sim_00010/monitor/time.dat,894348,894348,True,"Complete-population bounds, time, and iteration parsing with row alignment.",0e859b748fdbc8454f66e58e101e333ac0479d42
final_data_processed/sim_00010/parameters.json,295,295,True,"Per-simulation process inputs, configuration, provenance, or frame index.",0e859b748fdbc8454f66e58e101e333ac0479d42
final_data_processed/sim_00011/experiment_details.json,4103,4103,True,"Per-simulation process inputs, configuration, provenance, or frame index.",0e859b748fdbc8454f66e58e101e333ac0479d42
final_data_processed/sim_00011/frames.csv,43402,43402,True,"Per-simulation process inputs, configuration, provenance, or frame index.",0e859b748fdbc8454f66e58e101e333ac0479d42
final_data_processed/sim_00011/labeling_provenance.json,967,967,True,"Per-simulation process inputs, configuration, provenance, or frame index.",0e859b748fdbc8454f66e58e101e333ac0479d42
final_data_processed/sim_00011/metadata.json,303,303,True,"Per-simulation process inputs, configuration, provenance, or frame index.",0e859b748fdbc8454f66e58e101e333ac0479d42
final_data_processed/sim_00011/monitor/iter.dat,698090,698090,True,"Complete-population bounds, time, and iteration parsing with row alignment.",0e859b748fdbc8454f66e58e101e333ac0479d42
final_data_processed/sim_00011/monitor/position-bounds_melt.dat,9287003,9287003,True,"Complete-population bounds, time, and iteration parsing with row alignment.",0e859b748fdbc8454f66e58e101e333ac0479d42
final_data_processed/sim_00011/monitor/time.dat,1502800,1502800,True,"Complete-population bounds, time, and iteration parsing with row alignment.",0e859b748fdbc8454f66e58e101e333ac0479d42
final_data_processed/sim_00011/parameters.json,296,296,True,"Per-simulation process inputs, configuration, provenance, or frame index.",0e859b748fdbc8454f66e58e101e333ac0479d42
final_data_processed/sim_00012/experiment_details.json,4103,4103,True,"Per-simulation process inputs, configuration, provenance, or frame index.",0e859b748fdbc8454f66e58e101e333ac0479d42
final_data_processed/sim_00012/frames.csv,19517,19517,True,"Per-simulation process inputs, configuration, provenance, or frame index.",0e859b748fdbc8454f66e58e101e333ac0479d42
final_data_processed/sim_00012/labeling_provenance.json,954,954,True,"Per-simulation process inputs, configuration, provenance, or frame index.",0e859b748fdbc8454f66e58e101e333ac0479d42
final_data_processed/sim_00012/metadata.json,302,302,True,"Per-simulation process inputs, configuration, provenance, or frame index.",0e859b748fdbc8454f66e58e101e333ac0479d42
final_data_processed/sim_00012/monitor/iter.dat,698090,698090,True,"Complete-population bounds, time, and iteration parsing with row alignment.",0e859b748fdbc8454f66e58e101e333ac0479d42
final_data_processed/sim_00012/monitor/position-bounds_melt.dat,9270426,9270426,True,"Complete-population bounds, time, and iteration parsing with row alignment.",0e859b748fdbc8454f66e58e101e333ac0479d42
final_data_processed/sim_00012/monitor/time.dat,1502800,1502800,True,"Complete-population bounds, time, and iteration parsing with row alignment.",0e859b748fdbc8454f66e58e101e333ac0479d42
final_data_processed/sim_00012/parameters.json,295,295,True,"Per-simulation process inputs, configuration, provenance, or frame index.",0e859b748fdbc8454f66e58e101e333ac0479d42
final_data_processed/sim_00013/experiment_details.json,4105,4105,True,"Per-simulation process inputs, configuration, provenance, or frame index.",0e859b748fdbc8454f66e58e101e333ac0479d42
final_data_processed/sim_00013/frames.csv,28907,28907,True,"Per-simulation process inputs, configuration, provenance, or frame index.",0e859b748fdbc8454f66e58e101e333ac0479d42
final_data_processed/sim_00013/labeling_provenance.json,960,960,True,"Per-simulation process inputs, configuration, provenance, or frame index.",0e859b748fdbc8454f66e58e101e333ac0479d42
final_data_processed/sim_00013/metadata.json,303,303,True,"Per-simulation process inputs, configuration, provenance, or frame index.",0e859b748fdbc8454f66e58e101e333ac0479d42
final_data_processed/sim_00013/monitor/iter.dat,698090,698090,True,"Complete-population bounds, time, and iteration parsing with row alignment.",0e859b748fdbc8454f66e58e101e333ac0479d42
final_data_processed/sim_00013/monitor/position-bounds_melt.dat,9266949,9266949,True,"Complete-population bounds, time, and iteration parsing with row alignment.",0e859b748fdbc8454f66e58e101e333ac0479d42
final_data_processed/sim_00013/monitor/time.dat,1502800,1502800,True,"Complete-population bounds, time, and iteration parsing with row alignment.",0e859b748fdbc8454f66e58e101e333ac0479d42
final_data_processed/sim_00013/parameters.json,296,296,True,"Per-simulation process inputs, configuration, provenance, or frame index.",0e859b748fdbc8454f66e58e101e333ac0479d42
final_data_processed/sim_00014/experiment_details.json,4105,4105,True,"Per-simulation process inputs, configuration, provenance, or frame index.",0e859b748fdbc8454f66e58e101e333ac0479d42
final_data_processed/sim_00014/frames.csv,11027,11027,True,"Per-simulation process inputs, configuration, provenance, or frame index.",0e859b748fdbc8454f66e58e101e333ac0479d42
final_data_processed/sim_00014/labeling_provenance.json,956,956,True,"Per-simulation process inputs, configuration, provenance, or frame index.",0e859b748fdbc8454f66e58e101e333ac0479d42
final_data_processed/sim_00014/metadata.json,302,302,True,"Per-simulation process inputs, configuration, provenance, or frame index.",0e859b748fdbc8454f66e58e101e333ac0479d42
final_data_processed/sim_00014/monitor/iter.dat,698090,698090,True,"Complete-population bounds, time, and iteration parsing with row alignment.",0e859b748fdbc8454f66e58e101e333ac0479d42
final_data_processed/sim_00014/monitor/position-bounds_melt.dat,9287496,9287496,True,"Complete-population bounds, time, and iteration parsing with row alignment.",0e859b748fdbc8454f66e58e101e333ac0479d42
final_data_processed/sim_00014/monitor/time.dat,1502800,1502800,True,"Complete-population bounds, time, and iteration parsing with row alignment.",0e859b748fdbc8454f66e58e101e333ac0479d42
final_data_processed/sim_00014/parameters.json,295,295,True,"Per-simulation process inputs, configuration, provenance, or frame index.",0e859b748fdbc8454f66e58e101e333ac0479d42
final_data_processed/sim_00015/experiment_details.json,4102,4102,True,"Per-simulation process inputs, configuration, provenance, or frame index.",0e859b748fdbc8454f66e58e101e333ac0479d42
final_data_processed/sim_00015/frames.csv,24823,24823,True,"Per-simulation process inputs, configuration, provenance, or frame index.",0e859b748fdbc8454f66e58e101e333ac0479d42
final_data_processed/sim_00015/labeling_provenance.json,957,957,True,"Per-simulation process inputs, configuration, provenance, or frame index.",0e859b748fdbc8454f66e58e101e333ac0479d42
final_data_processed/sim_00015/metadata.json,301,301,True,"Per-simulation process inputs, configuration, provenance, or frame index.",0e859b748fdbc8454f66e58e101e333ac0479d42
final_data_processed/sim_00015/monitor/iter.dat,698090,698090,True,"Complete-population bounds, time, and iteration parsing with row alignment.",0e859b748fdbc8454f66e58e101e333ac0479d42
final_data_processed/sim_00015/monitor/position-bounds_melt.dat,9266007,9266007,True,"Complete-population bounds, time, and iteration parsing with row alignment.",0e859b748fdbc8454f66e58e101e333ac0479d42
final_data_processed/sim_00015/monitor/time.dat,1502800,1502800,True,"Complete-population bounds, time, and iteration parsing with row alignment.",0e859b748fdbc8454f66e58e101e333ac0479d42
final_data_processed/sim_00015/parameters.json,294,294,True,"Per-simulation process inputs, configuration, provenance, or frame index.",0e859b748fdbc8454f66e58e101e333ac0479d42
final_data_processed/sim_00016/experiment_details.json,4105,4105,True,"Per-simulation process inputs, configuration, provenance, or frame index.",0e859b748fdbc8454f66e58e101e333ac0479d42
