simulation_id,numeric_simulation_id,file_name,relative_path,delimiter,header_present,row_count,column_count,first_row,last_row,missing_value_count,non_finite_value_count,sentinel_value_count,constant_column_indices,aligns_with_time_dat,aligns_with_iter_dat,time_strictly_increasing,time_duplicate_count,iteration_strictly_increasing,iteration_duplicate_count,embedded_timestep_column,schema_consistent_across_audited_simulations
sim_00143,143,average-temperature_substrate.dat,final_data_processed/sim_00143/monitor/average-temperature_substrate.dat,whitespace,False,68796,1,[300.0],[349.0101],0,0,0,[],True,True,True,0,True,0,none; row position aligns with time.dat and iter.dat,True
sim_00152,152,average-temperature_substrate.dat,final_data_processed/sim_00152/monitor/average-temperature_substrate.dat,whitespace,False,68796,1,[300.0],[351.2841],0,0,0,[],True,True,True,0,True,0,none; row position aligns with time.dat and iter.dat,True
sim_00201,201,average-temperature_substrate.dat,final_data_processed/sim_00201/monitor/average-temperature_substrate.dat,whitespace,False,115600,1,[399.458],[428.053],0,0,0,[],True,True,True,0,True,0,none; row position aligns with time.dat and iter.dat,True
sim_00224,224,average-temperature_substrate.dat,final_data_processed/sim_00224/monitor/average-temperature_substrate.dat,whitespace,False,115600,1,[342.6534],[534.3494],0,0,0,[],True,True,True,0,True,0,none; row position aligns with time.dat and iter.dat,True
sim_00231,231,average-temperature_substrate.dat,final_data_processed/sim_00231/monitor/average-temperature_substrate.dat,whitespace,False,115600,1,[337.1562],[444.2316],0,0,0,[],True,True,True,0,True,0,none; row position aligns with time.dat and iter.dat,True
sim_00236,236,average-temperature_substrate.dat,final_data_processed/sim_00236/monitor/average-temperature_substrate.dat,whitespace,False,115600,1,[397.6378],[421.7737],0,0,0,[],True,True,True,0,True,0,none; row position aligns with time.dat and iter.dat,True
sim_00241,241,average-temperature_substrate.dat,final_data_processed/sim_00241/monitor/average-temperature_substrate.dat,whitespace,False,115600,1,[345.0524],[402.9097],0,0,0,[],True,True,True,0,True,0,none; row position aligns with time.dat and iter.dat,True
sim_00242,242,average-temperature_substrate.dat,final_data_processed/sim_00242/monitor/average-temperature_substrate.dat,whitespace,False,115600,1,[390.8091],[395.0097],0,0,0,[],True,True,True,0,True,0,none; row position aligns with time.dat and iter.dat,True
sim_00001,1,dt.dat,final_data_processed/sim_00001/monitor/dt.dat,whitespace,False,68796,1,[1.818182e-08],[1.818182e-08],0,0,0,[0],True,True,True,0,True,0,none; row position aligns with time.dat and iter.dat,True
sim_00117,117,dt.dat,final_data_processed/sim_00117/monitor/dt.dat,whitespace,False,115600,1,[1.818182e-08],[1.818182e-08],0,0,0,[0],True,True,True,0,True,0,none; row position aligns with time.dat and iter.dat,True
sim_00118,118,dt.dat,final_data_processed/sim_00118/monitor/dt.dat,whitespace,False,68796,1,[1.818182e-08],[1.818182e-08],0,0,0,[0],True,True,True,0,True,0,none; row position aligns with time.dat and iter.dat,True
sim_00121,121,dt.dat,final_data_processed/sim_00121/monitor/dt.dat,whitespace,False,115600,1,[1.818182e-08],[1.818182e-08],0,0,0,[0],True,True,True,0,True,0,none; row position aligns with time.dat and iter.dat,True
sim_00142,142,dt.dat,final_data_processed/sim_00142/monitor/dt.dat,whitespace,False,68796,1,[1.818182e-08],[1.818182e-08],0,0,0,[0],True,True,True,0,True,0,none; row position aligns with time.dat and iter.dat,True
sim_00143,143,dt.dat,final_data_processed/sim_00143/monitor/dt.dat,whitespace,False,68796,1,[1.818182e-08],[1.818182e-08],0,0,0,[0],True,True,True,0,True,0,none; row position aligns with time.dat and iter.dat,True
sim_00152,152,dt.dat,final_data_processed/sim_00152/monitor/dt.dat,whitespace,False,68796,1,[1.818182e-08],[1.818182e-08],0,0,0,[0],True,True,True,0,True,0,none; row position aligns with time.dat and iter.dat,True
sim_00201,201,dt.dat,final_data_processed/sim_00201/monitor/dt.dat,whitespace,False,115600,1,[1.818182e-08],[1.818182e-08],0,0,0,[0],True,True,True,0,True,0,none; row position aligns with time.dat and iter.dat,True
sim_00224,224,dt.dat,final_data_processed/sim_00224/monitor/dt.dat,whitespace,False,115600,1,[1.818182e-08],[1.818182e-08],0,0,0,[0],True,True,True,0,True,0,none; row position aligns with time.dat and iter.dat,True
sim_00231,231,dt.dat,final_data_processed/sim_00231/monitor/dt.dat,whitespace,False,115600,1,[1.818182e-08],[1.818182e-08],0,0,0,[0],True,True,True,0,True,0,none; row position aligns with time.dat and iter.dat,True
sim_00236,236,dt.dat,final_data_processed/sim_00236/monitor/dt.dat,whitespace,False,115600,1,[1.818182e-08],[1.818182e-08],0,0,0,[0],True,True,True,0,True,0,none; row position aligns with time.dat and iter.dat,True
sim_00241,241,dt.dat,final_data_processed/sim_00241/monitor/dt.dat,whitespace,False,115600,1,[1.818182e-08],[1.818182e-08],0,0,0,[0],True,True,True,0,True,0,none; row position aligns with time.dat and iter.dat,True
sim_00242,242,dt.dat,final_data_processed/sim_00242/monitor/dt.dat,whitespace,False,115600,1,[1.818182e-08],[1.818182e-08],0,0,0,[0],True,True,True,0,True,0,none; row position aligns with time.dat and iter.dat,True
sim_00001,1,iter.dat,final_data_processed/sim_00001/monitor/iter.dat,whitespace,False,68796,1,[0.0],[68795.0],0,0,0,[],True,True,True,0,True,0,solver iteration,True
sim_00117,117,iter.dat,final_data_processed/sim_00117/monitor/iter.dat,whitespace,False,115600,1,[0.0],[115599.0],0,0,0,[],True,True,True,0,True,0,solver iteration,True
sim_00118,118,iter.dat,final_data_processed/sim_00118/monitor/iter.dat,whitespace,False,68796,1,[0.0],[68795.0],0,0,0,[],True,True,True,0,True,0,solver iteration,True
sim_00121,121,iter.dat,final_data_processed/sim_00121/monitor/iter.dat,whitespace,False,115600,1,[0.0],[115599.0],0,0,0,[],True,True,True,0,True,0,solver iteration,True
sim_00142,142,iter.dat,final_data_processed/sim_00142/monitor/iter.dat,whitespace,False,68796,1,[0.0],[68795.0],0,0,0,[],True,True,True,0,True,0,solver iteration,True
sim_00143,143,iter.dat,final_data_processed/sim_00143/monitor/iter.dat,whitespace,False,68796,1,[0.0],[68795.0],0,0,0,[],True,True,True,0,True,0,solver iteration,True
sim_00152,152,iter.dat,final_data_processed/sim_00152/monitor/iter.dat,whitespace,False,68796,1,[0.0],[68795.0],0,0,0,[],True,True,True,0,True,0,solver iteration,True
sim_00201,201,iter.dat,final_data_processed/sim_00201/monitor/iter.dat,whitespace,False,115600,1,[0.0],[115599.0],0,0,0,[],True,True,True,0,True,0,solver iteration,True
sim_00224,224,iter.dat,final_data_processed/sim_00224/monitor/iter.dat,whitespace,False,115600,1,[0.0],[115599.0],0,0,0,[],True,True,True,0,True,0,solver iteration,True
sim_00231,231,iter.dat,final_data_processed/sim_00231/monitor/iter.dat,whitespace,False,115600,1,[0.0],[115599.0],0,0,0,[],True,True,True,0,True,0,solver iteration,True
sim_00236,236,iter.dat,final_data_processed/sim_00236/monitor/iter.dat,whitespace,False,115600,1,[0.0],[115599.0],0,0,0,[],True,True,True,0,True,0,solver iteration,True
sim_00241,241,iter.dat,final_data_processed/sim_00241/monitor/iter.dat,whitespace,False,115600,1,[0.0],[115599.0],0,0,0,[],True,True,True,0,True,0,solver iteration,True
sim_00242,242,iter.dat,final_data_processed/sim_00242/monitor/iter.dat,whitespace,False,115600,1,[0.0],[115599.0],0,0,0,[],True,True,True,0,True,0,solver iteration,True
sim_00001,1,kinetic-energy_gas.dat,final_data_processed/sim_00001/monitor/kinetic-energy_gas.dat,whitespace,False,68796,1,[0.0],[3.173739e-13],0,0,0,[],True,True,True,0,True,0,none; row position aligns with time.dat and iter.dat,True
sim_00117,117,kinetic-energy_gas.dat,final_data_processed/sim_00117/monitor/kinetic-energy_gas.dat,whitespace,False,115600,1,[0.0],[1.967216e-14],0,0,0,[],True,True,True,0,True,0,none; row position aligns with time.dat and iter.dat,True
sim_00118,118,kinetic-energy_gas.dat,final_data_processed/sim_00118/monitor/kinetic-energy_gas.dat,whitespace,False,68796,1,[0.0],[7.226933e-13],0,0,0,[],True,True,True,0,True,0,none; row position aligns with time.dat and iter.dat,True
sim_00121,121,kinetic-energy_gas.dat,final_data_processed/sim_00121/monitor/kinetic-energy_gas.dat,whitespace,False,115600,1,[0.0],[1.344725e-14],0,0,0,[],True,True,True,0,True,0,none; row position aligns with time.dat and iter.dat,True
sim_00142,142,kinetic-energy_gas.dat,final_data_processed/sim_00142/monitor/kinetic-energy_gas.dat,whitespace,False,68796,1,[0.0],[5.212056e-13],0,0,0,[],True,True,True,0,True,0,none; row position aligns with time.dat and iter.dat,True
sim_00143,143,kinetic-energy_gas.dat,final_data_processed/sim_00143/monitor/kinetic-energy_gas.dat,whitespace,False,68796,1,[0.0],[1.193577e-13],0,0,0,[],True,True,True,0,True,0,none; row position aligns with time.dat and iter.dat,True
sim_00152,152,kinetic-energy_gas.dat,final_data_processed/sim_00152/monitor/kinetic-energy_gas.dat,whitespace,False,68796,1,[0.0],[1.851978e-13],0,0,0,[],True,True,True,0,True,0,none; row position aligns with time.dat and iter.dat,True
sim_00201,201,kinetic-energy_gas.dat,final_data_processed/sim_00201/monitor/kinetic-energy_gas.dat,whitespace,False,115600,1,[0.0],[2.114038e-14],0,0,0,[],True,True,True,0,True,0,none; row position aligns with time.dat and iter.dat,True
sim_00224,224,kinetic-energy_gas.dat,final_data_processed/sim_00224/monitor/kinetic-energy_gas.dat,whitespace,False,115600,1,[0.0],[5.40031e-13],0,0,0,[],True,True,True,0,True,0,none; row position aligns with time.dat and iter.dat,True
sim_00231,231,kinetic-energy_gas.dat,final_data_processed/sim_00231/monitor/kinetic-energy_gas.dat,whitespace,False,115600,1,[0.0],[1.142339e-14],0,0,0,[],True,True,True,0,True,0,none; row position aligns with time.dat and iter.dat,True
sim_00236,236,kinetic-energy_gas.dat,final_data_processed/sim_00236/monitor/kinetic-energy_gas.dat,whitespace,False,115600,1,[0.0],[1.40245e-13],0,0,0,[],True,True,True,0,True,0,none; row position aligns with time.dat and iter.dat,True
sim_00241,241,kinetic-energy_gas.dat,final_data_processed/sim_00241/monitor/kinetic-energy_gas.dat,whitespace,False,115600,1,[0.0],[3.030163e-14],0,0,0,[],True,True,True,0,True,0,none; row position aligns with time.dat and iter.dat,True
sim_00242,242,kinetic-energy_gas.dat,final_data_processed/sim_00242/monitor/kinetic-energy_gas.dat,whitespace,False,115600,1,[0.0],[2.466668e-14],0,0,0,[],True,True,True,0,True,0,none; row position aligns with time.dat and iter.dat,True
sim_00001,1,kinetic-energy_melt.dat,final_data_processed/sim_00001/monitor/kinetic-energy_melt.dat,whitespace,False,68796,1,[0.0],[9.614872e-10],0,0,0,[],True,True,True,0,True,0,none; row position aligns with time.dat and iter.dat,True
sim_00117,117,kinetic-energy_melt.dat,final_data_processed/sim_00117/monitor/kinetic-energy_melt.dat,whitespace,False,115600,1,[0.0],[0.0],0,0,0,[],True,True,True,0,True,0,none; row position aligns with time.dat and iter.dat,True
sim_00118,118,kinetic-energy_melt.dat,final_data_processed/sim_00118/monitor/kinetic-energy_melt.dat,whitespace,False,68796,1,[0.0],[2.294938e-09],0,0,0,[],True,True,True,0,True,0,none; row position aligns with time.dat and iter.dat,True
sim_00121,121,kinetic-energy_melt.dat,final_data_processed/sim_00121/monitor/kinetic-energy_melt.dat,whitespace,False,115600,1,[0.0],[0.0],0,0,0,[],True,True,True,0,True,0,none; row position aligns with time.dat and iter.dat,True
sim_00142,142,kinetic-energy_melt.dat,final_data_processed/sim_00142/monitor/kinetic-energy_melt.dat,whitespace,False,68796,1,[0.0],[2.279492e-09],0,0,0,[],True,True,True,0,True,0,none; row position aligns with time.dat and iter.dat,True
sim_00143,143,kinetic-energy_melt.dat,final_data_processed/sim_00143/monitor/kinetic-energy_melt.dat,whitespace,False,68796,1,[0.0],[3.206526e-10],0,0,0,[],True,True,True,0,True,0,none; row position aligns with time.dat and iter.dat,True
sim_00152,152,kinetic-energy_melt.dat,final_data_processed/sim_00152/monitor/kinetic-energy_melt.dat,whitespace,False,68796,1,[0.0],[6.744245e-10],0,0,0,[],True,True,True,0,True,0,none; row position aligns with time.dat and iter.dat,True
sim_00201,201,kinetic-energy_melt.dat,final_data_processed/sim_00201/monitor/kinetic-energy_melt.dat,whitespace,False,115600,1,[0.0],[0.0],0,0,0,[],True,True,True,0,True,0,none; row position aligns with time.dat and iter.dat,True
sim_00224,224,kinetic-energy_melt.dat,final_data_processed/sim_00224/monitor/kinetic-energy_melt.dat,whitespace,False,115600,1,[0.0],[2.001536e-09],0,0,0,[],True,True,True,0,True,0,none; row position aligns with time.dat and iter.dat,True
sim_00231,231,kinetic-energy_melt.dat,final_data_processed/sim_00231/monitor/kinetic-energy_melt.dat,whitespace,False,115600,1,[0.0],[0.0],0,0,0,[],True,True,True,0,True,0,none; row position aligns with time.dat and iter.dat,True
sim_00236,236,kinetic-energy_melt.dat,final_data_processed/sim_00236/monitor/kinetic-energy_melt.dat,whitespace,False,115600,1,[0.0],[6.701111e-10],0,0,0,[],True,True,True,0,True,0,none; row position aligns with time.dat and iter.dat,True
sim_00241,241,kinetic-energy_melt.dat,final_data_processed/sim_00241/monitor/kinetic-energy_melt.dat,whitespace,False,115600,1,[0.0],[0.0],0,0,0,[],True,True,True,0,True,0,none; row position aligns with time.dat and iter.dat,True
sim_00242,242,kinetic-energy_melt.dat,final_data_processed/sim_00242/monitor/kinetic-energy_melt.dat,whitespace,False,115600,1,[0.0],[0.0],0,0,0,[],True,True,True,0,True,0,none; row position aligns with time.dat and iter.dat,True
sim_00001,1,maximum-temperature_gas.dat,final_data_processed/sim_00001/monitor/maximum-temperature_gas.dat,whitespace,False,68796,1,[300.0],[3455.635],0,0,0,[],True,True,True,0,True,0,none; row position aligns with time.dat and iter.dat,True
sim_00117,117,maximum-temperature_gas.dat,final_data_processed/sim_00117/monitor/maximum-temperature_gas.dat,whitespace,False,115600,1,[300.0],[1505.476],0,0,0,[],True,True,True,0,True,0,none; row position aligns with time.dat and iter.dat,True
sim_00118,118,maximum-temperature_gas.dat,final_data_processed/sim_00118/monitor/maximum-temperature_gas.dat,whitespace,False,68796,1,[300.0],[3460.297],0,0,0,[],True,True,True,0,True,0,none; row position aligns with time.dat and iter.dat,True
sim_00121,121,maximum-temperature_gas.dat,final_data_processed/sim_00121/monitor/maximum-temperature_gas.dat,whitespace,False,115600,1,[300.0],[1190.855],0,0,0,[],True,True,True,0,True,0,none; row position aligns with time.dat and iter.dat,True
sim_00142,142,maximum-temperature_gas.dat,final_data_processed/sim_00142/monitor/maximum-temperature_gas.dat,whitespace,False,68796,1,[300.0],[3602.593],0,0,0,[],True,True,True,0,True,0,none; row position aligns with time.dat and iter.dat,True
sim_00143,143,maximum-temperature_gas.dat,final_data_processed/sim_00143/monitor/maximum-temperature_gas.dat,whitespace,False,68796,1,[300.0],[3280.918],0,0,0,[],True,True,True,0,True,0,none; row position aligns with time.dat and iter.dat,True
sim_00152,152,maximum-temperature_gas.dat,final_data_processed/sim_00152/monitor/maximum-temperature_gas.dat,whitespace,False,68796,1,[300.0],[3450.156],0,0,0,[],True,True,True,0,True,0,none; row position aligns with time.dat and iter.dat,True
sim_00201,201,maximum-temperature_gas.dat,final_data_processed/sim_00201/monitor/maximum-temperature_gas.dat,whitespace,False,115600,1,[300.0],[1120.173],0,0,0,[],True,True,True,0,True,0,none; row position aligns with time.dat and iter.dat,True
sim_00224,224,maximum-temperature_gas.dat,final_data_processed/sim_00224/monitor/maximum-temperature_gas.dat,whitespace,False,115600,1,[300.0],[3359.43],0,0,0,[],True,True,True,0,True,0,none; row position aligns with time.dat and iter.dat,True
sim_00231,231,maximum-temperature_gas.dat,final_data_processed/sim_00231/monitor/maximum-temperature_gas.dat,whitespace,False,115600,1,[300.0],[1092.073],0,0,0,[],True,True,True,0,True,0,none; row position aligns with time.dat and iter.dat,True
sim_00236,236,maximum-temperature_gas.dat,final_data_processed/sim_00236/monitor/maximum-temperature_gas.dat,whitespace,False,115600,1,[300.0],[3247.974],0,0,0,[],True,True,True,0,True,0,none; row position aligns with time.dat and iter.dat,True
sim_00241,241,maximum-temperature_gas.dat,final_data_processed/sim_00241/monitor/maximum-temperature_gas.dat,whitespace,False,115600,1,[300.0],[1105.855],0,0,0,[],True,True,True,0,True,0,none; row position aligns with time.dat and iter.dat,True
sim_00242,242,maximum-temperature_gas.dat,final_data_processed/sim_00242/monitor/maximum-temperature_gas.dat,whitespace,False,115600,1,[300.0],[842.9668],0,0,0,[],True,True,True,0,True,0,none; row position aligns with time.dat and iter.dat,True
sim_00001,1,maximum-temperature_melt.dat,final_data_processed/sim_00001/monitor/maximum-temperature_melt.dat,whitespace,False,68796,1,[0.0],[3661.392],0,0,0,[],True,True,True,0,True,0,none; row position aligns with time.dat and iter.dat,True
sim_00117,117,maximum-temperature_melt.dat,final_data_processed/sim_00117/monitor/maximum-temperature_melt.dat,whitespace,False,115600,1,[0.0],[0.0],0,0,0,[],True,True,True,0,True,0,none; row position aligns with time.dat and iter.dat,True
sim_00118,118,maximum-temperature_melt.dat,final_data_processed/sim_00118/monitor/maximum-temperature_melt.dat,whitespace,False,68796,1,[0.0],[3582.009],0,0,0,[],True,True,True,0,True,0,none; row position aligns with time.dat and iter.dat,True
sim_00121,121,maximum-temperature_melt.dat,final_data_processed/sim_00121/monitor/maximum-temperature_melt.dat,whitespace,False,115600,1,[0.0],[0.0],0,0,0,[],True,True,True,0,True,0,none; row position aligns with time.dat and iter.dat,True
sim_00142,142,maximum-temperature_melt.dat,final_data_processed/sim_00142/monitor/maximum-temperature_melt.dat,whitespace,False,68796,1,[0.0],[3763.543],0,0,0,[],True,True,True,0,True,0,none; row position aligns with time.dat and iter.dat,True
sim_00143,143,maximum-temperature_melt.dat,final_data_processed/sim_00143/monitor/maximum-temperature_melt.dat,whitespace,False,68796,1,[0.0],[3508.29],0,0,0,[],True,True,True,0,True,0,none; row position aligns with time.dat and iter.dat,True
sim_00152,152,maximum-temperature_melt.dat,final_data_processed/sim_00152/monitor/maximum-temperature_melt.dat,whitespace,False,68796,1,[0.0],[3532.96],0,0,0,[],True,True,True,0,True,0,none; row position aligns with time.dat and iter.dat,True
sim_00201,201,maximum-temperature_melt.dat,final_data_processed/sim_00201/monitor/maximum-temperature_melt.dat,whitespace,False,115600,1,[0.0],[0.0],0,0,0,[],True,True,True,0,True,0,none; row position aligns with time.dat and iter.dat,True
sim_00224,224,maximum-temperature_melt.dat,final_data_processed/sim_00224/monitor/maximum-temperature_melt.dat,whitespace,False,115600,1,[0.0],[3476.188],0,0,0,[],True,True,True,0,True,0,none; row position aligns with time.dat and iter.dat,True
sim_00231,231,maximum-temperature_melt.dat,final_data_processed/sim_00231/monitor/maximum-temperature_melt.dat,whitespace,False,115600,1,[0.0],[0.0],0,0,0,[],True,True,True,0,True,0,none; row position aligns with time.dat and iter.dat,True
sim_00236,236,maximum-temperature_melt.dat,final_data_processed/sim_00236/monitor/maximum-temperature_melt.dat,whitespace,False,115600,1,[0.0],[3321.449],0,0,0,[],True,True,True,0,True,0,none; row position aligns with time.dat and iter.dat,True
sim_00241,241,maximum-temperature_melt.dat,final_data_processed/sim_00241/monitor/maximum-temperature_melt.dat,whitespace,False,115600,1,[0.0],[0.0],0,0,0,[],True,True,True,0,True,0,none; row position aligns with time.dat and iter.dat,True
sim_00242,242,maximum-temperature_melt.dat,final_data_processed/sim_00242/monitor/maximum-temperature_melt.dat,whitespace,False,115600,1,[0.0],[0.0],0,0,0,[],True,True,True,0,True,0,none; row position aligns with time.dat and iter.dat,True
sim_00001,1,maximum-temperature_substrate.dat,final_data_processed/sim_00001/monitor/maximum-temperature_substrate.dat,whitespace,False,68796,1,[300.0],[1927.9],0,0,0,[],True,True,True,0,True,0,none; row position aligns with time.dat and iter.dat,True
sim_00117,117,maximum-temperature_substrate.dat,final_data_processed/sim_00117/monitor/maximum-temperature_substrate.dat,whitespace,False,115600,1,[313.9686],[1569.956],0,0,0,[],True,True,True,0,True,0,none; row position aligns with time.dat and iter.dat,True
sim_00118,118,maximum-temperature_substrate.dat,final_data_processed/sim_00118/monitor/maximum-temperature_substrate.dat,whitespace,False,68796,1,[318.5906],[1927.853],0,0,0,[],True,True,True,0,True,0,none; row position aligns with time.dat and iter.dat,True
sim_00121,121,maximum-temperature_substrate.dat,final_data_processed/sim_00121/monitor/maximum-temperature_substrate.dat,whitespace,False,115600,1,[329.3828],[1379.972],0,0,0,[],True,True,True,0,True,0,none; row position aligns with time.dat and iter.dat,True
