experiment_name,population_row_index,has_keyhole,full_trace_duration_ms,max_positive_delta_W_p02,observed_ms_p02,transitions_used_p02,max_positive_delta_W_p05,observed_ms_p05,transitions_used_p05,max_positive_delta_W_p10,observed_ms_p10,transitions_used_p10,max_positive_delta_W_p20,observed_ms_p20,transitions_used_p20,max_positive_delta_W_p40,observed_ms_p40,transitions_used_p40,max_positive_delta_W_p100,observed_ms_p100,transitions_used_p100,P,VX,LS,ST,log_h
P-105p276295276_VX-0p639039009111_LS-7p6636834293e-05_ST-367p44858305_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p00125_DT-1p00822530836e-05_H-bf889bf790,166,0,0.9744309,21.20096061071417,0.019488618,4,21.20096061071417,0.048721545,10,21.20096061071417,0.09744309,20,21.20096061071417,0.19488618,40,21.20096061071417,0.38977236,80,21.20096061071417,0.9744309,200,105.276295276,0.639039009111,7.6636834293e-05,367.44858305,19.09513226441195
P-109p759946449_VX-0p241926176876_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-7p72873359867e-06_H-fb250c7cf9,168,0,1.248169636,55.48782889849301,0.02496339272,4,55.48782889849301,0.0624084818,10,55.48782889849301,0.1248169636,20,55.48782889849301,0.2496339272,40,55.48782889849301,0.4992678544,80,55.48782889849301,1.248169636,200,109.759946449,0.241926176876,4.5e-05,300.0,20.421129105174305
P-110p642328299_VX-0p274154737479_LS-7p4676600105e-05_ST-358p612942181_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p7596342297e-05_H-b40dbd8ddd,170,0,1.4861879,23.691345675189094,0.029723758,4,23.691345675189094,0.074309395,10,23.691345675189094,0.14861879,20,23.691345675189094,0.29723758,40,23.691345675189094,0.59447516,80,23.691345675189094,1.4861879,200,110.642328299,0.274154737479,7.4676600105e-05,358.612942181,19.6068496791466
P-113p286681534_VX-0p56768277259_LS-5p80401726566e-05_ST-302p148970527_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p00125_DT-1p13495658689e-05_H-bf889bf790,173,0,0.9447086,23.010110746408923,0.0188941719999999,4,23.010110746408923,0.0472354299999999,10,23.010110746408923,0.0944708599999999,20,23.010110746408923,0.1889417199999999,40,23.010110746408923,0.3778834399999999,80,23.010110746408923,0.9447086,200,113.286681534,0.56768277259,5.80401726566e-05,302.148970527,19.644580601044215
P-115p281467344_VX-0p424433079834_LS-5p4086019252e-05_ST-352p652659088_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p13660334979e-05_H-d616b14147,175,0,1.6944611,21.666061299999978,0.033889222,4,21.666061299999978,0.084723055,10,21.666061299999978,0.16944611,20,21.666061299999978,0.33889222,40,21.666061299999978,0.67778444,80,21.666061299999978,1.6944611,200,115.281467344,0.424433079834,5.4086019252e-05,352.652659088,19.913279389830176
P-116p440418649_VX-0p621036488786_LS-7p33150072515e-05_ST-327p034160515_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p76785372538e-06_H-3f4a2df486,176,0,1.478534,31.129041697802165,0.02957068,4,31.129041697802165,0.0739267,10,31.129041697802165,0.1478534,20,31.129041697802165,0.2957068,40,31.129041697802165,0.5914136,80,31.129041697802165,1.478534,200,116.440418649,0.621036488786,7.33150072515e-05,327.034160515,19.276680283548618
P-118p4900546_VX-0p535113778256_LS-4p79907961621e-05_ST-385p412174328_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-9p01513061154e-06_H-dd169576f0,178,0,1.7132227000000002,31.31002181428577,0.034264454,4,31.31002181428577,0.085661135,10,31.31002181428577,0.17132227,20,31.31002181428577,0.34264454,40,31.31002181428577,0.6852890800000001,80,31.31002181428577,1.7132227000000002,200,118.4900546,0.535113778256,4.79907961621e-05,385.412174328,20.004218940254336
P-122p399838052_VX-0p958262341264_LS-8p77032416896e-05_ST-376p830559352_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p03423790676e-06_H-79d0c72bd8,181,0,0.9531532,29.42046471318681,0.0190630639999999,4,29.42046471318681,0.04765766,10,29.42046471318681,0.09531532,20,29.42046471318681,0.19063064,40,29.42046471318681,0.38126128,80,29.42046471318681,0.9531532,200,122.399838052,0.958262341264,8.77032416896e-05,376.830559352,18.840937438708494
P-123p578555013_VX-0p413960648538_LS-5p40122226787e-05_ST-380p745973079_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p16535729182e-05_H-f404b6f8f4,182,0,1.6872033,22.41920021620878,0.033744066,4,22.41920021620878,0.084360165,10,22.41920021620878,0.16872033,20,22.41920021620878,0.33744066,40,22.41920021620878,0.67488132,80,22.41920021620878,1.6872033,200,123.578555013,0.413960648538,5.40122226787e-05,380.745973079,19.997319494262445
P-124p939831153_VX-0p895565001264_LS-4p79284796095e-05_ST-395p904294171_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p38667834965e-06_H-cf6d926251,183,0,1.021828,31.551254219780247,0.02043656,4,31.551254219780247,0.0510914,10,31.551254219780247,0.1021828,20,31.551254219780247,0.2043656,40,31.551254219780247,0.4087312,80,31.551254219780247,1.021828,200,124.939831153,0.895565001264,4.79284796095e-05,395.904294171,19.801683506954653
P-126p429096271_VX-0p381791494837_LS-8p54596605095e-05_ST-336p470624887_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p26354847299e-05_H-bf3689621a,185,0,1.6642477,30.23483140384615,0.033284954,4,30.23483140384615,0.083212385,10,30.23483140384615,0.16642477,20,30.23483140384615,0.33284954,40,30.23483140384615,0.66569908,80,30.23483140384615,1.6642477,200,126.429096271,0.381791494837,8.54596605095e-05,336.470624887,19.372321119849033
P-129p840936159_VX-0p750604494449_LS-8p84568803437e-05_ST-319p185657099_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p42698070514e-06_H-f575443233,186,0,1.2234224,31.656335509890127,0.024468448,4,31.656335509890127,0.06117112,10,31.656335509890127,0.12234224,20,31.656335509890127,0.24468448,40,31.656335509890127,0.48936896,80,31.656335509890127,1.2234224,200,129.840936159,0.750604494449,8.84568803437e-05,319.185657099,19.009241364181552
P-133p058435031_VX-0p81650327798_LS-4p78587303962e-05_ST-362p382821566_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p90826850683e-06_H-dd169576f0,188,0,1.1223702,31.080694993406574,0.022447404,4,31.080694993406574,0.05611851,10,31.080694993406574,0.11223702,20,31.080694993406574,0.22447404,40,31.080694993406574,0.44894808,80,31.080694993406574,1.1223702,200,133.058435031,0.81650327798,4.78587303962e-05,362.382821566,19.913036073750103
P-133p757797566_VX-0p645163458122_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-2p89815386795e-06_H-306f9d252b,189,0,1.248569636,63.87431719088109,0.02497139272,4,63.87431719088109,0.0624284818,10,63.87431719088109,0.1248569636,20,63.87431719088109,0.2497139272,40,63.87431719088109,0.4994278544,80,63.87431719088109,1.248569636,200,133.757797566,0.645163458122,4.5e-05,300.0,20.128428571350423
P-134p442185153_VX-0p806363522352_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-2p3187841709e-06_H-b0e5aed98c,190,0,1.248569636,63.39535829341105,0.02497139272,4,63.39535829341105,0.0624284818,10,63.39535829341105,0.1248569636,20,63.39535829341105,0.2497139272,40,63.39535829341105,0.4994278544,80,63.39535829341105,1.248569636,200,134.442185153,0.806363522352,4.5e-05,300.0,20.022016667690565
P-135p208661893_VX-0p295797438033_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-6p32116012922e-06_H-fb250c7cf9,192,1,1.248587818,63.61440219103508,0.02497175636,4,63.61440219103508,0.0624293909,10,63.61440219103508,0.1248587818,20,63.61440219103508,0.2497175636,40,63.61440219103508,0.4994351272,80,63.61440219103508,1.248587818,200,135.208661893,0.295797438033,4.5e-05,300.0,20.529131526047987
P-136p115095044_VX-0p8200930762_LS-6p39666133344e-05_ST-362p502989524_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p88240620853e-06_H-f575443233,193,0,1.1212488,28.797108092817673,0.022424976,4,28.797108092817673,0.05606244,10,28.797108092817673,0.11212488,20,28.797108092817673,0.22424976,40,28.797108092817673,0.44849952,80,28.797108092817673,1.1212488,200,136.115095044,0.8200930762,6.39666133344e-05,362.502989524,19.49839344978244
P-136p984349172_VX-0p357723834949_LS-5p17808569448e-05_ST-373p061688931_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p34856001521e-05_H-270d04032e,194,0,1.6267947,18.49945736181316,0.032535894,4,26.62241174918948,0.081339735,10,26.62241174918948,0.16267947,20,26.62241174918948,0.32535894,40,26.62241174918948,0.6507178800000001,80,26.62241174918948,1.6267947,200,136.984349172,0.357723834949,5.17808569448e-05,373.061688931,20.23659873127434
P-137p340072051_VX-0p708357837186_LS-8p48461574474e-05_ST-331p337392673_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p81028761138e-06_H-701e6757d1,195,0,1.3006888000000003,23.78851868571422,0.026013776,4,23.78851868571422,0.06503444,10,23.78851868571422,0.13006888,20,23.78851868571422,0.26013776,40,23.78851868571422,0.5202755200000001,80,23.78851868571422,1.3006888000000003,200,137.340072051,0.708357837186,8.48461574474e-05,331.337392673,19.156869355009817
P-137p601432421_VX-0p461948695475_LS-6p48780591522e-05_ST-397p490087405_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p04429791669e-05_H-ef2aaf59fd,196,0,1.7376803,26.31653562747253,0.034753606,4,26.31653562747253,0.086884015,10,26.31653562747253,0.17376803,20,26.31653562747253,0.34753606,40,26.31653562747253,0.6950721200000001,80,26.31653562747253,1.7376803,200,137.601432421,0.461948695475,6.48780591522e-05,397.490087405,19.775013651434655
P-140p119887795_VX-0p222892199661_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-8p38873219639e-06_H-fb250c7cf9,199,1,1.248642363,63.497892419480806,0.0249728472599999,4,63.497892419480806,0.0624321181499999,10,63.497892419480806,0.1248642362999999,20,63.497892419480806,0.2497284725999999,40,63.497892419480806,0.4994569451999999,80,63.497892419480806,1.248642363,200,140.119887795,0.222892199661,4.5e-05,300.0,20.70630401683901
P-140p320645521_VX-0p612281673664_LS-8p56006119926e-05_ST-348p910931315_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p87892372174e-06_H-dd169576f0,200,0,1.5082711999999998,39.94079194945056,0.0301654239999999,4,39.94079194945056,0.0754135599999999,10,39.94079194945056,0.1508271199999999,20,39.94079194945056,0.3016542399999999,40,39.94079194945056,0.6033084799999999,80,39.94079194945056,1.5082711999999998,200,140.320645521,0.612281673664,8.56006119926e-05,348.910931315,19.237938742690247
P-140p974625597_VX-0p98622838083_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-1p89589248085e-06_H-b0e5aed98c,203,0,1.104681545,63.93011642682323,0.0220936309,4,63.93011642682323,0.05523407725,10,63.93011642682323,0.1104681545,20,63.93011642682323,0.220936309,40,63.93011642682323,0.441872618,80,63.93011642682323,1.104681545,200,140.974625597,0.98622838083,4.5e-05,300.0,19.968785679989466
P-143p879945116_VX-0p336279357485_LS-6p76007351295e-05_ST-398p207663754_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p00125_DT-1p91595257833e-05_H-bf889bf790,204,0,0.7571780999999999,14.010513595580136,0.0151435619999999,4,14.010513595580136,0.037858905,10,14.010513595580136,0.07571781,20,14.010513595580136,0.15143562,40,14.010513595580136,0.30287124,80,14.010513595580136,0.7571780999999999,200,143.879945116,0.336279357485,6.76007351295e-05,398.207663754,19.916723309473028
P-143p909481867_VX-0p917293492006_LS-5p50242100517e-05_ST-352p206869428_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p25908081225e-06_H-cf6d926251,205,0,1.0016404,29.546083846153827,0.020032808,4,29.546083846153827,0.05008202,10,29.546083846153827,0.10016404,20,29.546083846153827,0.20032808,40,29.546083846153827,0.40065616,80,29.546083846153827,1.0016404,200,143.909481867,0.917293492006,5.50242100517e-05,352.206869428,19.723954334627816
P-144p684844876_VX-0p221020126644_LS-8p32765690701e-05_ST-337p418493583_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-2p18266122469e-05_H-73ae961aa0,206,0,1.3811459,18.343612227362467,0.027622918,4,18.343612227362467,0.069057295,10,20.155486981588936,0.13811459,20,20.155486981588936,0.27622918,40,20.155486981588936,0.55245836,80,20.155486981588936,1.3811459,200,144.684844876,0.221020126644,8.32765690701e-05,337.418493583,19.81932364682215
P-144p999955433_VX-0p569412101686_LS-7p52189895652e-05_ST-349p795043891_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p47210761544e-06_H-24e0a43587,207,0,1.6242345,29.16277670467027,0.03248469,4,29.16277670467027,0.081211725,10,29.16277670467027,0.16242345,20,29.16277670467027,0.3248469,40,29.16277670467027,0.6496938000000001,80,29.16277670467027,1.6242345,200,144.999955433,0.569412101686,7.52189895652e-05,349.795043891,19.500969117652893
P-145p536707456_VX-0p311971481812_LS-7p55813970315e-05_ST-356p422554756_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p54633384276e-05_H-f404b6f8f4,209,0,1.5812778,23.73283916923077,0.031625556,4,23.73283916923077,0.07906389,10,23.73283916923077,0.15812778,20,23.73283916923077,0.31625556,40,23.73283916923077,0.6325111200000001,80,23.73283916923077,1.5812778,200,145.536707456,0.311971481812,7.55813970315e-05,356.422554756,19.798300653720222
P-146p427721311_VX-0p978546391515_LS-4p61745657385e-05_ST-377p807319924_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-4p92988441309e-06_H-c321cc4e90,210,0,0.9363416,31.137969384615324,0.018726832,4,31.137969384615324,0.04681708,10,31.137969384615324,0.09363416,20,31.137969384615324,0.18726832,40,31.137969384615324,0.37453664,80,31.137969384615324,0.9363416,200,146.427721311,0.978546391515,4.61745657385e-05,377.807319924,19.971997632948
P-149p217972816_VX-0p206404715799_LS-4p87379527164e-05_ST-365p118947745_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-2p33721433367e-05_H-b40dbd8ddd,211,0,1.2881263,14.043033732005345,0.025762526,4,14.043033732005345,0.064406315,10,17.130203940384504,0.12881263,20,17.130203940384504,0.25762526,40,17.130203940384504,0.51525052,80,17.130203940384504,1.2881263,200,149.217972816,0.206404715799,4.87379527164e-05,365.118947745,20.68794511287424
P-149p254341218_VX-0p887957223036_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-2p10571289147e-06_H-306f9d252b,212,0,1.227158273,62.75998845047299,0.02454316546,4,62.75998845047299,0.06135791365,10,62.75998845047299,0.1227158273,20,62.75998845047299,0.2454316546,40,62.75998845047299,0.4908633092000001,80,62.75998845047299,1.227158273,200,149.254341218,0.887957223036,4.5e-05,300.0,20.07833979573192
P-149p73987868_VX-0p504680707931_LS-6p9723584777e-05_ST-320p536129041_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-9p55875770008e-06_H-95ed9fb76f,213,0,1.7726777,35.826892034340666,0.035453554,4,35.826892034340666,0.088633885,10,35.826892034340666,0.17726777,20,35.826892034340666,0.35453554,40,35.826892034340666,0.7090710800000001,80,35.826892034340666,1.7726777,200,149.73987868,0.504680707931,6.9723584777e-05,320.536129041,19.70727218499421
P-149p779509657_VX-0p251536582152_LS-4p84927831067e-05_ST-381p35096431_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p91786044071e-05_H-6af407d4ba,214,0,1.4315783999999998,23.004835748351766,0.0286315679999999,4,23.004835748351766,0.0715789199999999,10,23.004835748351766,0.1431578399999999,20,23.004835748351766,0.2863156799999999,40,23.004835748351766,0.5726313599999999,80,23.004835748351766,1.4315783999999998,200,149.779509657,0.251536582152,4.84927831067e-05,381.35096431,20.600391058659632
P-151p505871803_VX-0p995509859725_LS-6p72580848008e-05_ST-301p996554082_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-4p84587928074e-06_H-73846c96ef,216,0,0.9247612,29.06386857016573,0.018495224,4,29.06386857016573,0.04623806,10,29.06386857016573,0.09247612,20,29.06386857016573,0.18495224,40,29.06386857016573,0.36990448,80,29.06386857016573,0.9247612,200,151.505871803,0.995509859725,6.72580848008e-05,301.996554082,19.433334497523145
P-151p630328889_VX-0p596649793105_LS-5p54888002616e-05_ST-323p086654154_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p00125_DT-1p0798550665e-05_H-bf889bf790,217,0,0.9667184,20.152215516483565,0.0193343679999999,4,20.152215516483565,0.04833592,10,20.152215516483565,0.09667184,20,20.152215516483565,0.19334368,40,20.152215516483565,0.38668736,80,20.152215516483565,0.9667184,200,151.630328889,0.596649793105,5.54888002616e-05,323.086654154,19.978652018293502
P-153p721476211_VX-0p579411174254_LS-7p49286492013e-05_ST-383p484527945_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p32590191107e-06_H-8daf8adcd4,218,0,1.598585,39.93273173076919,0.0319717,4,39.93273173076919,0.07992925,10,39.93273173076919,0.1598585,20,39.93273173076919,0.319717,40,39.93273173076919,0.6394340000000001,80,39.93273173076919,1.598585,200,153.721476211,0.579411174254,7.49286492013e-05,383.484527945,19.55647518469836
P-158p404299584_VX-0p530960738208_LS-8p44011119013e-05_ST-377p174397227_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-9p08564467365e-06_H-fa25be35ef,220,0,1.7490320999999998,39.74067014807687,0.034980642,4,39.74067014807687,0.0874516049999999,10,39.74067014807687,0.1749032099999999,20,39.74067014807687,0.3498064199999999,40,39.74067014807687,0.6996128399999999,80,39.74067014807687,1.7490320999999998,200,158.404299584,0.530960738208,8.44011119013e-05,377.174397227,19.451579196154245
P-159p365045029_VX-0p465685970522_LS-5p71815338387e-05_ST-335p270795676_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p03591710045e-05_H-312d3c9a86,222,0,1.742919,29.71160968956037,0.03485838,4,29.71160968956037,0.08714595,10,29.71160968956037,0.1742919,20,29.71160968956037,0.3485838,40,29.71160968956037,0.6971676,80,29.71160968956037,1.742919,200,159.365045029,0.465685970522,5.71815338387e-05,335.270795676,20.107238648940612
P-160p556282667_VX-0p957190479289_LS-5p53708249108e-05_ST-363p791890923_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p03987524677e-06_H-0590129dfb,223,0,0.9616762,28.609501158241883,0.019233524,4,28.609501158241883,0.04808381,10,28.609501158241883,0.09616762,20,28.609501158241883,0.19233524,40,28.609501158241883,0.38467048,80,28.609501158241883,0.9616762,200,160.556282667,0.957190479289,5.53708249108e-05,363.791890923,19.8027075802586
P-161p701140241_VX-0p559592851831_LS-7p43216837725e-05_ST-378p872335114_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p00125_DT-1p15136442488e-05_H-bf889bf790,224,0,0.9540946,23.75658117912088,0.019081892,4,23.75658117912088,0.04770473,10,23.75658117912088,0.09540946,20,23.75658117912088,0.19081892,40,23.75658117912088,0.38163784,80,23.75658117912088,0.9540946,200,161.701140241,0.559592851831,7.43216837725e-05,378.872335114,19.636684435138676
P-163p341658752_VX-0p941874162971_LS-5p45765866009e-05_ST-310p281913475_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p12183133657e-06_H-b40dbd8ddd,226,0,0.9773828,28.498441977900463,0.019547656,4,28.498441977900463,0.04886914,10,28.498441977900463,0.09773828,20,28.498441977900463,0.19547656,40,28.498441977900463,0.39095312,80,28.498441977900463,0.9773828,200,163.341658752,0.941874162971,5.45765866009e-05,310.281913475,19.84964424825378
P-166p164223082_VX-0p514604075971_LS-6p70362084208e-05_ST-302p957496397_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p00125_DT-1p25202137351e-05_H-bf889bf790,227,0,0.9293382,21.6644189967033,0.018586764,4,21.6644189967033,0.04646691,10,21.6644189967033,0.09293382,20,21.6644189967033,0.18586764,40,21.6644189967033,0.37173528,80,21.6644189967033,0.9293382,200,166.164223082,0.514604075971,6.70362084208e-05,302.957496397,19.860571814792568
P-166p614725594_VX-0p931765035172_LS-5p67575778907e-05_ST-364p064697506_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p17740033261e-06_H-0744488b5e,228,0,0.9891319,28.143604768784435,0.0197826379999999,4,28.143604768784435,0.049456595,10,28.143604768784435,0.09891319,20,28.143604768784435,0.19782638,40,28.143604768784435,0.39565276,80,28.143604768784435,0.9891319,200,166.614725594,0.931765035172,5.67575778907e-05,364.064697506,19.81610348598448
P-167p779770961_VX-0p390580196452_LS-6p45833025222e-05_ST-394p852870083_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p23511653864e-05_H-73ae961aa0,230,0,1.6834744,31.305627991208844,0.033669488,4,31.305627991208844,0.08417372,10,31.305627991208844,0.16834744,20,31.305627991208844,0.33669488,40,31.305627991208844,0.6733897600000001,80,31.305627991208844,1.6834744,200,167.779770961,0.390580196452,6.45833025222e-05,394.852870083,20.06404519659045
P-171p382540224_VX-0p233605939402_LS-6p18629013601e-05_ST-355p188153249_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-2p06506761573e-05_H-ba17ade68b,232,0,1.4104211,15.6329461286258,0.028208422,4,15.6329461286258,0.070521055,10,20.507770894780172,0.14104211,20,20.507770894780172,0.28208422,40,20.507770894780172,0.56416844,80,20.507770894780172,1.4104211,200,171.382540224,0.233605939402,6.18629013601e-05,355.188153249,20.406842771371704
P-171p875575389_VX-0p916897438596_LS-6p66389080354e-05_ST-338p337187717_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p2613524697e-06_H-30d8d23b36,233,0,1.0079282,28.94304431043954,0.020158564,4,28.94304431043954,0.05039641,10,28.94304431043954,0.10079282,20,28.94304431043954,0.20158564,40,28.94304431043954,0.40317128,80,28.94304431043954,1.0079282,200,171.875575389,0.916897438596,6.66389080354e-05,338.337187717,19.614483564267076
P-173p720948038_VX-0p230617607979_LS-6p23730108092e-05_ST-383p499521736_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-2p09182665855e-05_H-eb41f0639c,234,0,1.4037016,15.880886188671067,0.028074032,4,15.880886188671067,0.07018508,10,18.988823637010526,0.14037016,20,18.988823637010526,0.28074032,40,18.988823637010526,0.56148064,80,18.988823637010526,1.4037016,200,173.720948038,0.230617607979,6.23730108092e-05,383.499521736,20.414514266193482
P-174p128102602_VX-0p994422815088_LS-7p40414236536e-05_ST-367p557277174_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-4p85117651146e-06_H-6705b84f8a,235,0,0.9297578,39.80225938461543,0.0185951559999999,4,39.80225938461543,0.04648789,10,39.80225938461543,0.09297578,20,39.80225938461543,0.18595156,40,39.80225938461543,0.37190312,80,39.80225938461543,0.9297578,200,174.128102602,0.994422815088,7.40414236536e-05,367.557277174,19.428916411338076
P-176p31832051_VX-0p578189015568_LS-5p80825678862e-05_ST-392p957182722_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p34350095405e-06_H-568de84222,236,0,1.6008711,31.34379664010997,0.032017422,4,31.34379664010997,0.080043555,10,31.34379664010997,0.16008711,20,31.34379664010997,0.32017422,40,31.34379664010997,0.64034844,80,31.34379664010997,1.6008711,200,176.31832051,0.578189015568,5.80825678862e-05,392.957182722,20.076685687550818
P-176p64993117_VX-0p775213670345_LS-6p57722012124e-05_ST-360p022077993_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p222956054e-06_H-5731c00627,237,0,1.1942512,27.934125296703296,0.023885024,4,27.934125296703296,0.05971256,10,27.934125296703296,0.11942512,20,27.934125296703296,0.23885024,40,27.934125296703296,0.47770048,80,27.934125296703296,1.1942512,200,176.64993117,0.775213670345,6.57722012124e-05,360.022077993,19.745448200457034
P-177p868754925_VX-0p784825891065_LS-5p3694165939e-05_ST-378p775948175_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p14673987943e-06_H-fa25be35ef,238,0,1.1757629,26.99386166153851,0.023515258,4,26.99386166153851,0.058788145,10,26.99386166153851,0.11757629,20,26.99386166153851,0.23515258,40,26.99386166153851,0.47030516,80,26.99386166153851,1.1757629,200,177.868754925,0.784825891065,5.3694165939e-05,378.775948175,20.050501942882825
P-181p197687991_VX-0p643443519749_LS-5p49477846524e-05_ST-320p630170488_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p49734895908e-06_H-6014a1f9c3,240,0,1.4366685,25.067900646409065,0.02873337,4,25.067900646409065,0.071833425,10,25.067900646409065,0.14366685,20,25.067900646409065,0.2873337,40,25.067900646409065,0.5746674,80,25.067900646409065,1.4366685,200,181.197687991,0.643443519749,5.49477846524e-05,320.630170488,20.1337399376317
P-182p701235644_VX-0p787372384637_LS-5p07019733104e-05_ST-389p154544132_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p1268602978e-06_H-d9be003c20,242,0,1.1710408,27.610489779005626,0.0234208159999999,4,27.610489779005626,0.05855204,10,27.610489779005626,0.11710408,20,27.610489779005626,0.23420816,40,27.610489779005626,0.46841632,80,27.610489779005626,1.1710408,200,182.701235644,0.787372384637,5.07019733104e-05,389.154544132,20.16169780315804
P-183p86712976_VX-0p92773562332_LS-4p77447546287e-05_ST-393p876492884_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p19988721113e-06_H-95ed9fb76f,243,0,0.9918178,29.297821804395625,0.019836356,4,29.297821804395625,0.04959089,10,29.297821804395625,0.09918178,20,29.297821804395625,0.19836356,40,29.297821804395625,0.39672712,80,29.297821804395625,0.9918178,200,183.86712976,0.92773562332,4.77447546287e-05,393.876492884,20.176179635277794
P-186p021611878_VX-0p483877556354_LS-6p53069178085e-05_ST-388p836932905_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-9p96971349398e-06_H-b40dbd8ddd,245,0,1.7665113,26.79416085082412,0.035330226,4,26.79416085082412,0.088325565,10,26.79416085082412,0.17665113,20,26.79416085082412,0.35330226,40,26.79416085082412,0.7066045200000001,80,26.79416085082412,1.7665113,200,186.021611878,0.483877556354,6.53069178085e-05,388.836932905,20.04344343598904
P-188p702615393_VX-0p897654681927_LS-7p37418626284e-05_ST-361p378936642_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p37413851912e-06_H-cedd8dc36d,247,0,1.0330627,39.14806097417575,0.020661254,4,39.14806097417575,0.051653135,10,39.14806097417575,0.10330627,20,39.14806097417575,0.20661254,40,39.14806097417575,0.4132250800000001,80,39.14806097417575,1.0330627,200,188.702615393,0.897654681927,7.37418626284e-05,361.378936642,19.56656708440715
