run_id,repeat,fold,prefix_fraction,subset,learned_threshold,learned_direction,direction_is_below,balanced_accuracy,keyhole_recall,true_negative,false_positive,false_negative,true_positive
w85__r01_f01,1,1,1.0,q20,32.77712869230773,below,1,0.5714285714285714,0.8571428571428571,2,5,1,6
w85__r01_f02,1,2,0.02,full,32.40799515411522,below,1,0.6120689655172413,1.0,13,45,0,13
w85__r01_f02,1,2,0.02,q30,32.40799515411522,below,1,0.65625,1.0,5,11,0,5
w85__r01_f02,1,2,0.02,q20,32.40799515411522,below,1,0.7,1.0,4,6,0,4
w85__r01_f02,1,2,0.05,full,32.40799515411522,below,1,0.6120689655172413,1.0,13,45,0,13
w85__r01_f02,1,2,0.05,q30,32.40799515411522,below,1,0.65625,1.0,5,11,0,5
w85__r01_f02,1,2,0.05,q20,32.40799515411522,below,1,0.7,1.0,4,6,0,4
w85__r01_f02,1,2,0.1,full,32.40799515411522,below,1,0.6120689655172413,1.0,13,45,0,13
w85__r01_f02,1,2,0.1,q30,32.40799515411522,below,1,0.65625,1.0,5,11,0,5
w85__r01_f02,1,2,0.1,q20,32.40799515411522,below,1,0.7,1.0,4,6,0,4
w85__r01_f02,1,2,0.2,full,32.40799515411522,below,1,0.6120689655172413,1.0,13,45,0,13
w85__r01_f02,1,2,0.2,q30,32.40799515411522,below,1,0.65625,1.0,5,11,0,5
w85__r01_f02,1,2,0.2,q20,32.40799515411522,below,1,0.7,1.0,4,6,0,4
w85__r01_f02,1,2,0.4,full,32.40799515411522,below,1,0.6120689655172413,1.0,13,45,0,13
w85__r01_f02,1,2,0.4,q30,32.40799515411522,below,1,0.65625,1.0,5,11,0,5
w85__r01_f02,1,2,0.4,q20,32.40799515411522,below,1,0.7,1.0,4,6,0,4
w85__r01_f02,1,2,1.0,full,32.40799515411522,below,1,0.6120689655172413,1.0,13,45,0,13
w85__r01_f02,1,2,1.0,q30,32.40799515411522,below,1,0.65625,1.0,5,11,0,5
w85__r01_f02,1,2,1.0,q20,32.40799515411522,below,1,0.7,1.0,4,6,0,4
w85__r01_f03,1,3,0.02,full,31.935344241483524,below,1,0.6266846361185984,0.8571428571428571,21,32,2,12
w85__r01_f03,1,3,0.02,q30,31.935344241483524,below,1,0.5462184873949579,0.8571428571428571,4,13,1,6
w85__r01_f03,1,3,0.02,q20,31.935344241483524,below,1,0.5285714285714286,0.8571428571428571,2,8,1,6
w85__r01_f03,1,3,0.05,full,31.935344241483524,below,1,0.6266846361185984,0.8571428571428571,21,32,2,12
w85__r01_f03,1,3,0.05,q30,31.935344241483524,below,1,0.5462184873949579,0.8571428571428571,4,13,1,6
w85__r01_f03,1,3,0.05,q20,31.935344241483524,below,1,0.5285714285714286,0.8571428571428571,2,8,1,6
w85__r01_f03,1,3,0.1,full,31.935344241483524,below,1,0.6266846361185984,0.8571428571428571,21,32,2,12
w85__r01_f03,1,3,0.1,q30,31.935344241483524,below,1,0.5462184873949579,0.8571428571428571,4,13,1,6
w85__r01_f03,1,3,0.1,q20,31.935344241483524,below,1,0.5285714285714286,0.8571428571428571,2,8,1,6
w85__r01_f03,1,3,0.2,full,31.935344241483524,below,1,0.6266846361185984,0.8571428571428571,21,32,2,12
w85__r01_f03,1,3,0.2,q30,31.935344241483524,below,1,0.5462184873949579,0.8571428571428571,4,13,1,6
w85__r01_f03,1,3,0.2,q20,31.935344241483524,below,1,0.5285714285714286,0.8571428571428571,2,8,1,6
w85__r01_f03,1,3,0.4,full,31.935344241483524,below,1,0.6266846361185984,0.8571428571428571,21,32,2,12
w85__r01_f03,1,3,0.4,q30,31.935344241483524,below,1,0.5462184873949579,0.8571428571428571,4,13,1,6
w85__r01_f03,1,3,0.4,q20,31.935344241483524,below,1,0.5285714285714286,0.8571428571428571,2,8,1,6
w85__r01_f03,1,3,1.0,full,31.935344241483524,below,1,0.6266846361185984,0.8571428571428571,21,32,2,12
w85__r01_f03,1,3,1.0,q30,31.935344241483524,below,1,0.5462184873949579,0.8571428571428571,4,13,1,6
w85__r01_f03,1,3,1.0,q20,31.935344241483524,below,1,0.5285714285714286,0.8571428571428571,2,8,1,6
w85__r01_f04,1,4,0.02,full,32.40799515411522,below,1,0.5985155195681511,0.8461538461538461,20,37,2,11
w85__r01_f04,1,4,0.02,q30,32.40799515411522,below,1,0.4666666666666667,0.6666666666666666,4,11,2,4
w85__r01_f04,1,4,0.02,q20,32.40799515411522,below,1,0.46590909090909094,0.75,2,9,1,3
w85__r01_f04,1,4,0.05,full,32.40799515411522,below,1,0.5985155195681511,0.8461538461538461,20,37,2,11
w85__r01_f04,1,4,0.05,q30,32.40799515411522,below,1,0.4666666666666667,0.6666666666666666,4,11,2,4
w85__r01_f04,1,4,0.05,q20,32.40799515411522,below,1,0.46590909090909094,0.75,2,9,1,3
w85__r01_f04,1,4,0.1,full,32.40799515411522,below,1,0.5985155195681511,0.8461538461538461,20,37,2,11
w85__r01_f04,1,4,0.1,q30,32.40799515411522,below,1,0.4666666666666667,0.6666666666666666,4,11,2,4
w85__r01_f04,1,4,0.1,q20,32.40799515411522,below,1,0.46590909090909094,0.75,2,9,1,3
w85__r01_f04,1,4,0.2,full,32.40799515411522,below,1,0.5985155195681511,0.8461538461538461,20,37,2,11
w85__r01_f04,1,4,0.2,q30,32.40799515411522,below,1,0.4666666666666667,0.6666666666666666,4,11,2,4
w85__r01_f04,1,4,0.2,q20,32.40799515411522,below,1,0.46590909090909094,0.75,2,9,1,3
w85__r01_f04,1,4,0.4,full,32.40799515411522,below,1,0.5985155195681511,0.8461538461538461,20,37,2,11
w85__r01_f04,1,4,0.4,q30,32.40799515411522,below,1,0.4666666666666667,0.6666666666666666,4,11,2,4
w85__r01_f04,1,4,0.4,q20,32.40799515411522,below,1,0.46590909090909094,0.75,2,9,1,3
w85__r01_f04,1,4,1.0,full,32.40799515411522,below,1,0.5985155195681511,0.8461538461538461,20,37,2,11
w85__r01_f04,1,4,1.0,q30,32.40799515411522,below,1,0.4666666666666667,0.6666666666666666,4,11,2,4
w85__r01_f04,1,4,1.0,q20,32.40799515411522,below,1,0.46590909090909094,0.75,2,9,1,3
w85__r01_f05,1,5,0.02,full,32.40799515411522,below,1,0.6491228070175439,1.0,17,40,0,15
w85__r01_f05,1,5,0.02,q30,32.40799515411522,below,1,0.6153846153846154,1.0,3,10,0,11
w85__r01_f05,1,5,0.02,q20,32.40799515411522,below,1,0.65,1.0,3,7,0,7
w85__r01_f05,1,5,0.05,full,32.40799515411522,below,1,0.6491228070175439,1.0,17,40,0,15
w85__r01_f05,1,5,0.05,q30,32.40799515411522,below,1,0.6153846153846154,1.0,3,10,0,11
w85__r01_f05,1,5,0.05,q20,32.40799515411522,below,1,0.65,1.0,3,7,0,7
w85__r01_f05,1,5,0.1,full,32.40799515411522,below,1,0.6491228070175439,1.0,17,40,0,15
w85__r01_f05,1,5,0.1,q30,32.40799515411522,below,1,0.6153846153846154,1.0,3,10,0,11
w85__r01_f05,1,5,0.1,q20,32.40799515411522,below,1,0.65,1.0,3,7,0,7
w85__r01_f05,1,5,0.2,full,32.40799515411522,below,1,0.6491228070175439,1.0,17,40,0,15
w85__r01_f05,1,5,0.2,q30,32.40799515411522,below,1,0.6153846153846154,1.0,3,10,0,11
w85__r01_f05,1,5,0.2,q20,32.40799515411522,below,1,0.65,1.0,3,7,0,7
w85__r01_f05,1,5,0.4,full,32.40799515411522,below,1,0.6491228070175439,1.0,17,40,0,15
w85__r01_f05,1,5,0.4,q30,32.40799515411522,below,1,0.6153846153846154,1.0,3,10,0,11
w85__r01_f05,1,5,0.4,q20,32.40799515411522,below,1,0.65,1.0,3,7,0,7
w85__r01_f05,1,5,1.0,full,32.40799515411522,below,1,0.6491228070175439,1.0,17,40,0,15
w85__r01_f05,1,5,1.0,q30,32.40799515411522,below,1,0.6153846153846154,1.0,3,10,0,11
w85__r01_f05,1,5,1.0,q20,32.40799515411522,below,1,0.65,1.0,3,7,0,7
w85__r02_f01,2,1,0.02,full,31.94473828461539,below,1,0.5971264367816091,0.8666666666666667,19,39,2,13
w85__r02_f01,2,1,0.02,q30,31.94473828461539,below,1,0.5848214285714286,0.8571428571428571,5,11,1,6
w85__r02_f01,2,1,0.02,q20,31.94473828461539,below,1,0.5952380952380952,0.8571428571428571,3,6,1,6
w85__r02_f01,2,1,0.05,full,31.94473828461539,below,1,0.5971264367816091,0.8666666666666667,19,39,2,13
w85__r02_f01,2,1,0.05,q30,31.94473828461539,below,1,0.5848214285714286,0.8571428571428571,5,11,1,6
w85__r02_f01,2,1,0.05,q20,31.94473828461539,below,1,0.5952380952380952,0.8571428571428571,3,6,1,6
w85__r02_f01,2,1,0.1,full,31.94473828461539,below,1,0.5971264367816091,0.8666666666666667,19,39,2,13
w85__r02_f01,2,1,0.1,q30,31.94473828461539,below,1,0.5848214285714286,0.8571428571428571,5,11,1,6
w85__r02_f01,2,1,0.1,q20,31.94473828461539,below,1,0.5952380952380952,0.8571428571428571,3,6,1,6
w85__r02_f01,2,1,0.2,full,31.94473828461539,below,1,0.5971264367816091,0.8666666666666667,19,39,2,13
w85__r02_f01,2,1,0.2,q30,31.94473828461539,below,1,0.5848214285714286,0.8571428571428571,5,11,1,6
w85__r02_f01,2,1,0.2,q20,31.94473828461539,below,1,0.5952380952380952,0.8571428571428571,3,6,1,6
w85__r02_f01,2,1,0.4,full,31.94473828461539,below,1,0.5971264367816091,0.8666666666666667,19,39,2,13
w85__r02_f01,2,1,0.4,q30,31.94473828461539,below,1,0.5848214285714286,0.8571428571428571,5,11,1,6
w85__r02_f01,2,1,0.4,q20,31.94473828461539,below,1,0.5952380952380952,0.8571428571428571,3,6,1,6
w85__r02_f01,2,1,1.0,full,31.94473828461539,below,1,0.5971264367816091,0.8666666666666667,19,39,2,13
w85__r02_f01,2,1,1.0,q30,31.94473828461539,below,1,0.5848214285714286,0.8571428571428571,5,11,1,6
w85__r02_f01,2,1,1.0,q20,31.94473828461539,below,1,0.5952380952380952,0.8571428571428571,3,6,1,6
w85__r02_f02,2,2,0.02,full,32.40799515411522,below,1,0.6578947368421053,1.0,18,39,0,14
w85__r02_f02,2,2,0.02,q30,32.40799515411522,below,1,0.6111111111111112,1.0,4,14,0,4
w85__r02_f02,2,2,0.02,q20,32.40799515411522,below,1,0.5909090909090909,1.0,2,9,0,4
w85__r02_f02,2,2,0.05,full,32.40799515411522,below,1,0.6578947368421053,1.0,18,39,0,14
w85__r02_f02,2,2,0.05,q30,32.40799515411522,below,1,0.6111111111111112,1.0,4,14,0,4
w85__r02_f02,2,2,0.05,q20,32.40799515411522,below,1,0.5909090909090909,1.0,2,9,0,4
w85__r02_f02,2,2,0.1,full,32.40799515411522,below,1,0.6578947368421053,1.0,18,39,0,14
w85__r02_f02,2,2,0.1,q30,32.40799515411522,below,1,0.6111111111111112,1.0,4,14,0,4
w85__r02_f02,2,2,0.1,q20,32.40799515411522,below,1,0.5909090909090909,1.0,2,9,0,4
w85__r02_f02,2,2,0.2,full,32.40799515411522,below,1,0.6578947368421053,1.0,18,39,0,14
w85__r02_f02,2,2,0.2,q30,32.40799515411522,below,1,0.6111111111111112,1.0,4,14,0,4
w85__r02_f02,2,2,0.2,q20,32.40799515411522,below,1,0.5909090909090909,1.0,2,9,0,4
w85__r02_f02,2,2,0.4,full,32.40799515411522,below,1,0.6578947368421053,1.0,18,39,0,14
w85__r02_f02,2,2,0.4,q30,32.40799515411522,below,1,0.6111111111111112,1.0,4,14,0,4
w85__r02_f02,2,2,0.4,q20,32.40799515411522,below,1,0.5909090909090909,1.0,2,9,0,4
w85__r02_f02,2,2,1.0,full,32.40799515411522,below,1,0.6578947368421053,1.0,18,39,0,14
w85__r02_f02,2,2,1.0,q30,32.40799515411522,below,1,0.6111111111111112,1.0,4,14,0,4
w85__r02_f02,2,2,1.0,q20,32.40799515411522,below,1,0.5909090909090909,1.0,2,9,0,4
w85__r02_f03,2,3,0.02,full,32.40799515411522,below,1,0.6944444444444444,1.0,21,33,0,13
w85__r02_f03,2,3,0.02,q30,32.40799515411522,below,1,0.5833333333333334,1.0,2,10,0,10
w85__r02_f03,2,3,0.02,q20,32.40799515411522,below,1,0.6666666666666666,1.0,2,4,0,9
w85__r02_f03,2,3,0.05,full,32.40799515411522,below,1,0.6944444444444444,1.0,21,33,0,13
w85__r02_f03,2,3,0.05,q30,32.40799515411522,below,1,0.5833333333333334,1.0,2,10,0,10
w85__r02_f03,2,3,0.05,q20,32.40799515411522,below,1,0.6666666666666666,1.0,2,4,0,9
w85__r02_f03,2,3,0.1,full,32.40799515411522,below,1,0.6944444444444444,1.0,21,33,0,13
w85__r02_f03,2,3,0.1,q30,32.40799515411522,below,1,0.5833333333333334,1.0,2,10,0,10
w85__r02_f03,2,3,0.1,q20,32.40799515411522,below,1,0.6666666666666666,1.0,2,4,0,9
w85__r02_f03,2,3,0.2,full,32.40799515411522,below,1,0.6944444444444444,1.0,21,33,0,13
w85__r02_f03,2,3,0.2,q30,32.40799515411522,below,1,0.5833333333333334,1.0,2,10,0,10
w85__r02_f03,2,3,0.2,q20,32.40799515411522,below,1,0.6666666666666666,1.0,2,4,0,9
w85__r02_f03,2,3,0.4,full,32.40799515411522,below,1,0.6944444444444444,1.0,21,33,0,13
w85__r02_f03,2,3,0.4,q30,32.40799515411522,below,1,0.5833333333333334,1.0,2,10,0,10
w85__r02_f03,2,3,0.4,q20,32.40799515411522,below,1,0.6666666666666666,1.0,2,4,0,9
w85__r02_f03,2,3,1.0,full,32.40799515411522,below,1,0.6944444444444444,1.0,21,33,0,13
w85__r02_f03,2,3,1.0,q30,32.40799515411522,below,1,0.5833333333333334,1.0,2,10,0,10
w85__r02_f03,2,3,1.0,q20,32.40799515411522,below,1,0.6666666666666666,1.0,2,4,0,9
w85__r02_f04,2,4,0.02,full,32.77712869230773,below,1,0.6240740740740741,0.9333333333333333,17,37,1,14
w85__r02_f04,2,4,0.02,q30,32.77712869230773,below,1,0.5446428571428571,0.875,3,11,1,7
w85__r02_f04,2,4,0.02,q20,32.77712869230773,below,1,0.45,0.8,1,9,1,4
w85__r02_f04,2,4,0.05,full,32.77712869230773,below,1,0.6240740740740741,0.9333333333333333,17,37,1,14
w85__r02_f04,2,4,0.05,q30,32.77712869230773,below,1,0.5446428571428571,0.875,3,11,1,7
w85__r02_f04,2,4,0.05,q20,32.77712869230773,below,1,0.45,0.8,1,9,1,4
w85__r02_f04,2,4,0.1,full,32.77712869230773,below,1,0.6240740740740741,0.9333333333333333,17,37,1,14
w85__r02_f04,2,4,0.1,q30,32.77712869230773,below,1,0.5446428571428571,0.875,3,11,1,7
w85__r02_f04,2,4,0.1,q20,32.77712869230773,below,1,0.45,0.8,1,9,1,4
w85__r02_f04,2,4,0.2,full,32.77712869230773,below,1,0.6240740740740741,0.9333333333333333,17,37,1,14
w85__r02_f04,2,4,0.2,q30,32.77712869230773,below,1,0.5446428571428571,0.875,3,11,1,7
w85__r02_f04,2,4,0.2,q20,32.77712869230773,below,1,0.45,0.8,1,9,1,4
w85__r02_f04,2,4,0.4,full,32.77712869230773,below,1,0.6240740740740741,0.9333333333333333,17,37,1,14
w85__r02_f04,2,4,0.4,q30,32.77712869230773,below,1,0.5446428571428571,0.875,3,11,1,7
w85__r02_f04,2,4,0.4,q20,32.77712869230773,below,1,0.45,0.8,1,9,1,4
w85__r02_f04,2,4,1.0,full,32.77712869230773,below,1,0.6240740740740741,0.9333333333333333,17,37,1,14
w85__r02_f04,2,4,1.0,q30,32.77712869230773,below,1,0.5446428571428571,0.875,3,11,1,7
w85__r02_f04,2,4,1.0,q20,32.77712869230773,below,1,0.45,0.8,1,9,1,4
w85__r02_f05,2,5,0.02,full,32.40799515411522,below,1,0.5634278002699056,0.8461538461538461,16,41,2,11
w85__r02_f05,2,5,0.02,q30,32.40799515411522,below,1,0.5133928571428572,0.7142857142857143,5,11,2,5
w85__r02_f05,2,5,0.02,q20,32.40799515411522,below,1,0.375,0.5,3,9,2,2
w85__r02_f05,2,5,0.05,full,32.40799515411522,below,1,0.5634278002699056,0.8461538461538461,16,41,2,11
w85__r02_f05,2,5,0.05,q30,32.40799515411522,below,1,0.5133928571428572,0.7142857142857143,5,11,2,5
w85__r02_f05,2,5,0.05,q20,32.40799515411522,below,1,0.375,0.5,3,9,2,2
w85__r02_f05,2,5,0.1,full,32.40799515411522,below,1,0.5634278002699056,0.8461538461538461,16,41,2,11
w85__r02_f05,2,5,0.1,q30,32.40799515411522,below,1,0.5133928571428572,0.7142857142857143,5,11,2,5
w85__r02_f05,2,5,0.1,q20,32.40799515411522,below,1,0.375,0.5,3,9,2,2
w85__r02_f05,2,5,0.2,full,32.40799515411522,below,1,0.5634278002699056,0.8461538461538461,16,41,2,11
w85__r02_f05,2,5,0.2,q30,32.40799515411522,below,1,0.5133928571428572,0.7142857142857143,5,11,2,5
w85__r02_f05,2,5,0.2,q20,32.40799515411522,below,1,0.375,0.5,3,9,2,2
w85__r02_f05,2,5,0.4,full,32.40799515411522,below,1,0.5634278002699056,0.8461538461538461,16,41,2,11
w85__r02_f05,2,5,0.4,q30,32.40799515411522,below,1,0.5133928571428572,0.7142857142857143,5,11,2,5
w85__r02_f05,2,5,0.4,q20,32.40799515411522,below,1,0.375,0.5,3,9,2,2
w85__r02_f05,2,5,1.0,full,32.40799515411522,below,1,0.5634278002699056,0.8461538461538461,16,41,2,11
w85__r02_f05,2,5,1.0,q30,32.40799515411522,below,1,0.5133928571428572,0.7142857142857143,5,11,2,5
w85__r02_f05,2,5,1.0,q20,32.40799515411522,below,1,0.375,0.5,3,9,2,2
w85__r03_f01,3,1,0.02,full,32.40799515411522,below,1,0.6551948051948052,0.9285714285714286,21,34,1,13
w85__r03_f01,3,1,0.02,q30,32.40799515411522,below,1,0.6058823529411765,0.8,7,10,1,4
w85__r03_f01,3,1,0.02,q20,32.40799515411522,below,1,0.6022727272727273,0.75,5,6,1,3
w85__r03_f01,3,1,0.05,full,32.40799515411522,below,1,0.6551948051948052,0.9285714285714286,21,34,1,13
w85__r03_f01,3,1,0.05,q30,32.40799515411522,below,1,0.6058823529411765,0.8,7,10,1,4
w85__r03_f01,3,1,0.05,q20,32.40799515411522,below,1,0.6022727272727273,0.75,5,6,1,3
w85__r03_f01,3,1,0.1,full,32.40799515411522,below,1,0.6551948051948052,0.9285714285714286,21,34,1,13
w85__r03_f01,3,1,0.1,q30,32.40799515411522,below,1,0.6058823529411765,0.8,7,10,1,4
w85__r03_f01,3,1,0.1,q20,32.40799515411522,below,1,0.6022727272727273,0.75,5,6,1,3
w85__r03_f01,3,1,0.2,full,32.40799515411522,below,1,0.6551948051948052,0.9285714285714286,21,34,1,13
w85__r03_f01,3,1,0.2,q30,32.40799515411522,below,1,0.6058823529411765,0.8,7,10,1,4
w85__r03_f01,3,1,0.2,q20,32.40799515411522,below,1,0.6022727272727273,0.75,5,6,1,3
w85__r03_f01,3,1,0.4,full,32.40799515411522,below,1,0.6551948051948052,0.9285714285714286,21,34,1,13
w85__r03_f01,3,1,0.4,q30,32.40799515411522,below,1,0.6058823529411765,0.8,7,10,1,4
w85__r03_f01,3,1,0.4,q20,32.40799515411522,below,1,0.6022727272727273,0.75,5,6,1,3
w85__r03_f01,3,1,1.0,full,32.40799515411522,below,1,0.6551948051948052,0.9285714285714286,21,34,1,13
w85__r03_f01,3,1,1.0,q30,32.40799515411522,below,1,0.6058823529411765,0.8,7,10,1,4
w85__r03_f01,3,1,1.0,q20,32.40799515411522,below,1,0.6022727272727273,0.75,5,6,1,3
w85__r03_f02,3,2,0.02,full,32.40799515411522,below,1,0.6071428571428572,0.9285714285714286,16,40,1,13
w85__r03_f02,3,2,0.02,q30,32.40799515411522,below,1,0.44607843137254904,0.8333333333333334,1,16,1,5
w85__r03_f02,3,2,0.02,q20,32.40799515411522,below,1,0.4,0.8,0,10,1,4
w85__r03_f02,3,2,0.05,full,32.40799515411522,below,1,0.6071428571428572,0.9285714285714286,16,40,1,13
w85__r03_f02,3,2,0.05,q30,32.40799515411522,below,1,0.44607843137254904,0.8333333333333334,1,16,1,5
w85__r03_f02,3,2,0.05,q20,32.40799515411522,below,1,0.4,0.8,0,10,1,4
w85__r03_f02,3,2,0.1,full,32.40799515411522,below,1,0.6071428571428572,0.9285714285714286,16,40,1,13
w85__r03_f02,3,2,0.1,q30,32.40799515411522,below,1,0.44607843137254904,0.8333333333333334,1,16,1,5
w85__r03_f02,3,2,0.1,q20,32.40799515411522,below,1,0.4,0.8,0,10,1,4
w85__r03_f02,3,2,0.2,full,32.40799515411522,below,1,0.6071428571428572,0.9285714285714286,16,40,1,13
w85__r03_f02,3,2,0.2,q30,32.40799515411522,below,1,0.44607843137254904,0.8333333333333334,1,16,1,5
w85__r03_f02,3,2,0.2,q20,32.40799515411522,below,1,0.4,0.8,0,10,1,4
w85__r03_f02,3,2,0.4,full,32.40799515411522,below,1,0.6071428571428572,0.9285714285714286,16,40,1,13
w85__r03_f02,3,2,0.4,q30,32.40799515411522,below,1,0.44607843137254904,0.8333333333333334,1,16,1,5
w85__r03_f02,3,2,0.4,q20,32.40799515411522,below,1,0.4,0.8,0,10,1,4
w85__r03_f02,3,2,1.0,full,32.40799515411522,below,1,0.6071428571428572,0.9285714285714286,16,40,1,13
w85__r03_f02,3,2,1.0,q30,32.40799515411522,below,1,0.44607843137254904,0.8333333333333334,1,16,1,5
w85__r03_f02,3,2,1.0,q20,32.40799515411522,below,1,0.4,0.8,0,10,1,4
w85__r03_f03,3,3,0.02,full,32.40799515411522,below,1,0.6181818181818182,1.0,13,42,0,14
w85__r03_f03,3,3,0.02,q30,32.40799515411522,below,1,0.6818181818181819,1.0,4,7,0,9
w85__r03_f03,3,3,0.02,q20,32.40799515411522,below,1,0.6111111111111112,1.0,2,7,0,5
w85__r03_f03,3,3,0.05,full,32.40799515411522,below,1,0.6181818181818182,1.0,13,42,0,14
w85__r03_f03,3,3,0.05,q30,32.40799515411522,below,1,0.6818181818181819,1.0,4,7,0,9
w85__r03_f03,3,3,0.05,q20,32.40799515411522,below,1,0.6111111111111112,1.0,2,7,0,5
w85__r03_f03,3,3,0.1,full,32.40799515411522,below,1,0.6181818181818182,1.0,13,42,0,14
w85__r03_f03,3,3,0.1,q30,32.40799515411522,below,1,0.6818181818181819,1.0,4,7,0,9
w85__r03_f03,3,3,0.1,q20,32.40799515411522,below,1,0.6111111111111112,1.0,2,7,0,5
w85__r03_f03,3,3,0.2,full,32.40799515411522,below,1,0.6181818181818182,1.0,13,42,0,14
w85__r03_f03,3,3,0.2,q30,32.40799515411522,below,1,0.6818181818181819,1.0,4,7,0,9
w85__r03_f03,3,3,0.2,q20,32.40799515411522,below,1,0.6111111111111112,1.0,2,7,0,5
w85__r03_f03,3,3,0.4,full,32.40799515411522,below,1,0.6181818181818182,1.0,13,42,0,14
w85__r03_f03,3,3,0.4,q30,32.40799515411522,below,1,0.6818181818181819,1.0,4,7,0,9
w85__r03_f03,3,3,0.4,q20,32.40799515411522,below,1,0.6111111111111112,1.0,2,7,0,5
w85__r03_f03,3,3,1.0,full,32.40799515411522,below,1,0.6181818181818182,1.0,13,42,0,14
w85__r03_f03,3,3,1.0,q30,32.40799515411522,below,1,0.6818181818181819,1.0,4,7,0,9
w85__r03_f03,3,3,1.0,q20,32.40799515411522,below,1,0.6111111111111112,1.0,2,7,0,5
w85__r03_f04,3,4,0.02,full,31.94473828461539,below,1,0.5922077922077922,0.8571428571428571,18,37,2,12
w85__r03_f04,3,4,0.02,q30,31.94473828461539,below,1,0.5069444444444444,0.8888888888888888,2,14,1,8
w85__r03_f04,3,4,0.02,q20,31.94473828461539,below,1,0.47857142857142854,0.8571428571428571,1,9,1,6
w85__r03_f04,3,4,0.05,full,31.94473828461539,below,1,0.5922077922077922,0.8571428571428571,18,37,2,12
w85__r03_f04,3,4,0.05,q30,31.94473828461539,below,1,0.5069444444444444,0.8888888888888888,2,14,1,8
w85__r03_f04,3,4,0.05,q20,31.94473828461539,below,1,0.47857142857142854,0.8571428571428571,1,9,1,6
w85__r03_f04,3,4,0.1,full,31.94473828461539,below,1,0.5922077922077922,0.8571428571428571,18,37,2,12
w85__r03_f04,3,4,0.1,q30,31.94473828461539,below,1,0.5069444444444444,0.8888888888888888,2,14,1,8
w85__r03_f04,3,4,0.1,q20,31.94473828461539,below,1,0.47857142857142854,0.8571428571428571,1,9,1,6
w85__r03_f04,3,4,0.2,full,31.94473828461539,below,1,0.5922077922077922,0.8571428571428571,18,37,2,12
w85__r03_f04,3,4,0.2,q30,31.94473828461539,below,1,0.5069444444444444,0.8888888888888888,2,14,1,8
w85__r03_f04,3,4,0.2,q20,31.94473828461539,below,1,0.47857142857142854,0.8571428571428571,1,9,1,6
w85__r03_f04,3,4,0.4,full,31.94473828461539,below,1,0.5922077922077922,0.8571428571428571,18,37,2,12
w85__r03_f04,3,4,0.4,q30,31.94473828461539,below,1,0.5069444444444444,0.8888888888888888,2,14,1,8
w85__r03_f04,3,4,0.4,q20,31.94473828461539,below,1,0.47857142857142854,0.8571428571428571,1,9,1,6
w85__r03_f04,3,4,1.0,full,31.94473828461539,below,1,0.5922077922077922,0.8571428571428571,18,37,2,12
w85__r03_f04,3,4,1.0,q30,31.94473828461539,below,1,0.5069444444444444,0.8888888888888888,2,14,1,8
w85__r03_f04,3,4,1.0,q20,31.94473828461539,below,1,0.47857142857142854,0.8571428571428571,1,9,1,6
w85__r03_f05,3,5,0.02,full,32.40799515411522,below,1,0.6676755447941889,0.9285714285714286,24,35,1,13
w85__r03_f05,3,5,0.02,q30,32.40799515411522,below,1,0.6587301587301587,0.8888888888888888,6,8,1,8
w85__r03_f05,3,5,0.02,q20,32.40799515411522,below,1,0.75,1.0,4,4,0,7
